Geneid	Ctrl_R1	Ctrl_R2	Ctrl_R3	0_R1	0_R2	0_R3	2_R1	2_R2	2_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R1	20_R2	20_R3	30_R1	30_R2	30_R3	Entity	Symbol
gene-SAURSH1000_RS04550	2105	656	779	782	534	232	846	418	666	833	592	582	453	727	192	485	132	229	264	199	123	host	gene-SAURSH1000_RS04550
gene-SAURSH1000_RS11445	79	143	83	123	203	107	111	238	100	106	189	33	27	77	7	11	21	3	19	21	2	host	gene-SAURSH1000_RS11445
gene-SAURSH1000_RS01480	160	289	279	239	77	186	275	44	151	311	46	93	331	83	85	119	54	40	74	192	12	host	gene-SAURSH1000_RS01480
gene-SAURSH1000_RS08755	2142	927	1041	1301	863	605	1233	945	865	944	1266	815	595	1248	289	635	253	190	410	367	154	host	gene-SAURSH1000_RS08755
gene-SAURSH1000_RS12965	21	29	21	29	30	29	26	29	28	49	38	7	22	40	4	6	11	5	4	14	1	host	gene-SAURSH1000_RS12965
gene-SAURSH1000_RS08530	293	259	294	310	302	299	360	279	299	319	288	156	186	253	58	83	66	30	46	85	18	host	menC
gene-CPT_phageK_gp042	0	0	0	1	0	3	106	11	84	738	82	161	512	134	111	41	61	72	36	26	50	phage	gene-CPT_phageK_gp042
gene-SAURSH1000_RS09625	210	202	197	374	229	199	345	280	215	418	326	139	267	315	52	65	87	34	63	81	18	host	gene-SAURSH1000_RS09625
gene-SAURSH1000_RS09630	232	265	201	487	239	179	405	260	240	460	319	128	309	360	55	80	107	29	79	94	23	host	gene-SAURSH1000_RS09630
gene-SAURSH1000_RS01175	36	42	36	59	73	41	55	86	32	72	75	18	33	35	5	16	19	4	15	2	0	host	gene-SAURSH1000_RS01175
gene-SAURSH1000_RS02345	8475	2909	3551	3860	2672	653	3721	1984	2410	2963	2986	1992	1493	2794	691	1632	581	532	871	803	378	host	gene-SAURSH1000_RS02345
gene-CPT_phageK_gp217	0	0	0	61	0	0	51	4	15	1473	142	2031	6195	2931	4053	5437	4949	6533	5658	3833	1854	phage	gene-CPT_phageK_gp217
gene-SAURSH1000_RS01820	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	host	gene-SAURSH1000_RS01820
gene-SAURSH1000_RS05815	254	254	184	337	334	281	252	553	147	568	555	119	242	299	80	52	114	42	53	94	27	host	gene-SAURSH1000_RS05815
gene-SAURSH1000_RS08215	82	136	306	99	52	224	114	50	112	111	76	76	174	63	97	46	32	38	18	25	14	host	acsA
gene-SAURSH1000_RS00775	2	14	5	11	5	4	16	7	11	11	5	1	8	7	3	2	2	0	0	3	1	host	gene-SAURSH1000_RS00775
gene-SAURSH1000_RS01935	1	1	4	7	3	1	6	4	4	4	3	2	4	6	1	0	1	0	0	0	1	host	gene-SAURSH1000_RS01935
gene-CPT_phageK_gp122	0	1	1	56	0	2	157	29	79	2479	434	4086	9646	6602	10055	7152	6144	7935	4775	4600	3287	phage	gene-CPT_phageK_gp122
gene-SAURSH1000_RS09605	137	147	143	243	189	165	265	183	193	269	217	92	147	192	52	46	60	23	31	62	14	host	gene-SAURSH1000_RS09605
gene-SAURSH1000_RS09675	284	296	316	375	297	338	493	370	330	435	495	195	299	434	88	82	155	53	70	130	23	host	gene-SAURSH1000_RS09675
gene-SAURSH1000_RS12460	19	52	23	30	5	41	15	7	15	53	6	20	54	15	15	4	13	4	3	5	2	host	crtO
gene-SAURSH1000_RS11395	786	724	1243	1102	346	1025	1393	386	956	1160	414	547	689	592	297	166	187	116	121	243	68	host	mqo
gene-SAURSH1000_RS09820	463	443	376	658	281	333	699	334	486	692	527	261	379	557	153	206	175	94	154	178	43	host	mazE
gene-CPT_phageK_gp074	1	1	0	5	1	0	38	9	8	858	122	912	2113	1485	1312	570	656	520	277	241	232	phage	gene-CPT_phageK_gp074
gene-SAURSH1000_RS11285	1316	396	941	2122	484	895	1925	512	848	2058	707	520	829	488	218	277	164	70	284	208	50	host	gltS
gene-SAURSH1000_RS02045	64	88	67	56	58	48	71	58	40	66	67	33	43	71	26	31	36	38	29	42	36	host	gltB
gene-SAURSH1000_RS09835	194	181	172	261	153	229	277	212	198	300	248	112	140	238	37	52	82	27	39	68	22	host	gene-SAURSH1000_RS09835
gene-CPT_phageK_gp031	0	0	0	101	1	0	14	1	2	250	39	570	1446	902	1179	3734	2276	6329	11702	5144	7329	phage	gene-CPT_phageK_gp031
gene-CPT_phageK_gp221	1	2	0	27	1	1	165	20	59	4319	743	5080	15495	9730	10302	5026	6964	4449	2244	2891	1348	phage	gene-CPT_phageK_gp221
gene-SAURSH1000_RS01880	57	89	112	65	50	86	59	70	59	68	59	28	61	92	47	24	44	27	23	39	22	host	gene-SAURSH1000_RS01880
gene-SAURSH1000_RS12150	5022	790	8030	6233	443	5375	6870	455	4014	6180	574	3671	2337	597	1494	721	192	543	485	259	348	host	gene-SAURSH1000_RS12150
gene-SAURSH1000_RS02755	492	537	515	585	531	583	589	601	401	619	713	254	481	667	175	132	247	56	79	1595	33	host	mvk
gene-CPT_phageK_gp023	0	0	0	18	0	1	5	2	1	395	34	686	2914	1163	2635	2208	1721	2813	1475	1649	760	phage	gene-CPT_phageK_gp023
gene-SAURSH1000_RS05170	389	521	425	540	588	528	637	616	466	537	617	233	309	498	106	96	147	51	72	176	36	host	polX
gene-SAURSH1000_RS04640	43	46	37	88	36	40	66	50	52	78	48	23	47	38	16	13	11	11	11	13	2	host	gene-SAURSH1000_RS04640
gene-SAURSH1000_RS11575	60	77	75	85	83	57	66	76	59	64	76	39	47	72	10	27	20	6	21	33	5	host	gene-SAURSH1000_RS11575
gene-SAURSH1000_RS11920	46	22	33	65	14	25	72	31	29	51	41	13	39	79	5	8	15	3	7	21	0	host	opp1C
gene-SAURSH1000_RS05360	3820	5056	2850	4867	3799	2513	4371	3140	2581	3667	3036	1534	2372	2996	753	962	856	260	659	900	161	host	mraZ
gene-SAURSH1000_RS00305	1156	465	966	1646	582	1034	1875	963	968	1698	1616	724	962	903	302	321	327	88	327	260	54	host	gene-SAURSH1000_RS00305
gene-SAURSH1000_RS08275	491	552	456	750	591	504	690	716	421	778	694	242	514	483	91	118	214	54	113	199	22	host	gene-SAURSH1000_RS08275
gene-CPT_phageK_gp216	1	0	0	158	1	2	151	19	46	2976	358	4169	13480	5962	9323	14905	11326	16997	13468	9909	4942	phage	gene-CPT_phageK_gp216
gene-SAURSH1000_RS06810	2557	1695	2703	2731	1119	2488	3670	1414	2786	2988	2271	1627	1493	2928	748	628	703	422	394	894	256	host	asnS
gene-SAURSH1000_RS03500	3532	3499	3489	5871	1954	3402	6104	2225	3955	6633	2973	2761	4754	5822	1732	1819	1835	770	1592	1334	394	host	gene-SAURSH1000_RS03500
gene-SAURSH1000_RS09380	514	822	661	668	678	724	861	665	552	903	657	256	633	870	159	174	265	89	107	255	45	host	gene-SAURSH1000_RS09380
gene-SAURSH1000_RS06300	1500	1419	1391	1982	1879	1636	1988	2315	1211	1594	2414	662	815	1647	352	323	398	170	226	504	100	host	parE
gene-SAURSH1000_RS02605	189	126	147	238	156	131	253	149	170	202	217	80	120	215	31	38	42	14	41	59	10	host	tadA
gene-SAURSH1000_RS05150	1544	1426	1401	2136	1138	1386	2708	1756	1516	2526	2454	917	1268	2323	475	411	536	205	264	593	143	host	pheT
gene-SAURSH1000_RS01460	297	437	401	390	320	468	328	226	310	454	220	206	623	378	295	180	231	105	93	172	61	host	gene-SAURSH1000_RS01460
gene-CPT_phageK_gp053	0	0	0	2	0	0	92	7	46	1084	166	1181	2112	1499	1067	377	486	381	223	147	171	phage	gene-CPT_phageK_gp053
gene-SAURSH1000_RS09390	181	502	198	299	209	185	345	238	230	363	265	100	248	400	54	77	104	16	61	119	12	host	gene-SAURSH1000_RS09390
gene-SAURSH1000_RS10900	289	341	314	341	426	389	363	372	299	407	427	165	220	405	102	90	126	40	55	132	20	host	mobA
gene-SAURSH1000_RS06150	179	200	267	276	64	174	315	75	158	327	77	123	247	100	52	59	54	17	36	61	13	host	gene-SAURSH1000_RS06150
gene-SAURSH1000_RS11755	172	248	199	226	223	183	326	201	210	324	201	96	199	169	89	89	93	26	49	61	16	host	gene-SAURSH1000_RS11755
gene-CPT_phageK_gp040	0	0	0	3	0	1	122	13	62	534	91	246	477	266	130	72	58	118	53	28	65	phage	gene-CPT_phageK_gp040
gene-CPT_phageK_gp226	0	0	0	21	0	1	4	0	2	100	28	164	362	360	259	523	429	1071	2841	1408	2348	phage	gene-CPT_phageK_gp226
gene-SAURSH1000_RS08815	506	708	549	869	663	531	759	459	591	751	459	302	470	464	129	110	154	43	73	167	30	host	gene-SAURSH1000_RS08815
gene-SAURSH1000_RS00345	107	10	110	88	11	89	70	12	50	60	23	26	18	20	13	6	7	8	2	8	4	host	sbnC
gene-SAURSH1000_RS12355	726	801	874	811	597	659	1118	566	827	811	777	614	456	775	260	195	206	123	105	225	65	host	gene-SAURSH1000_RS12355
gene-CPT_phageK_gp048	0	0	0	0	0	0	52	3	11	750	138	924	1685	1638	1191	326	436	287	158	154	127	phage	gene-CPT_phageK_gp048
gene-SAURSH1000_RS09785	215	233	317	336	246	370	377	261	253	335	358	127	151	306	65	48	81	51	40	105	34	host	gene-SAURSH1000_RS09785
gene-SAURSH1000_RS00325	154	35	122	197	40	128	181	48	108	142	74	55	54	67	21	20	14	11	17	15	3	host	sirB
gene-SAURSH1000_RS12410	86	61	120	97	72	113	117	72	88	98	82	58	53	82	32	33	15	12	12	33	11	host	gene-SAURSH1000_RS12410
gene-SAURSH1000_RS04905	78	168	104	211	134	79	161	102	124	177	134	61	91	123	20	25	35	5	29	27	6	host	gene-SAURSH1000_RS04905
gene-SAURSH1000_RS00065	760	861	846	1189	783	893	1131	728	717	1025	769	364	588	723	186	188	228	80	135	224	49	host	gene-SAURSH1000_RS00065
gene-SAURSH1000_RS03040	873	1009	926	1566	1113	913	1715	942	1081	1133	931	578	627	764	240	324	277	118	243	251	71	host	tagH
gene-SAURSH1000_RS09240	122	96	116	143	118	85	195	109	110	196	126	59	114	135	28	43	37	7	35	36	3	host	gene-SAURSH1000_RS09240
gene-SAURSH1000_RS01760	1763	845	1290	2121	1507	1319	2476	2860	1589	2136	3854	867	917	3023	349	458	557	152	352	514	92	host	pbuX
gene-SAURSH1000_RS04590	3	7	0	1	4	1	2	3	4	8	2	1	2	1	1	1	0	0	0	1	0	host	gene-SAURSH1000_RS04590
gene-SAURSH1000_RS00920	49	42	54	54	25	46	80	29	48	52	47	29	17	21	11	8	8	3	10	10	6	host	gene-SAURSH1000_RS00920
gene-SAURSH1000_RS01390	41	16	88	37	12	63	59	8	32	74	8	25	84	34	17	29	31	7	13	60	7	host	gene-SAURSH1000_RS01390
gene-SAURSH1000_RS02195	593	1175	527	656	975	605	721	857	463	694	787	210	422	698	120	137	178	49	104	223	23	host	ispE
gene-SAURSH1000_RS02600	150	104	114	310	140	147	306	175	154	272	187	102	120	155	25	37	36	11	49	42	7	host	gene-SAURSH1000_RS02600
gene-SAURSH1000_RS10800	8480	5756	5816	7848	6584	5432	6729	8583	4565	6384	11062	2700	2198	4890	1503	921	1023	570	801	1429	397	host	rpsJ
gene-SAURSH1000_RS04770	1277	929	1388	2326	677	1388	2142	579	1401	2070	563	621	1140	787	384	416	356	216	249	333	127	host	folD
gene-SAURSH1000_RS02310	120	119	122	159	161	140	185	199	137	191	191	64	84	134	33	34	40	20	29	46	11	host	gene-SAURSH1000_RS02310
gene-SAURSH1000_RS07005	27	42	39	49	37	40	51	42	30	91	69	16	76	59	23	14	23	5	3	9	0	host	gene-SAURSH1000_RS07005
gene-CPT_phageK_gp179	0	1	0	442	5	6	46	13	18	879	189	1568	6952	4486	8644	31629	28123	61572	40223	47250	25671	phage	gene-CPT_phageK_gp179
gene-SAURSH1000_RS10790	13386	8344	9004	11481	9770	8741	9993	13938	6411	10055	18310	3958	3560	7268	2237	1464	1575	987	1106	2286	610	host	rplD
gene-SAURSH1000_RS00600	55	27	62	85	20	64	77	16	68	56	30	35	33	31	18	7	8	7	12	7	2	host	isdI
gene-SAURSH1000_RS07750	2110	1685	2104	3154	2617	2005	4099	3037	2131	3617	3650	1135	1637	3008	531	432	593	147	424	555	121	host	tgt
gene-SAURSH1000_RS03565	397	451	469	514	473	360	753	511	673	604	632	220	299	415	102	137	132	51	97	135	27	host	murB
gene-SAURSH1000_RS12660	4280	8774	3939	7117	5615	3446	7109	4090	4408	6930	3539	2478	4748	4215	1398	1438	1389	744	873	1318	411	host	gene-SAURSH1000_RS12660
gene-SAURSH1000_RS08270	359	375	331	486	444	405	422	456	278	498	577	160	350	394	104	96	165	44	63	130	25	host	ytpR
gene-SAURSH1000_RS02740	1044	909	953	1592	911	926	1701	874	1033	1378	865	612	697	885	261	285	267	119	276	292	69	host	hemQ
gene-SAURSH1000_RS08395	97	61	92	131	61	90	153	83	82	129	121	57	46	116	30	16	21	17	16	21	3	host	ribE
gene-SAURSH1000_RS13105	2	30	3	8	5	8	8	4	5	14	5	2	2	7	4	0	1	2	2	2	1	host	gene-SAURSH1000_RS13105
gene-SAURSH1000_RS03275	533	376	453	957	385	412	891	461	563	766	523	254	337	369	93	125	124	32	128	158	31	host	gene-SAURSH1000_RS03275
gene-SAURSH1000_RS05550	427	466	418	555	587	522	596	601	370	540	807	193	304	638	109	120	158	42	76	151	29	host	fmt
gene-SAURSH1000_RS06825	298	373	320	388	471	407	514	417	295	408	403	139	210	329	82	84	139	22	53	129	24	host	gene-SAURSH1000_RS06825
gene-SAURSH1000_RS08005	1477	778	2105	1549	584	1700	1804	454	1481	939	398	727	414	244	294	176	95	153	85	132	86	host	gene-SAURSH1000_RS08005
gene-SAURSH1000_RS12700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-SAURSH1000_RS12700
gene-SAURSH1000_RS00480	13	8	7	17	6	14	20	8	15	14	10	3	13	15	5	2	5	1	1	7	1	host	gene-SAURSH1000_RS00480
gene-SAURSH1000_RS01400	137	140	180	197	155	162	191	145	128	154	108	84	114	115	35	55	46	13	36	43	12	host	gene-SAURSH1000_RS01400
gene-SAURSH1000_RS06815	820	861	835	1427	997	889	1442	1143	1012	1663	1120	584	682	859	234	205	235	88	160	264	49	host	gene-SAURSH1000_RS06815
gene-SAURSH1000_RS04360	54	353	69	88	194	72	71	121	68	145	66	23	133	145	24	26	44	11	14	24	6	host	opp3C
gene-SAURSH1000_RS12045	280	274	293	558	262	441	640	414	362	897	467	191	491	510	109	79	152	40	63	138	20	host	gene-SAURSH1000_RS12045
gene-CPT_phageK_gp038	0	0	0	23	5	13	792	74	554	3691	970	2291	3740	2772	1740	1101	825	1577	675	466	976	phage	gene-CPT_phageK_gp038
gene-SAURSH1000_RS03455	4043	4235	3964	7299	4677	4636	6756	4822	4381	7438	5498	2224	4197	4825	1046	1441	1624	576	1180	1800	281	host	ltaS
gene-SAURSH1000_RS02650	426	530	373	540	643	348	658	473	454	450	530	216	235	482	86	95	111	34	91	125	16	host	gene-SAURSH1000_RS02650
gene-SAURSH1000_RS11865	132	291	194	164	113	208	130	87	154	253	72	70	534	267	165	182	202	52	108	124	27	host	fetB
gene-SAURSH1000_RS06135	134	132	86	208	88	74	239	75	132	187	78	87	163	106	30	63	44	23	48	42	15	host	gene-SAURSH1000_RS06135
gene-SAURSH1000_RS09250	6	7	5	6	5	6	2	7	6	11	6	4	6	5	0	1	2	0	3	0	0	host	gene-SAURSH1000_RS09250
gene-SAURSH1000_RS02455	215	368	237	269	254	281	297	335	172	366	344	91	235	265	58	61	104	36	36	106	18	host	cysE
gene-SAURSH1000_RS02295	116	125	150	146	171	152	182	150	110	178	170	60	91	163	30	40	50	17	20	52	10	host	folP
gene-SAURSH1000_RS04410	4537	4302	2839	6428	2876	2493	5538	2442	2781	5081	2632	1862	3230	2499	1040	1443	1033	896	1262	1004	506	host	spxA
gene-SAURSH1000_RS01350	176	522	341	259	280	335	266	202	264	373	198	131	455	391	194	113	199	67	57	127	39	host	gene-SAURSH1000_RS01350
gene-SAURSH1000_RS08170	1154	624	1088	1710	583	1083	1957	863	1239	2110	1452	810	1066	1842	327	465	417	169	328	415	92	host	nagE
gene-SAURSH1000_RS08200	58	22	77	71	24	76	67	44	55	49	54	24	25	32	19	7	9	5	10	12	7	host	harA
gene-SAURSH1000_RS00410	17	6	8	25	14	6	24	21	14	30	13	6	17	24	1	2	5	0	1	5	2	host	gene-SAURSH1000_RS00410
gene-SAURSH1000_RS11105	309	428	340	374	364	334	466	293	292	404	409	175	332	416	132	115	157	94	58	113	53	host	gene-SAURSH1000_RS11105
gene-SAURSH1000_RS11375	64	79	78	71	90	67	113	83	69	71	102	39	50	76	14	21	21	10	12	30	8	host	hssR
gene-SAURSH1000_RS01090	115	73	107	82	20	107	69	13	62	81	21	37	29	55	14	9	18	6	13	23	3	host	gene-SAURSH1000_RS01090
gene-SAURSH1000_RS00810	57	9	275	82	9	144	97	6	49	134	6	49	164	31	47	16	23	18	14	22	9	host	ugpC
gene-CPT_phageK_gp072	1	1	0	20	1	2	160	17	56	2729	393	3664	8151	6236	6777	3347	3677	3630	1494	1468	1175	phage	gene-CPT_phageK_gp072
gene-SAURSH1000_RS07345	701	781	652	850	1070	702	1047	1176	638	961	1366	370	473	864	155	185	201	98	124	235	42	host	gene-SAURSH1000_RS07345
gene-SAURSH1000_RS02795	33	27	34	51	28	48	62	44	39	141	54	24	84	63	9	8	15	5	7	25	1	host	gene-SAURSH1000_RS02795
gene-SAURSH1000_RS11520	137	2570	163	219	1298	165	264	446	161	245	279	83	311	855	53	650	1605	74	412	1147	27	host	nreC
gene-SAURSH1000_RS00750	453	613	488	590	545	578	814	636	496	749	726	258	584	1031	177	171	319	65	131	290	38	host	gene-SAURSH1000_RS00750
gene-SAURSH1000_RS10200	55	413	39	105	878	37	154	496	180	125	240	142	169	163	69	112	61	64	46	39	25	host	czrA
gene-SAURSH1000_RS10850	298	221	219	517	196	242	511	262	267	475	259	155	257	232	55	62	72	16	82	74	13	host	mspA
gene-SAURSH1000_RS09995	5135	3103	4815	5807	2261	5386	6229	2836	3433	7136	3911	2290	4369	5417	1565	1159	1537	654	717	1688	408	host	atpG
gene-SAURSH1000_RS12250	173	167	125	184	191	103	167	119	120	141	113	70	141	197	29	84	63	19	49	54	5	host	gene-SAURSH1000_RS12250
gene-SAURSH1000_RS11540	6	2039	3	13	444	7	14	137	4	17	61	6	429	1231	10	497	1594	69	277	901	30	host	narJ
gene-SAURSH1000_RS01810	5	4	4	16	7	6	9	3	9	10	6	5	3	7	3	1	4	2	3	0	0	host	gene-SAURSH1000_RS01810
gene-SAURSH1000_RS04830	135	80	117	167	61	104	203	102	122	242	209	54	125	129	19	38	39	8	37	47	14	host	gene-SAURSH1000_RS04830
gene-SAURSH1000_RS11875	427	698	441	460	666	397	568	500	366	452	555	253	284	416	165	126	148	102	53	135	60	host	gene-SAURSH1000_RS11875
gene-SAURSH1000_RS00435	67	425	54	104	256	67	126	152	63	173	118	43	289	301	45	201	229	39	107	188	28	host	gene-SAURSH1000_RS00435
gene-SAURSH1000_RS08220	14	28	21	30	19	10	38	14	18	29	9	10	20	8	10	5	6	0	1	4	1	host	gene-SAURSH1000_RS08220
gene-SAURSH1000_RS00710	607	159	997	627	131	743	585	99	681	584	134	377	299	105	144	111	49	99	67	77	52	host	gene-SAURSH1000_RS00710
gene-SAURSH1000_RS11180	115	89	96	172	94	87	161	91	104	143	128	53	83	117	24	29	41	11	34	42	1	host	gene-SAURSH1000_RS11180
gene-SAURSH1000_RS08125	2390	3011	2637	4183	1892	2900	4929	2211	2539	4002	2789	1465	2598	2967	937	898	961	486	691	958	295	host	ezrA
gene-SAURSH1000_RS01150	36	55	26	68	72	26	84	92	46	66	107	28	41	67	8	12	18	7	9	9	0	host	gene-SAURSH1000_RS01150
gene-SAURSH1000_RS08850	466	756	601	846	586	636	936	687	588	1099	749	359	673	777	195	144	273	62	100	251	23	host	gene-SAURSH1000_RS08850
gene-CPT_phageK_gp011	0	0	1	17	2	10	401	56	402	1934	446	1001	1615	976	741	531	381	662	364	243	400	phage	gene-CPT_phageK_gp011
gene-SAURSH1000_RS10980	75	275	93	136	192	74	202	128	87	221	151	70	203	193	49	57	76	46	36	59	21	host	gene-SAURSH1000_RS10980
gene-SAURSH1000_RS00885	32	27	37	49	35	14	27	26	27	14	26	11	19	21	3	15	5	4	12	12	6	host	gene-SAURSH1000_RS00885
gene-SAURSH1000_RS01115	70	125	68	77	52	78	88	54	98	91	76	33	93	81	34	34	38	16	19	19	13	host	gene-SAURSH1000_RS01115
gene-SAURSH1000_RS04625	184	95	125	372	129	99	376	281	124	353	582	69	167	469	23	89	130	13	99	110	7	host	gene-SAURSH1000_RS04625
gene-SAURSH1000_RS12235	14	13	5	16	24	16	15	24	11	29	21	7	19	19	3	0	5	1	2	3	0	host	gene-SAURSH1000_RS12235
gene-SAURSH1000_RS03290	4554	3502	2772	5867	3359	2275	5304	3476	3003	4163	3415	1677	2104	2860	742	1260	862	401	1140	987	211	host	mgrA
gene-SAURSH1000_RS00145	199	265	201	286	346	272	307	320	252	528	294	107	367	271	51	56	110	24	51	90	16	host	gene-SAURSH1000_RS00145
gene-SAURSH1000_RS07010	646	1404	761	940	688	790	1118	715	707	1448	728	419	1297	1338	390	421	512	157	255	472	100	host	srrB
gene-SAURSH1000_RS02695	46	26	37	65	52	20	40	38	27	64	39	20	40	37	13	14	8	7	5	10	9	host	gene-SAURSH1000_RS02695
gene-SAURSH1000_RS03660	32	27	32	39	33	20	33	42	35	44	60	9	16	46	5	5	13	4	7	9	1	host	gene-SAURSH1000_RS03660
gene-SAURSH1000_RS01050	63	368	67	111	233	60	90	157	50	193	111	46	314	561	53	198	306	44	130	260	30	host	scdA
gene-SAURSH1000_RS01895	23	28	14	41	33	26	41	52	22	55	60	6	59	53	6	7	26	0	8	12	0	host	lpl9
gene-SAURSH1000_RS05625	4042	4007	3742	4704	4002	3810	6041	4693	3970	4807	4817	2547	1887	2832	1304	990	786	578	625	905	318	host	fabG
gene-SAURSH1000_RS02230	12390	6737	9471	17216	7935	7766	23000	10910	9550	13037	17900	8188	6009	17390	3717	3783	3464	1977	3407	3856	1226	host	gene-SAURSH1000_RS02230
gene-SAURSH1000_RS07875	487	728	389	692	520	467	780	692	413	915	974	277	561	1321	176	194	340	70	145	349	32	host	hemC
gene-SAURSH1000_RS01785	1	0	4	4	1	1	1	5	0	3	1	1	3	2	0	0	1	0	4	2	0	host	gene-SAURSH1000_RS01785
gene-SAURSH1000_RS07610	1045	976	878	1237	1802	912	1393	2335	811	1079	2465	452	549	1269	238	246	339	102	231	379	80	host	gene-SAURSH1000_RS07610
gene-SAURSH1000_RS11585	28	74	20	67	34	27	71	29	20	105	37	13	144	164	6	34	67	3	33	45	1	host	gene-SAURSH1000_RS11585
gene-CPT_phageK_gp007	0	0	0	2	0	1	42	5	13	883	148	1009	1981	1868	1331	424	593	316	207	203	107	phage	gene-CPT_phageK_gp007
gene-SAURSH1000_RS06070	0	0	2	0	1	0	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	host	gene-SAURSH1000_RS06070
gene-SAURSH1000_RS07720	299	359	328	467	463	401	501	578	329	497	618	206	287	609	107	95	185	58	76	172	34	host	dtd
gene-SAURSH1000_RS03925	496	288	572	775	252	542	820	252	620	574	306	284	302	308	109	91	94	49	62	94	22	host	gene-SAURSH1000_RS03925
gene-SAURSH1000_RS04505	731	808	780	1261	954	795	1136	801	803	1043	767	348	544	707	136	226	191	54	141	238	28	host	gene-SAURSH1000_RS04505
gene-SAURSH1000_RS10195	119	377	236	223	234	215	198	101	214	333	82	123	670	290	199	120	195	76	73	141	42	host	gene-SAURSH1000_RS10195
gene-SAURSH1000_RS10165	2589	2190	2502	3972	1567	2227	4354	1462	2803	3735	1589	1378	2158	1756	782	970	679	346	751	698	204	host	deoD
gene-SAURSH1000_RS03655	2	6	3	4	3	4	5	6	4	5	6	5	2	3	1	0	0	0	0	0	0	host	gene-SAURSH1000_RS03655
gene-CPT_phageK_gp086	1	2	1	23	1	2	188	23	65	3921	669	5136	12259	8138	8903	3677	4715	4423	1818	2160	2008	phage	gene-CPT_phageK_gp086
gene-SAURSH1000_RS04620	575	454	682	1326	480	928	1318	639	777	2022	891	408	941	867	204	152	273	84	140	248	54	host	gene-SAURSH1000_RS04620
gene-SAURSH1000_RS11770	280	282	290	296	368	255	352	183	282	285	147	138	198	177	70	91	65	38	64	61	17	host	gene-SAURSH1000_RS11770
gene-SAURSH1000_RS09725	3	11	2	2	5	3	5	4	3	3	4	1	2	2	1	1	0	0	1	0	0	host	gene-SAURSH1000_RS09725
gene-SAURSH1000_RS05100	223	53	165	189	56	142	248	69	118	214	94	69	92	92	38	28	33	15	21	31	9	host	isdA
gene-SAURSH1000_RS00200	52	72	59	89	83	52	79	81	55	93	69	23	58	62	9	20	18	3	19	22	3	host	gene-SAURSH1000_RS00200
gene-SAURSH1000_RS05950	293	306	239	387	286	271	426	398	227	451	478	190	242	456	79	77	120	37	73	110	16	host	thiW
gene-CPT_phageK_gp085	0	0	0	12	0	0	36	3	17	1421	197	1601	5036	2583	2811	1635	1968	1619	841	812	695	phage	gene-CPT_phageK_gp085
gene-CPT_phageK_gp147	0	0	0	14	0	0	6	2	2	237	31	440	1659	1081	1353	1505	1670	2032	1916	1885	1280	phage	gene-CPT_phageK_gp147
gene-SAURSH1000_RS05985	68	92	96	132	126	77	140	112	106	188	195	46	97	156	32	30	71	10	12	38	10	host	gene-SAURSH1000_RS05985
gene-SAURSH1000_RS12040	48	42	49	67	63	60	62	61	31	92	75	18	78	91	16	13	34	9	12	19	2	host	gene-SAURSH1000_RS12040
gene-SAURSH1000_RS07710	587	454	609	848	497	736	1005	822	621	842	1025	359	402	728	157	151	195	65	111	197	27	host	hisS
gene-SAURSH1000_RS09385	195	606	193	293	229	172	306	233	224	347	228	100	271	424	49	76	128	23	50	157	12	host	gene-SAURSH1000_RS09385
gene-SAURSH1000_RS11970	26	51	59	44	67	39	69	70	45	61	58	20	43	60	9	12	16	5	10	11	4	host	gene-SAURSH1000_RS11970
gene-SAURSH1000_RS13075	4	179	4	10	9	1	5	9	4	6	4	1	10	25	4	4	2	2	0	4	2	host	gene-SAURSH1000_RS13075
gene-SAURSH1000_RS02875	661	741	786	1231	926	898	1425	867	920	1338	954	504	612	1003	194	184	269	98	145	302	77	host	gene-SAURSH1000_RS02875
gene-SAURSH1000_RS03460	641	1040	591	764	1357	850	763	1082	535	700	974	230	496	688	147	181	243	68	108	223	38	host	gene-SAURSH1000_RS03460
gene-SAURSH1000_RS10960	132	106	114	172	123	105	191	195	119	230	198	79	79	166	30	33	38	10	27	37	5	host	gene-SAURSH1000_RS10960
gene-CPT_phageK_gp174	0	0	0	835	9	7	25	9	10	132	61	193	1275	857	1712	32641	19504	62569	81272	64145	63391	phage	gene-CPT_phageK_gp174
gene-SAURSH1000_RS08185	610	914	549	1256	534	583	1529	756	751	1296	1040	524	715	1009	226	214	306	104	178	290	63	host	tyrS
gene-SAURSH1000_RS10445	160	146	243	342	160	202	357	165	252	318	240	136	158	192	54	31	66	32	37	47	14	host	sfaD
gene-SAURSH1000_RS02960	6	4	4	6	5	7	10	6	7	3	3	0	3	7	4	2	1	0	0	9	1	host	gene-SAURSH1000_RS02960
gene-SAURSH1000_RS03400	42	35	82	54	33	46	70	39	47	74	81	21	80	146	23	61	73	30	49	86	20	host	gene-SAURSH1000_RS03400
gene-SAURSH1000_RS06875	8	0	6	9	2	3	5	3	7	23	3	2	9	4	0	0	1	0	0	1	0	host	gene-SAURSH1000_RS06875
