Geneid	Ctrl_R1	Ctrl_R2	Ctrl_R3	0_R1	0_R2	0_R3	2_R1	2_R2	2_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R1	20_R2	20_R3	30_R1	30_R2	30_R3	Entity	Symbol
gene-NWMN_RS04545	3803	2254	3475	3732	2799	2942	4360	2477	3180	3007	2489	1440	1387	2783	746	1537	992	753	1927	1145	498	host	dltA
gene-NWMN_RS10565	2395	1679	4512	3324	3992	3347	3703	3486	3279	2591	3394	1657	1090	1521	635	835	779	563	897	825	372	host	gatA
gene-NWMN_RS00665	328	299	311	287	307	214	276	216	268	173	164	147	128	165	89	172	71	140	159	82	84	host	gene-NWMN_RS00665
gene-NWMN_RS07305	17	12	25	15	13	19	12	14	11	14	16	12	10	31	11	19	8	12	11	5	6	host	pstB
gene-NWMN_RS12565	412	318	356	336	356	279	449	288	332	270	317	195	182	278	96	113	134	94	117	86	60	host	moaC
gene-NWMN_RS02685	163	109	493	290	324	353	365	330	290	215	268	214	108	171	121	151	125	120	143	104	50	host	gene-NWMN_RS02685
gene-NWMN_RS13080	65	56	69	83	67	49	60	52	38	34	39	24	13	53	20	16	26	11	17	12	11	host	gene-NWMN_RS13080
gene-NWMN_RS14740	133	97	330	252	193	241	316	181	224	185	234	214	83	101	146	73	48	138	88	51	76	host	lip1
gene-NWMN_RS03845	215	163	167	145	181	140	147	146	151	122	104	119	68	148	74	77	67	69	79	42	39	host	queD
gene-NWMN_RS12175	104	71	83	81	128	76	77	107	75	54	71	53	30	54	27	27	20	24	31	38	12	host	gene-NWMN_RS12175
gene-NWMN_RS02840	128	100	386	226	311	343	259	228	234	216	227	230	150	205	120	171	174	148	155	133	93	host	gene-NWMN_RS02840
gene-NWMN_RS03840	442	384	383	337	378	309	335	288	318	243	234	247	163	303	173	205	132	152	211	125	103	host	queE
gene-NWMN_RS13200	82	255	100	117	446	258	256	459	333	302	589	387	327	1030	231	365	494	187	309	336	105	host	narJ
gene-NWMN_RS03985	93	31	89	77	60	68	105	38	66	53	42	39	27	38	15	31	22	17	35	18	9	host	gene-NWMN_RS03985
gene-NWMN_RS07765	539	503	1000	882	1062	784	898	845	719	631	751	398	290	459	183	218	260	168	240	202	88	host	gene-NWMN_RS07765
gene-NWMN_RS08730	1196	882	2225	1687	1757	1757	1784	1446	1655	1291	1477	1303	695	1035	680	742	620	587	706	493	358	host	gene-NWMN_RS08730
gene-NWMN_RS08985	116	134	102	103	151	90	141	108	94	86	91	78	42	123	43	56	57	28	43	33	20	host	gene-NWMN_RS08985
gene-NWMN_RS02150	2054	1291	3784	2802	2861	2965	3032	2733	2778	2244	3160	1443	872	1607	568	697	717	484	787	666	320	host	guaB
gene-NWMN_RS03700	817	434	445	521	560	380	632	351	436	330	328	209	195	427	77	167	101	95	140	114	42	host	gene-NWMN_RS03700
gene-NWMN_RS06360	292	171	669	425	499	513	500	446	465	336	442	245	173	254	116	209	176	136	211	182	74	host	fmt
gene-NWMN_RS08215	6335	4687	3829	4810	4642	2812	4244	2928	3443	3337	2176	2757	2249	3758	1700	2316	1886	1818	1636	1420	810	host	gene-NWMN_RS08215
gene-CPT_phageK_gp050	0	1	0	0	3	2	130	30	419	1060	163	2115	1244	1795	1386	1172	1272	1012	692	499	533	phage	gene-CPT_phageK_gp050
gene-NWMN_RS04895	291	287	263	263	299	183	220	152	172	152	119	125	114	250	50	106	88	37	97	85	30	host	gene-NWMN_RS04895
gene-CPT_phageK_gp172	1	0	0	0	1	1	4	0	34	43	9	50	85	68	162	2176	337	1259	5085	2272	1451	phage	gene-CPT_phageK_gp172
gene-NWMN_RS09995	965	1680	1064	1300	1075	923	1159	1167	1072	857	1204	581	301	400	372	174	216	421	242	255	327	host	gene-NWMN_RS09995
gene-NWMN_RS09770	1025	886	1168	1171	1432	983	1279	889	945	768	858	637	365	605	295	354	272	245	345	290	153	host	yhaM
gene-NWMN_RS08825	2145	1201	3786	3302	2884	2523	4107	2724	2926	2440	3027	2235	1047	1077	1057	1409	775	1194	1677	904	749	host	rpmI
gene-NWMN_RS11320	1	11	7	2	14	3	3	3	1	6	3	2	3	6	1	2	3	1	1	1	0	host	gene-NWMN_RS11320
gene-NWMN_RS02260	240	126	327	231	271	259	355	294	233	176	295	123	74	171	37	91	60	45	74	63	27	host	gene-NWMN_RS02260
gene-NWMN_RS03655	628	413	315	352	461	244	486	325	297	218	187	164	106	343	91	142	107	78	97	93	51	host	gene-NWMN_RS03655
gene-NWMN_RS13275	331	195	323	266	373	258	440	296	246	199	225	136	128	195	73	100	91	73	133	66	43	host	gene-NWMN_RS13275
gene-CPT_phageK_gp137	0	0	0	1	9	5	123	39	432	1484	202	3361	3621	2476	5544	6645	5750	4294	3455	3125	2331	phage	gene-CPT_phageK_gp137
gene-CPT_phageK_gp233	0	0	0	1	4	2	108	32	288	1027	142	2396	2632	2770	3626	5916	4469	3286	2442	2828	1429	phage	gene-CPT_phageK_gp233
gene-NWMN_RS04810	65	34	26	37	52	26	79	39	32	30	16	18	13	27	7	14	13	2	16	11	1	host	gene-NWMN_RS04810
gene-CPT_phageK_gp146	0	0	1	2	3	2	35	43	93	2197	242	3571	7336	4796	12080	28305	16884	16204	35925	21879	13401	phage	gene-CPT_phageK_gp146
gene-NWMN_RS08330	1066	795	1627	1309	1583	1247	1489	1290	1203	861	1095	692	384	697	332	523	365	277	610	377	222	host	mtaB
gene-NWMN_RS08775	414	312	638	387	671	482	582	390	449	374	486	327	238	503	168	227	255	145	202	194	90	host	gene-NWMN_RS08775
gene-NWMN_RS00290	120	164	109	100	140	71	59	80	68	85	47	100	76	393	75	102	162	36	59	60	38	host	gene-NWMN_RS00290
gene-NWMN_RS04765	17	7	18	10	8	8	16	7	11	7	7	4	6	12	3	5	10	3	4	4	2	host	gene-NWMN_RS04765
gene-NWMN_RS04510	202	156	226	156	230	174	198	158	197	149	174	74	60	195	62	72	74	51	52	50	21	host	gene-NWMN_RS04510
gene-NWMN_RS06450	185	125	304	225	279	226	273	242	185	145	171	99	69	138	48	112	62	56	84	71	36	host	rnc
gene-NWMN_RS10195	12	3	59	19	22	42	37	16	25	26	20	28	11	9	18	19	8	23	19	9	13	host	gene-NWMN_RS10195
gene-NWMN_RS10455	1656	1341	1040	1154	1268	1069	1220	766	1077	1140	605	1155	804	2305	622	781	714	566	515	409	247	host	gene-NWMN_RS10455
gene-NWMN_RS14645	31	11	43	27	25	36	26	19	35	19	27	32	21	28	10	28	8	14	33	16	14	host	asp2
gene-NWMN_RS13160	461	404	298	278	402	214	298	225	252	235	174	219	146	441	126	203	177	98	134	109	48	host	gene-NWMN_RS13160
gene-NWMN_RS03830	10707	4829	12786	8671	6996	7723	11462	4204	8373	9150	5140	6767	6614	12605	3891	6150	5640	4185	4847	4206	2300	host	gene-NWMN_RS03830
gene-NWMN_RS07270	101	63	73	57	59	51	68	45	78	59	37	36	24	64	22	64	11	22	32	31	13	host	gene-NWMN_RS07270
gene-NWMN_RS07555	183	135	297	256	234	230	342	214	236	187	194	160	93	174	78	103	80	74	89	77	34	host	gene-NWMN_RS07555
gene-NWMN_RS11735	3177	2094	3780	2638	2492	1795	3707	2064	2086	1548	1543	952	821	1527	493	1002	565	600	960	628	303	host	rpoE
gene-NWMN_RS03950	512	346	307	346	354	308	366	265	297	213	154	147	134	263	73	129	73	70	135	68	40	host	gene-NWMN_RS03950
gene-NWMN_RS13850	442	432	231	333	438	182	237	181	160	121	104	85	72	140	45	77	71	37	73	67	19	host	gene-NWMN_RS13850
gene-NWMN_RS05830	22	13	70	45	33	65	47	33	58	34	33	59	24	24	35	32	20	34	46	5	32	host	gene-NWMN_RS05830
gene-NWMN_RS10875	2	3	5	1	3	5	3	4	3	2	2	5	3	2	0	5	2	1	3	2	2	host	gene-NWMN_RS10875
gene-NWMN_RS13685	93	162	222	133	348	168	98	168	138	110	185	128	89	165	51	82	110	42	62	67	24	host	gene-NWMN_RS13685
gene-NWMN_RS07970	1905	2027	1614	1637	1950	1414	1521	1293	1296	1154	975	761	630	1234	379	559	477	337	431	342	190	host	zwf
gene-NWMN_RS14370	16910	15125	17440	16222	18505	13069	14965	14725	13455	15510	13203	10675	8404	12501	5235	5956	6119	4513	4863	4212	2461	host	lqo
gene-NWMN_RS07665	1244	949	2127	1558	1981	1585	1550	1572	1497	1373	1497	1068	714	1005	528	856	556	644	1059	684	412	host	recU
gene-CPT_phageK_gp209	0	0	0	1	6	5	143	40	451	1884	260	4115	4568	3601	7421	12017	9288	7479	6429	6476	3435	phage	gene-CPT_phageK_gp209
gene-NWMN_RS00100	375	361	663	511	583	570	472	401	448	471	528	363	283	373	195	226	247	169	204	170	97	host	yycF
gene-NWMN_RS13165	566	2865	254	221	2676	716	251	1100	943	1364	1215	2543	2267	8717	1787	3576	4982	1382	1467	2424	610	host	gene-NWMN_RS13165
gene-NWMN_RS00455	37	40	55	36	43	53	44	20	61	65	39	79	134	181	77	77	149	59	53	70	54	host	deoD
gene-NWMN_RS07285	127	65	74	83	88	50	101	47	71	46	44	31	34	61	7	30	30	16	29	20	15	host	gene-NWMN_RS07285
gene-NWMN_RS01410	28	24	30	26	31	24	32	18	24	24	14	22	13	35	9	25	7	10	14	14	9	host	gene-NWMN_RS01410
gene-NWMN_RS05855	5	2	23	12	8	12	6	7	11	7	1	15	2	7	10	14	8	10	11	2	5	host	gene-NWMN_RS05855
gene-NWMN_RS13670	41	29	42	28	46	32	46	37	32	23	27	16	15	20	5	11	10	4	12	11	0	host	gene-NWMN_RS13670
gene-NWMN_RS12940	439	521	635	565	698	562	563	599	563	607	699	365	270	528	192	217	194	187	235	155	121	host	fni
gene-NWMN_RS10395	77	41	107	84	42	99	98	59	95	79	56	64	48	47	55	75	22	61	113	27	44	host	gene-NWMN_RS10395
gene-NWMN_RS06305	314	219	552	423	1044	412	795	1948	486	495	2154	417	301	659	241	438	196	197	447	158	148	host	pyrE
gene-NWMN_RS14100	39	28	24	24	32	18	41	25	28	22	17	16	10	26	14	18	4	11	12	5	11	host	gene-NWMN_RS14100
gene-NWMN_RS14505	289	284	322	240	366	238	295	197	262	154	138	137	86	240	90	128	99	93	85	81	49	host	nsaR
gene-NWMN_RS04030	962	1032	837	874	939	683	826	736	800	719	742	464	350	743	195	306	281	195	240	217	114	host	pepT
gene-NWMN_RS09940	2143	3587	1888	2927	2319	1332	3560	1984	1505	1677	2640	1255	910	1378	746	470	900	901	1298	633	939	host	gene-NWMN_RS09940
gene-NWMN_RS12925	128	68	69	86	104	84	110	90	62	70	55	46	58	103	21	63	38	38	59	33	21	host	gene-NWMN_RS12925
gene-NWMN_RS00700	27	42	61	33	40	32	23	30	39	26	23	20	17	30	12	8	7	11	25	7	2	host	argJ
gene-NWMN_RS06925	83	90	53	67	81	60	65	50	65	39	51	34	24	56	19	32	14	14	26	22	9	host	gene-NWMN_RS06925
gene-NWMN_RS03735	200	271	160	173	253	161	184	177	137	195	134	121	105	334	77	133	99	65	88	73	30	host	gene-NWMN_RS03735
gene-NWMN_RS09215	1351	1064	1127	1193	1348	925	1439	1194	1051	781	942	563	420	1084	295	397	325	303	440	323	160	host	trmB
gene-NWMN_RS04025	466	494	735	601	711	565	588	555	517	394	402	320	211	436	191	312	237	183	250	234	129	host	gene-NWMN_RS04025
gene-NWMN_RS06625	410	234	730	536	496	524	552	491	592	330	389	267	190	281	164	260	166	169	248	197	99	host	rimP
gene-NWMN_RS10680	652	797	484	474	700	398	479	413	371	290	258	212	209	387	123	216	216	99	150	148	55	host	gene-NWMN_RS10680
gene-NWMN_RS13575	341	183	211	204	194	159	231	104	190	134	102	98	87	161	48	131	58	84	127	62	39	host	gene-NWMN_RS13575
gene-NWMN_RS11450	136	82	116	84	107	70	114	79	81	64	57	44	37	87	21	31	31	26	31	19	13	host	gene-NWMN_RS11450
gene-NWMN_RS14885	130	157	119	63	190	132	100	78	105	95	55	228	156	696	147	160	276	116	91	80	57	host	gene-NWMN_RS14885
gene-CPT_phageK_gp168	0	0	1	2	1	0	18	4	54	181	31	351	516	481	684	16982	1887	12176	54472	19629	17828	phage	gene-CPT_phageK_gp168
gene-NWMN_RS05975	12	12	20	13	21	16	21	19	18	8	10	5	1	10	3	9	5	10	5	8	6	host	gene-NWMN_RS05975
gene-NWMN_RS06600	1047	641	1094	995	1119	844	1197	1042	863	589	741	360	252	541	183	246	201	174	306	222	99	host	gene-NWMN_RS06600
gene-NWMN_RS11300	146	107	193	176	192	152	178	159	135	103	99	67	71	111	38	59	54	33	59	52	9	host	tsaE
gene-NWMN_RS08855	468	341	824	588	768	654	713	634	600	546	741	397	279	431	181	254	225	200	244	201	122	host	gene-NWMN_RS08855
gene-NWMN_RS12570	118	118	186	152	171	155	131	165	148	137	185	116	75	144	61	77	93	42	60	56	31	host	gene-NWMN_RS12570
gene-NWMN_RS08500	1264	1005	1721	1542	1525	1211	1638	1215	1306	1001	1144	878	511	819	431	559	460	414	632	414	281	host	greA
gene-CPT_phageK_gp134	1	2	0	1	9	8	212	76	809	3185	496	6923	7898	4711	13544	26514	15396	17286	18386	14146	7877	phage	gene-CPT_phageK_gp134
gene-NWMN_RS01440	18	14	25	15	17	18	10	15	16	16	15	12	12	15	12	8	4	8	20	9	8	host	gene-NWMN_RS01440
gene-NWMN_RS08890	392	358	409	349	483	359	482	362	385	418	379	276	267	857	167	231	232	135	163	140	79	host	gene-NWMN_RS08890
gene-NWMN_RS00205	147	127	95	82	133	74	105	89	84	52	51	48	30	63	18	60	28	24	53	34	11	host	gene-NWMN_RS00205
gene-NWMN_RS11910	423	231	960	549	630	567	773	504	544	441	539	400	278	453	192	268	282	139	217	225	108	host	gene-NWMN_RS11910
gene-NWMN_RS03865	1000	637	1571	1209	1275	1096	1667	1340	1248	951	1306	584	433	837	280	399	334	240	402	361	166	host	gene-NWMN_RS03865
gene-NWMN_RS00540	27	14	46	25	12	43	13	11	38	18	9	21	14	29	30	21	12	31	21	9	24	host	cap8B
gene-NWMN_RS05005	474	856	733	690	530	599	719	408	635	722	489	381	411	330	328	153	238	316	192	126	354	host	gene-NWMN_RS05005
gene-NWMN_RS00500	81	84	119	102	111	96	116	95	101	117	108	90	64	134	55	65	51	45	55	45	30	host	gene-NWMN_RS00500
gene-NWMN_RS04905	100	80	210	127	140	135	172	133	136	136	104	95	89	120	55	68	58	40	74	52	21	host	gene-NWMN_RS04905
gene-NWMN_RS02325	50	24	127	63	85	98	104	87	112	76	66	81	56	121	46	76	65	43	49	36	28	host	lpl10
gene-NWMN_RS11580	182	145	129	126	176	108	156	94	106	86	63	52	56	137	31	53	51	27	35	35	14	host	gene-NWMN_RS11580
gene-NWMN_RS09945	1102	1540	913	1112	1097	620	952	933	815	573	1008	334	224	322	147	161	119	159	170	175	100	host	gene-NWMN_RS09945
gene-NWMN_RS10960	6	0	19	12	9	16	7	5	16	14	8	10	9	4	9	8	3	5	13	1	6	host	gene-NWMN_RS10960
gene-NWMN_RS12970	3070	2584	2690	2776	3665	2598	3192	4121	3525	1605	3306	1398	539	1489	578	314	332	513	366	277	322	host	gene-NWMN_RS12970
gene-NWMN_RS06710	392	263	471	401	449	314	481	395	372	245	309	191	112	196	72	120	83	74	149	111	59	host	gene-NWMN_RS06710
gene-NWMN_RS12795	277	268	229	201	310	151	174	152	132	122	119	74	46	118	28	57	47	30	49	35	14	host	gene-NWMN_RS12795
gene-NWMN_RS13740	374	247	525	406	482	438	671	456	421	318	443	248	171	430	117	171	137	100	148	148	47	host	gene-NWMN_RS13740
gene-NWMN_RS14390	480	327	265	272	328	228	393	199	175	188	119	116	100	330	58	61	62	39	41	29	25	host	gene-NWMN_RS14390
gene-NWMN_RS15360	133	74	83	73	74	68	151	57	55	42	36	39	31	68	28	60	29	36	53	34	24	host	gene-NWMN_RS15360
gene-NWMN_RS07040	1939	1804	1145	1682	1644	967	2158	1245	1136	1570	1127	812	787	1130	445	524	485	393	594	348	201	host	gene-NWMN_RS07040_gene_rpmG
gene-NWMN_RS08665	435	236	749	485	525	496	613	522	531	375	464	309	161	327	176	236	184	150	280	196	122	host	gene-NWMN_RS08665
gene-NWMN_RS10845	8	6	8	6	7	5	15	4	3	4	4	7	4	6	3	7	4	5	2	1	0	host	gene-NWMN_RS10845
gene-NWMN_RS10880	10	8	19	15	14	15	15	7	16	7	8	12	7	6	7	10	3	6	9	4	11	host	gene-NWMN_RS10880
gene-NWMN_RS11855	176	132	148	137	182	120	243	296	124	86	82	79	56	136	41	59	51	27	47	45	18	host	gene-NWMN_RS11855
gene-NWMN_RS03360	4085	3116	1974	2310	2809	1886	2526	1653	1922	1525	966	1407	1116	2738	916	1424	1078	1054	1152	836	484	host	sarA
gene-NWMN_RS00195	32	17	13	11	24	7	25	19	4	8	8	5	4	11	5	8	5	7	3	9	4	host	gene-NWMN_RS00195
gene-NWMN_RS14175	146	94	138	84	94	79	133	77	100	50	49	48	28	59	27	53	20	22	64	36	15	host	gene-NWMN_RS14175
gene-CPT_phageK_gp232	0	0	0	0	2	3	70	16	163	588	61	1328	1218	1523	1821	2568	2070	1447	1150	1197	702	phage	gene-CPT_phageK_gp232
gene-NWMN_RS12945	231	215	282	199	315	245	247	235	247	220	236	177	93	229	69	68	90	71	94	66	40	host	corA
gene-NWMN_RS14540	169	193	154	167	223	151	183	173	116	90	100	67	67	106	41	68	58	50	68	43	28	host	gene-NWMN_RS14540
gene-NWMN_RS04850	25	21	21	18	26	15	7	16	9	9	9	8	8	19	4	7	7	2	8	8	0	host	gene-NWMN_RS04850
gene-NWMN_RS11595	108	104	137	96	149	142	77	77	88	108	62	112	61	160	48	47	34	38	46	28	14	host	gene-NWMN_RS11595
gene-NWMN_RS02315	13	4	27	10	16	35	17	12	21	16	16	31	17	39	17	14	22	11	15	8	5	host	lpl8
gene-NWMN_RS11880	616	252	427	460	218	340	334	142	356	262	127	313	148	251	213	190	140	251	164	97	162	host	gene-NWMN_RS11880
gene-NWMN_RS00020	965	828	1674	1144	1654	1369	1086	1178	1258	980	1189	928	531	942	411	463	523	349	384	363	232	host	recF
gene-NWMN_RS02935	13439	8349	22644	18773	16061	16544	16676	16496	17050	17002	20036	12266	8854	9454	7007	9614	7551	6634	10465	7218	4252	host	rpoB
gene-NWMN_RS10735	313	157	245	176	168	168	209	123	218	114	99	79	91	167	41	86	52	37	82	66	24	host	pmtB
gene-NWMN_RS05940	1769	1465	2433	2030	2200	1826	2276	1907	1966	1796	2138	1292	812	1401	529	629	602	463	657	467	305	host	pheT
gene-NWMN_RS13520	34	30	49	40	44	35	49	26	34	41	31	42	51	98	27	60	80	36	36	53	11	host	gene-NWMN_RS13520
gene-NWMN_RS08300	162	132	331	233	266	238	231	226	193	170	206	167	101	172	60	104	73	61	91	79	28	host	ybeY
gene-NWMN_RS14870	30	39	38	22	28	41	13	8	29	43	17	49	36	142	24	18	24	12	8	13	9	host	gene-NWMN_RS14870
gene-NWMN_RS04225	1731	1653	1105	1420	1345	908	1362	854	893	843	749	508	437	721	286	493	295	337	512	313	165	host	secG
gene-NWMN_RS01455	105	66	76	70	61	67	125	69	54	62	69	36	28	106	39	45	27	30	33	24	18	host	gene-NWMN_RS01455
gene-NWMN_RS13985	274	195	279	236	300	211	232	207	228	187	190	94	97	192	38	60	53	39	50	52	19	host	gene-NWMN_RS13985
gene-NWMN_RS03665	10	13	17	12	12	9	18	10	11	7	7	6	6	12	6	7	3	2	2	1	1	host	gene-NWMN_RS03665
gene-NWMN_RS07995	360	285	245	274	317	191	247	194	212	130	147	124	67	131	65	85	88	67	78	63	36	host	gene-NWMN_RS07995
gene-NWMN_RS05580	241	175	363	260	290	254	349	224	270	305	219	205	176	310	124	140	112	113	146	92	74	host	gene-NWMN_RS05580
gene-NWMN_RS02215	35	23	79	53	37	52	44	22	30	23	14	37	26	13	12	38	24	24	27	22	13	host	gene-NWMN_RS02215
gene-NWMN_RS14835	599	341	445	459	326	299	424	207	352	249	180	197	163	191	120	295	99	170	311	141	130	host	gene-NWMN_RS14835
gene-NWMN_RS11220	8802	7010	6506	4960	6806	5224	6870	5218	6681	4755	4449	4510	3026	7629	2337	2494	2512	1833	1577	1636	963	host	gene-NWMN_RS11220
gene-NWMN_RS00965	126	328	76	79	300	73	64	133	77	39	63	74	73	187	37	85	113	33	37	72	21	host	gene-NWMN_RS00965
gene-NWMN_RS05305	4752	2915	2245	2653	3215	1871	3023	2007	2374	1852	1446	1447	1136	2395	874	1400	939	990	1022	786	409	host	gene-NWMN_RS05305
gene-CPT_phageK_gp008	0	0	0	0	3	2	52	18	193	706	82	1481	1114	1265	1241	1104	1223	767	541	429	394	phage	gene-CPT_phageK_gp008
gene-NWMN_RS07695	1329	1052	999	1033	1414	773	1209	1087	991	604	708	496	341	607	209	330	235	237	316	269	125	host	gene-NWMN_RS07695
gene-NWMN_RS11445	427	399	507	430	508	374	499	453	404	295	348	234	140	343	136	190	154	108	165	125	67	host	gene-NWMN_RS11445
gene-NWMN_RS13325	1489	638	1160	1128	621	809	820	371	964	497	353	482	374	568	309	467	334	263	372	275	148	host	gene-NWMN_RS13325
gene-NWMN_RS06550	437	388	625	429	760	481	417	405	417	336	291	393	233	294	188	275	180	176	277	197	99	host	xerC
gene-NWMN_RS02955	14576	11125	20954	17075	16236	15213	14657	12516	13352	12953	12341	9022	5209	6526	3672	4091	3318	3273	5418	3166	2332	host	rpsG
gene-NWMN_RS05385	6822	5274	15433	10866	11520	11663	10671	7991	10197	11110	9309	9267	5432	5466	3998	3036	3416	2713	3259	2408	2093	host	gene-NWMN_RS05385
gene-NWMN_RS07235	25	58	44	42	77	40	29	34	31	37	26	62	28	29	21	15	22	18	13	16	23	host	trpB
gene-NWMN_RS07230	11	17	15	10	25	15	9	23	8	8	10	16	9	9	10	7	6	5	5	4	4	host	gene-NWMN_RS07230
gene-CPT_phageK_gp183	0	0	3	0	3	3	31	6	119	281	60	592	892	706	2501	29783	5040	18557	48903	29828	14093	phage	gene-CPT_phageK_gp183
gene-CPT_phageK_gp227	1	1	0	6	7	3	15	2	21	56	4	94	129	135	187	1129	227	770	4675	1277	2059	phage	gene-CPT_phageK_gp227
gene-NWMN_RS10950	7	5	7	10	4	9	9	7	14	6	6	9	1	6	1	7	1	5	7	1	4	host	gene-NWMN_RS10950
gene-NWMN_RS06675	2419	2725	3142	2628	3866	2340	2860	2561	2330	2019	2096	1570	915	2081	724	889	844	661	762	736	438	host	gene-NWMN_RS06675
gene-NWMN_RS07000	85	86	170	127	219	138	134	101	89	141	100	157	112	160	90	156	125	72	152	121	48	host	gene-NWMN_RS07000
gene-NWMN_RS01615	9	7	56	23	17	33	16	9	20	13	12	17	9	10	24	17	8	17	20	10	18	host	gene-NWMN_RS01615
gene-NWMN_RS04180	133	162	182	137	175	166	142	116	164	166	88	211	134	576	112	96	97	62	80	61	38	host	gene-NWMN_RS04180
gene-NWMN_RS05730	7	6	23	15	16	14	23	9	11	7	8	16	7	6	11	17	7	15	20	5	5	host	gene-NWMN_RS05730
gene-NWMN_RS01635	20	14	76	26	23	41	34	22	45	25	30	38	16	16	29	23	19	24	34	6	19	host	gene-NWMN_RS01635
gene-NWMN_RS00200	83	75	62	69	66	40	47	50	41	31	24	20	24	52	15	21	21	9	15	23	11	host	gene-NWMN_RS00200
gene-NWMN_RS00230	140	113	73	86	70	65	95	91	71	50	50	36	34	61	22	66	16	25	48	21	15	host	gene-NWMN_RS00230
gene-NWMN_RS05435	441	403	286	268	425	272	304	291	206	188	181	100	150	224	67	132	95	74	95	100	25	host	gene-NWMN_RS05435
gene-NWMN_RS09915	714	1345	638	834	928	580	629	755	669	651	1002	339	341	332	251	128	200	524	204	296	980	host	gene-NWMN_RS09915
gene-CPT_phageK_gp222	0	0	0	0	2	1	77	31	243	1018	163	2441	2220	2398	3111	4559	4174	2264	1997	2047	1153	phage	gene-CPT_phageK_gp222
gene-NWMN_RS11520	402	503	395	335	493	343	451	417	338	337	358	195	192	499	77	145	143	84	141	112	57	host	gene-NWMN_RS11520_gene_cls
gene-NWMN_RS11165	5	4	13	9	8	13	11	12	8	6	1	7	4	3	6	6	11	2	11	1	3	host	gene-NWMN_RS11165
gene-NWMN_RS02190	404	324	272	327	346	194	248	192	129	163	130	136	127	211	108	229	168	134	141	145	69	host	gene-NWMN_RS02190
gene-NWMN_RS03475	286	272	303	258	351	201	287	249	194	188	187	167	139	239	92	138	115	73	129	99	45	host	tagD
gene-NWMN_RS07250	2329	2293	2069	2203	3033	1697	2314	2044	1675	1075	1202	851	563	1638	455	623	527	459	582	494	200	host	femB
gene-NWMN_RS09725	248	239	425	302	395	342	345	327	310	316	349	185	156	297	116	160	114	85	171	123	50	host	hemE
gene-NWMN_RS01515	12	2	30	12	9	21	16	9	19	10	13	22	9	7	5	28	4	10	18	11	13	host	gene-NWMN_RS01515
gene-NWMN_RS01150	111	120	138	89	122	97	66	85	77	108	79	113	65	187	43	74	51	40	40	29	22	host	gene-NWMN_RS01150
gene-NWMN_RS01930	192	191	125	133	207	106	84	91	98	50	42	26	21	38	23	21	25	22	29	21	9	host	gene-NWMN_RS01930
gene-NWMN_RS09340	125	50	63	95	53	61	81	47	73	62	41	42	51	61	28	76	17	50	71	38	27	host	gene-NWMN_RS09340
gene-NWMN_RS07530	535	425	896	650	748	688	893	613	607	692	677	555	346	960	215	261	316	165	202	206	103	host	fakB2
gene-NWMN_RS10050	51	40	37	36	54	32	54	36	27	26	20	23	16	27	13	20	12	5	17	12	7	host	gene-NWMN_RS10050
gene-NWMN_RS05795	16	5	67	30	23	36	29	21	39	25	12	27	10	15	18	25	11	16	44	11	18	host	gene-NWMN_RS05795
gene-NWMN_RS14760	9	0	30	19	18	23	9	15	14	4	11	17	13	17	16	13	13	12	12	12	7	host	hisA
gene-NWMN_RS07915	212	185	361	222	378	265	275	245	242	178	224	142	101	164	94	111	118	99	106	81	43	host	scpB
gene-NWMN_RS08310	1148	982	1917	1452	2086	1547	1699	1633	1313	1354	1461	1088	833	1227	533	841	864	564	672	721	313	host	gene-NWMN_RS08310
gene-NWMN_RS13700	1192	2639	530	296	2159	536	328	424	588	1380	653	1639	1362	3642	773	1577	2254	673	789	977	300	host	gene-NWMN_RS13700
gene-NWMN_RS05270	241	122	231	408	423	349	225	313	259	150	182	191	251	228	140	153	152	76	90	72	53	host	purH
gene-NWMN_RS06480	355	199	370	392	338	293	473	508	342	221	383	161	88	173	84	86	67	81	110	93	38	host	rimM
gene-NWMN_RS06870	7	2	3	1	6	1	8	2	5	9	5	3	1	5	1	6	2	4	5	4	2	host	gene-NWMN_RS06870
gene-NWMN_RS06930	77	91	56	59	89	42	75	57	52	37	49	27	19	63	20	31	28	10	17	24	7	host	gene-NWMN_RS06930
gene-CPT_phageK_gp057	0	0	0	1	3	1	88	11	216	470	82	1061	691	758	662	607	608	436	350	248	254	phage	gene-CPT_phageK_gp057
gene-NWMN_RS09680	843	1326	778	1008	904	698	821	613	788	2106	859	460	391	560	264	232	297	241	223	227	233	host	gene-NWMN_RS09680
gene-NWMN_RS04885	1464	1058	2067	1770	1949	1382	1895	1390	1260	1035	1222	750	530	643	280	460	420	281	406	460	154	host	pepF
gene-NWMN_RS13020	17	17	24	18	24	26	20	21	16	11	14	15	7	8	11	17	10	11	21	10	6	host	gene-NWMN_RS13020
gene-NWMN_RS06335	160	146	310	229	290	302	272	191	222	187	187	115	119	176	87	107	109	67	102	96	45	host	coaBC
gene-NWMN_RS10280	11	6	66	28	21	38	23	11	34	23	15	38	19	11	24	42	15	25	46	16	15	host	gene-NWMN_RS10280
gene-NWMN_RS11635	1671	1211	2886	2245	1895	1948	2281	1514	1904	2166	2157	1413	1190	1404	663	860	761	545	726	610	366	host	atpE
