Geneid	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	30_R1	30_R2	30_R3	Entity	Symbol
gene-Saur515_RS08670	170	155	198	44	19	46	51	46	21	host	gene-Saur515_RS08670
gene-Saur515_RS09685	372	403	410	129	95	206	149	99	61	host	gene-Saur515_RS09685
gene-Saur515_RS05280	1218	1216	1712	497	421	868	819	559	391	host	trxA
gene-Saur515_RS10550	1943	2148	2122	405	366	596	737	379	245	host	recU
gene-Saur515_RS08775	1367	1493	1533	493	498	769	658	262	251	host	parC
gene-Saur515_RS05865	10429	11541	11656	2584	2065	3816	4090	2709	1568	host	tsf
gene-Saur515_RS01040	686	787	868	232	183	334	265	248	162	host	gene-Saur515_RS01040
gene-Saur515_RS14135	26	26	36	18	38	30	34	14	11	host	gene-Saur515_RS14135
gene-Saur515_RS06445	981	1086	1209	237	204	299	303	226	126	host	gene-Saur515_RS06445
gene-Saur515_RS03635	576	545	596	189	133	226	192	165	102	host	gene-Saur515_RS03635
gene-Saur515_RS03050	1986	2176	2182	557	458	774	674	435	226	host	sdpC
gene-Saur515_RS10130	1423	1478	1466	472	469	623	865	634	395	host	gene-Saur515_RS10130
gene-Saur515_RS08485	2072	2013	2197	513	551	814	616	314	243	host	sucB
gene-Saur515_RS07435	39	42	46	14	10	30	31	17	6	host	gene-Saur515_RS07435
gene-Saur515_RS06580	259	288	340	94	70	127	101	103	47	host	gene-Saur515_RS06580
gene-Saur515_RS05105	899	890	936	222	183	341	306	194	145	host	gene-Saur515_RS05105
gene-Saur515_RS03100	1757	1684	2054	564	464	940	745	733	354	host	gene-Saur515_RS03100
gene-Saur515_RS04175	1978	2176	3245	400	349	785	707	472	341	host	gene-Saur515_RS04175
gene-Saur515_RS02390	771	846	856	209	200	369	343	258	124	host	gene-Saur515_RS02390
gene-Saur515_RS09170	1387	1533	1673	633	515	948	872	609	429	host	gene-Saur515_RS09170
gene-Saur515_RS04785	515	639	643	141	93	194	154	172	105	host	gene-Saur515_RS04785
gene-Saur515_RS01355	1426	1607	2197	343	248	493	507	348	249	host	gene-Saur515_RS01355
gene-Saur515_RS05950	3980	4670	4622	1029	944	1586	1790	969	588	host	pnp
gene-Saur515_RS00960	39	45	57	18	20	29	28	24	15	host	cstB
gene-Saur515_RS03075	91	99	100	21	23	40	41	28	17	host	hutI
gene-Saur515_RS12960	84	90	87	20	22	34	33	31	14	host	gene-Saur515_RS12960
gene-Saur515_RS03975	35	31	44	10	9	15	7	5	3	host	gene-Saur515_RS03975
gene-Saur515_RS03160	1085	1081	1282	229	152	313	262	183	93	host	sdpB
gene-phage515_00001	1558	1629	1668	1869	1376	2383	1507	1508	904	phage	gene-phage515_00001
gene-phage515_00104	657	784	618	3389	4136	5429	225640	67117	85164	phage	tsp
gene-Saur515_RS12665	24	25	25	3	6	4	10	5	0	host	gene-Saur515_RS12665
gene-Saur515_RS12520	280	329	380	72	53	99	79	62	54	host	tsaE
gene-Saur515_RS04675	235	156	228	88	80	182	154	145	74	host	pfkB
gene-Saur515_RS09890	107	116	136	35	24	52	64	58	23	host	gene-Saur515_RS09890
gene-Saur515_RS05925	3007	3277	3148	883	914	1250	1184	375	515	host	infB
gene-Saur515_RS08360	1652	1864	1903	458	364	633	702	441	243	host	gene-Saur515_RS08360
gene-Saur515_RS03230	340	384	382	123	125	157	186	152	93	host	nhaC
gene-Saur515_RS04210	14	13	9	4	2	5	8	1	7	host	gene-Saur515_RS04210
gene-Saur515_RS14145	42	48	55	25	38	26	45	15	11	host	gene-Saur515_RS14145
gene-Saur515_RS08660	76	102	91	36	22	47	46	46	17	host	gene-Saur515_RS08660
gene-Saur515_RS10445	3636	4263	4117	713	676	1155	1175	706	364	host	gene-Saur515_RS10445
gene-Saur515_RS13495	125	116	124	76	75	104	225	93	72	host	gene-Saur515_RS13495
gene-Saur515_RS06240	54	50	58	20	10	15	15	13	12	host	gene-Saur515_RS06240
gene-Saur515_RS14060	68	84	96	55	48	79	114	87	55	host	gene-Saur515_RS14060
gene-phage515_00201	1992	2308	2030	4168	4068	5900	6319	4394	3159	phage	mbpO
gene-Saur515_RS13175	1384	1535	1528	457	370	631	510	344	234	host	gene-Saur515_RS13175
gene-Saur515_RS00430	193	244	224	49	48	72	75	58	29	host	gene-Saur515_RS00430
gene-Saur515_RS13545	164	124	147	75	87	107	178	99	68	host	gene-Saur515_RS13545
gene-Saur515_RS06605	1849	2040	2110	568	533	781	729	404	281	host	accC
gene-Saur515_RS01180	255	245	274	77	84	150	152	125	82	host	rlmH
gene-phage515_00187	4903	5390	4975	11419	11006	16377	9770	7840	5512	phage	gene-phage515_00187
gene-Saur515_RS13085	23	24	37	8	1	9	10	9	3	host	gene-Saur515_RS13085
gene-Saur515_RS06220	41	50	44	26	22	26	28	12	14	host	pxpA
gene-Saur515_RS09750	628	687	788	319	276	499	366	350	198	host	gene-Saur515_RS09750
gene-Saur515_RS08330	716	656	823	197	140	272	191	200	116	host	gene-Saur515_RS08330
gene-Saur515_RS03915	828	963	1009	167	169	218	414	286	157	host	gene-Saur515_RS03915
gene-phage515_00155	1338	1405	1069	16995	21129	26212	45840	22196	22604	phage	rec.2
gene-Saur515_RS04305	5657	5843	7111	1580	1138	2668	2085	1681	844	host	clpP
gene-Saur515_RS01835	1012	1006	1137	287	430	745	579	492	341	host	nrdD
gene-phage515_00144	849	881	904	1779	1500	2769	12341	11899	6567	phage	trf
gene-Saur515_RS08815	417	474	447	135	142	216	189	91	81	host	sbcC
gene-Saur515_RS01050	898	909	967	294	279	486	473	381	224	host	gene-Saur515_RS01050
gene-Saur515_RS05965	441	477	481	117	109	208	176	124	120	host	gene-Saur515_RS05965
gene-phage515_00125	169	228	128	4210	5095	6831	11477	6350	6355	phage	gene-phage515_00125
gene-Saur515_RS00860	139	132	164	48	66	80	103	101	42	host	norC
gene-Saur515_RS13855	193	162	182	140	164	200	308	116	156	host	gene-Saur515_RS13855
gene-Saur515_RS09220	40606	50545	48549	12538	10838	19018	16969	11547	6775	host	fdaB
gene-Saur515_RS05960	1655	1777	1843	496	484	837	682	520	333	host	gene-Saur515_RS05960
gene-Saur515_RS02905	287	331	347	107	90	167	150	102	64	host	hssS
gene-Saur515_RS10385	749	745	804	178	181	283	168	111	84	host	gene-Saur515_RS10385
gene-Saur515_RS00910	120	115	129	30	20	42	45	34	17	host	gene-Saur515_RS00910
gene-phage515_00033	594	725	639	1565	1616	2234	7155	4115	2770	phage	gene-phage515_00033
gene-Saur515_RS01300	3298	3554	3623	744	730	1224	1281	821	494	host	dnaN
gene-Saur515_RS08530	283	229	310	95	77	134	117	112	67	host	gene-Saur515_RS08530
gene-Saur515_RS11305	1176	1312	1255	293	253	430	387	230	156	host	recJ
gene-Saur515_RS13340	97	138	124	39	23	37	59	41	25	host	gene-Saur515_RS13340
gene-Saur515_RS07370	308	337	315	96	78	125	66	50	31	host	gene-Saur515_RS07370
gene-Saur515_RS09055	434	476	506	130	152	224	223	296	154	host	gene-Saur515_RS09055
gene-Saur515_RS10645	285	321	357	106	98	159	133	91	70	host	gene-Saur515_RS10645
gene-Saur515_RS10755	465	579	535	141	130	204	199	73	82	host	gene-Saur515_RS10755
gene-Saur515_RS10055	98	89	112	21	17	28	25	19	14	host	gene-Saur515_RS10055
gene-Saur515_RS07405	25	26	29	9	8	8	16	10	5	host	gene-Saur515_RS07405
gene-Saur515_RS13440	176	183	276	53	57	116	73	97	61	host	gene-Saur515_RS13440
gene-Saur515_RS03380	273	359	350	99	91	180	130	59	55	host	moaD
gene-Saur515_RS10835	219	217	241	85	70	108	99	76	31	host	gene-Saur515_RS10835
gene-Saur515_RS08665	111	117	167	63	44	92	121	115	60	host	gene-Saur515_RS08665
gene-Saur515_RS06350	424	547	542	135	136	187	206	113	90	host	gene-Saur515_RS06350
gene-Saur515_RS01510	42	60	53	31	34	42	17	10	12	host	gene-Saur515_RS01510
gene-Saur515_RS13060	0	2	2	3	1	1	4	0	1	host	gene-Saur515_RS13060
gene-Saur515_RS04090	336	398	358	201	177	251	205	247	122	host	gene-Saur515_RS04090
gene-Saur515_RS06575	539	643	705	117	114	193	263	236	98	host	gene-Saur515_RS06575
gene-Saur515_RS02700	153	162	180	29	30	56	41	39	17	host	gene-Saur515_RS02700
gene-Saur515_RS06635	605	524	632	137	159	288	305	235	116	host	argR
gene-phage515_00183	6110	6528	6015	10585	9821	14274	9091	7770	5181	phage	gene-phage515_00183
gene-Saur515_RS03240	2032	2677	2530	390	361	463	794	304	198	host	gene-Saur515_RS03240
gene-phage515_00179	2539	3094	2449	6924	6954	10510	14488	9944	6855	phage	gene-phage515_00179
gene-Saur515_RS11280	715	688	681	256	261	384	344	207	141	host	ruvB
gene-Saur515_RS05220	32	55	58	8	13	17	15	4	11	host	isdF
gene-Saur515_RS13865	98	78	111	74	72	99	206	62	70	host	gene-Saur515_RS13865
gene-Saur515_RS08825	439	395	634	139	85	229	170	141	68	host	gene-Saur515_RS08825
gene-Saur515_RS06975	2	2	3	3	0	0	1	0	2	host	gene-Saur515_RS06975
gene-Saur515_RS02580	53	51	48	19	12	23	15	21	12	host	gene-Saur515_RS02580
gene-Saur515_RS14235	25	23	14	3	4	9	6	5	3	host	gene-Saur515_RS14235
gene-Saur515_RS05995	558	553	592	140	134	232	203	145	84	host	pgsA
gene-phage515_00107	5412	6788	6174	4526	4334	6438	5202	5304	3280	phage	gene-phage515_00107
gene-Saur515_RS12925	2	1	3	2	1	0	1	0	0	host	gene-Saur515_RS12925
gene-Saur515_RS02615	16	12	6	2	6	5	5	7	0	host	gene-Saur515_RS02615
gene-Saur515_RS07265	26	34	29	4	4	4	7	1	1	host	gene-Saur515_RS07265
gene-Saur515_RS05755	1938	2206	2137	673	527	897	789	496	381	host	ffh
gene-Saur515_RS03125	380	377	430	93	72	111	125	124	53	host	gene-Saur515_RS03125
gene-Saur515_RS06110	1194	1450	1343	430	378	618	648	387	274	host	gene-Saur515_RS06110
gene-Saur515_RS02695	102	100	114	14	13	26	11	16	9	host	gene-Saur515_RS02695
gene-Saur515_RS06640	2090	1970	2157	581	600	977	910	610	415	host	recN
gene-Saur515_RS14310	203	164	186	103	103	149	256	153	106	host	gene-Saur515_RS14310
gene-Saur515_RS13040	8085	7115	10053	5608	3934	9395	11028	9617	5258	host	spxA
gene-Saur515_RS11850	384	470	497	106	87	143	149	89	68	host	gene-Saur515_RS11850
gene-Saur515_RS03135	384	403	503	70	91	138	159	139	52	host	gene-Saur515_RS03135
gene-Saur515_RS07585	35	43	48	7	10	7	15	11	6	host	gene-Saur515_RS07585
gene-Saur515_RS05825	1187	1243	1250	446	357	540	599	315	209	host	trmFO
gene-Saur515_RS10640	224	263	282	87	78	133	92	70	55	host	gene-Saur515_RS10640
gene-Saur515_RS08125	683	848	710	238	220	205	273	115	101	host	purF
gene-Saur515_RS11970	3023	3223	3393	806	895	1395	1236	995	592	host	glmU
gene-Saur515_RS07465	37	34	53	10	5	16	19	17	6	host	gene-Saur515_RS07465
gene-Saur515_RS07565	1591	1382	1940	794	501	1144	867	1718	728	host	gene-Saur515_RS07565
gene-phage515_00214	454	509	436	577	522	835	509	464	282	phage	gene-phage515_00214
gene-Saur515_RS11835	274	400	327	68	89	123	92	56	44	host	gene-Saur515_RS11835
gene-Saur515_RS00495	218	264	251	91	117	179	84	64	27	host	gene-Saur515_RS00495
gene-Saur515_RS00940	119	141	158	42	23	61	43	52	25	host	gene-Saur515_RS00940
gene-Saur515_RS03890	391	505	438	230	266	433	178	116	74	host	gene-Saur515_RS03890
gene-Saur515_RS13125	304	348	382	88	85	113	135	76	49	host	gene-Saur515_RS13125
gene-Saur515_RS10090	1059	1250	1144	422	349	537	493	467	260	host	gene-Saur515_RS10090
gene-Saur515_RS05005	835	730	946	231	180	379	371	329	182	host	gene-Saur515_RS05005
gene-Saur515_RS13345	148	188	145	38	29	53	74	43	25	host	gene-Saur515_RS13345
gene-Saur515_RS10860	1623	1812	1773	444	373	700	541	380	231	host	murT
gene-Saur515_RS13770	3014	3381	3135	702	782	1202	1543	486	586	host	gene-Saur515_RS13770
gene-Saur515_RS09625	168	174	189	24	26	47	34	16	19	host	gene-Saur515_RS09625
gene-Saur515_RS12655	601	669	680	149	148	205	236	157	88	host	pmtA
gene-Saur515_RS11025	1771	1633	2244	741	509	1227	1250	996	685	host	perR
gene-Saur515_RS05605	316	294	370	134	90	190	137	111	77	host	gene-Saur515_RS05605
gene-Saur515_RS10800	652	782	841	167	149	266	295	173	106	host	putP
gene-Saur515_RS12325	7	9	9	1	2	7	7	4	2	host	gene-Saur515_RS12325
gene-Saur515_RS02460	160	193	208	113	139	250	219	195	111	host	gene-Saur515_RS02460
gene-Saur515_RS11920	2870	3079	3054	892	828	1346	1210	769	451	host	metG
gene-Saur515_RS05700	3886	4153	4093	1222	1105	1853	1579	1063	655	host	fakA
gene-Saur515_RS05785	267	299	279	79	84	113	78	49	34	host	ylqF
gene-Saur515_RS14020	727	805	829	198	143	327	276	272	119	host	gene-Saur515_RS14020
gene-Saur515_RS07950	28	21	46	6	7	14	18	11	7	host	gene-Saur515_RS07950
gene-Saur515_RS10215	1638	1958	2007	421	405	601	503	388	197	host	folE2
gene-Saur515_RS00670	17	15	19	4	7	6	7	5	4	host	gene-Saur515_RS00670_gene_phnE
gene-Saur515_RS01745	3150	3240	3366	539	399	685	913	261	248	host	clfB
gene-Saur515_RS10615	3093	2908	3506	1591	1973	3502	3075	2745	1558	host	gene-Saur515_RS10615
gene-Saur515_RS06150	1452	1507	1459	434	380	671	581	377	284	host	gene-Saur515_RS06150
gene-Saur515_RS05575	1201	1366	1267	1245	904	1123	1004	454	500	host	gene-Saur515_RS05575
gene-Saur515_RS11985	397	475	497	123	82	198	105	106	75	host	pth
gene-Saur515_RS00180	7	6	5	3	5	2	5	3	2	host	gene-Saur515_RS00180
gene-Saur515_RS09270	221	209	259	36	38	55	63	55	20	host	gene-Saur515_RS09270
gene-Saur515_RS03735	21	32	22	9	6	5	5	8	0	host	gene-Saur515_RS03735
gene-Saur515_RS05760	648	692	1042	280	187	370	587	247	213	host	rpsP
gene-Saur515_RS12725	9	6	13	4	4	3	13	5	0	host	gene-Saur515_RS12725
gene-Saur515_RS02145	209	250	256	78	67	144	150	73	58	host	copZ
gene-Saur515_RS08595	1400	1468	1655	444	342	626	578	529	212	host	cvfB
gene-Saur515_RS05195	69	71	70	19	12	29	45	24	9	host	isdB
gene-Saur515_RS05750	417	396	382	109	103	169	123	81	69	host	gene-Saur515_RS05750
gene-Saur515_RS06435	292	317	319	95	84	108	112	55	50	host	gene-Saur515_RS06435
gene-Saur515_RS09045	765	747	920	222	210	341	373	315	175	host	gene-Saur515_RS09045
gene-Saur515_RS00070	268	313	325	61	54	86	86	58	38	host	gene-Saur515_RS00070
gene-Saur515_RS08100	725	873	933	418	359	600	316	324	201	host	purK
gene-Saur515_RS05520	575	634	637	152	109	177	219	144	68	host	gene-Saur515_RS05520
gene-Saur515_RS01045	991	1094	1140	328	350	579	471	403	237	host	gene-Saur515_RS01045
gene-Saur515_RS06380	704	772	819	240	231	409	373	357	208	host	gene-Saur515_RS06380
gene-phage515_00141	630	625	452	6574	8416	11817	30671	17443	13900	phage	gene-phage515_00141
gene-Saur515_RS11245	654	715	795	202	187	293	301	194	144	host	mreD
gene-Saur515_RS12310	189	221	187	71	62	130	71	64	41	host	gene-Saur515_RS12310
gene-Saur515_RS04980	741	721	790	206	155	284	267	242	100	host	tarB
gene-Saur515_RS06360	612	835	938	220	285	374	434	192	305	host	rpsU
gene-Saur515_RS05685	596	630	642	183	175	336	252	224	118	host	gene-Saur515_RS05685
gene-Saur515_RS01955	426	416	457	120	99	143	115	91	46	host	panD
gene-Saur515_RS08740	1049	1210	1303	275	235	356	305	229	159	host	gene-Saur515_RS08740
gene-Saur515_RS10885	1397	1420	1561	188	110	312	373	238	115	host	map
gene-Saur515_RS06365	3526	3676	4097	837	757	1431	1922	1502	793	host	gene-Saur515_RS06365
gene-phage515_00172	8751	10394	8927	29564	34613	44658	38497	37684	22246	phage	gene-phage515_00172
gene-Saur515_RS04780	858	970	1131	330	253	454	430	470	247	host	gene-Saur515_RS04780
gene-Saur515_RS13520	384	380	425	214	252	316	590	245	257	host	gene-Saur515_RS13520
gene-phage515_00130	4390	4565	4426	10089	10653	14558	10832	7661	6091	phage	rncA
gene-Saur515_RS10075	77	73	82	13	13	21	24	20	18	host	hypR
gene-Saur515_RS13780	108	130	96	12	13	25	26	9	10	host	gene-Saur515_RS13780
gene-Saur515_RS04760	2386	2363	2771	877	668	1300	824	1059	475	host	gene-Saur515_RS04760
gene-Saur515_RS01585	31	36	39	7	9	11	17	9	6	host	gene-Saur515_RS01585
gene-phage515_00056	1591	1710	1338	6812	7307	10460	19199	14387	9122	phage	mbpB
gene-Saur515_RS04280	15878	16141	16958	6547	6042	10723	8362	6079	3946	host	gene-Saur515_RS04280
gene-Saur515_RS05535	3452	4042	3827	1193	1072	1653	1334	807	570	host	ileS
gene-Saur515_RS02515	865	1005	1183	257	199	378	374	400	195	host	gene-Saur515_RS02515
gene-Saur515_RS06845	799	890	1015	288	194	376	515	314	193	host	gene-Saur515_RS06845
gene-Saur515_RS09100	138	172	205	106	128	152	224	266	124	host	gene-Saur515_RS09100
gene-Saur515_RS01105	141	156	158	32	38	74	87	52	30	host	gene-Saur515_RS01105
gene-Saur515_RS00330	24	22	21	2	6	8	7	5	5	host	gene-Saur515_RS00330
gene-Saur515_RS13295	123	142	144	31	24	49	42	47	17	host	gene-Saur515_RS13295
gene-phage515_00131	1926	1947	1907	5286	5588	7487	4973	3030	2960	phage	gene-phage515_00131
gene-Saur515_RS09945	2439	2110	2782	667	623	1426	1635	1396	659	host	gene-Saur515_RS09945
gene-Saur515_RS05720	3293	3597	3478	1257	1222	2088	1742	1162	792	host	fabD
gene-Saur515_RS01675	1152	1318	1248	339	312	509	411	260	182	host	gene-Saur515_RS01675
gene-Saur515_RS06735	96	96	115	37	37	69	41	35	16	host	gene-Saur515_RS06735
gene-Saur515_RS14250	3	6	10	1	3	0	2	5	1	host	gene-Saur515_RS14250
gene-Saur515_RS04065	297	305	363	86	100	147	139	105	72	host	gene-Saur515_RS04065
gene-Saur515_RS07485	698	891	842	185	163	230	238	142	87	host	xpt
gene-Saur515_RS05850	556	589	660	125	91	203	233	129	71	host	gene-Saur515_RS05850
gene-Saur515_RS13785	116	133	131	13	20	40	42	13	8	host	gene-Saur515_RS13785
gene-phage515_00051	3194	3440	2997	14358	14565	23460	50796	51081	27349	phage	gene-phage515_00051
gene-Saur515_RS13135	123	133	133	34	26	50	51	24	28	host	gene-Saur515_RS13135
gene-Saur515_RS07570	8	3	6	1	0	1	1	1	1	host	gene-Saur515_RS07570
gene-Saur515_RS04225	170	161	172	53	41	58	55	65	35	host	gene-Saur515_RS04225
gene-Saur515_RS08270	203	223	232	58	63	62	74	36	36	host	gene-Saur515_RS08270
gene-Saur515_RS01125	5	7	5	0	1	3	2	2	4	host	gene-Saur515_RS01125
gene-Saur515_RS06045	614	691	716	210	206	311	271	194	136	host	gene-Saur515_RS06045
gene-phage515_00203	4220	4900	4266	12003	12529	16760	13429	10635	7132	phage	rpp
gene-Saur515_RS05380	77	81	108	37	21	80	49	34	33	host	gene-Saur515_RS05380
gene-Saur515_RS00775	22	27	30	11	10	11	10	6	6	host	sbnF
gene-Saur515_RS11225	27	31	35	18	11	21	22	22	16	host	gene-Saur515_RS11225
gene-Saur515_RS01640	35	48	32	14	9	29	14	10	9	host	asp3
gene-Saur515_RS02745	4042	3882	4264	2139	1896	3032	988	694	551	host	narJ
gene-Saur515_RS12435	362	306	573	165	151	316	384	391	283	host	ygs
gene-Saur515_RS09125	749	632	851	248	264	386	392	536	231	host	gene-Saur515_RS09125
gene-Saur515_RS12210	1940	2053	2405	717	525	1131	897	1033	475	host	gene-Saur515_RS12210
gene-Saur515_RS12440	185	180	224	37	32	47	48	44	21	host	gene-Saur515_RS12440
gene-Saur515_RS08460	13	14	14	4	0	7	4	3	2	host	gene-Saur515_RS08460
gene-phage515_00156	444	487	336	6457	7649	9739	25303	7982	8159	phage	gene-phage515_00156
gene-Saur515_RS12965	189	136	159	30	29	64	59	37	23	host	gene-Saur515_RS12965
gene-Saur515_RS11935	435	497	479	156	146	237	173	107	74	host	rsmA
gene-Saur515_RS09385	29	36	41	11	10	20	12	13	12	host	thiM
gene-Saur515_RS08035	2194	2280	2207	931	965	1458	1717	827	635	host	atl
gene-Saur515_RS06505	884	971	1005	287	242	409	349	236	152	host	gene-Saur515_RS06505
gene-Saur515_RS11165	1299	1427	1426	437	374	680	498	321	194	host	hemC
gene-Saur515_RS01195	1053	1013	1109	343	247	496	425	247	165	host	yycI
gene-Saur515_RS07065	28	32	27	11	8	16	14	17	3	host	gene-Saur515_RS07065
gene-Saur515_RS04655	741	844	801	319	339	479	413	394	200	host	gene-Saur515_RS04655
gene-Saur515_RS04875	410	447	478	110	121	201	164	135	82	host	graS
gene-Saur515_RS09695	295	335	345	67	64	82	115	84	50	host	gene-Saur515_RS09695
gene-Saur515_RS03955	118	119	162	21	20	42	42	36	21	host	gene-Saur515_RS03955
gene-Saur515_RS07380	0	4	1	0	0	1	0	1	0	host	gene-Saur515_RS07380
gene-Saur515_RS00550	54	57	62	9	14	31	23	20	13	host	capN
gene-Saur515_RS12945	1929	2175	2354	413	380	602	610	457	249	host	gene-Saur515_RS12945
gene-Saur515_RS03470	776	910	908	276	230	356	319	163	136	host	gene-Saur515_RS03470
gene-Saur515_RS03845	3839	3971	4082	1254	1225	1991	1637	1237	684	host	mnhA1
gene-Saur515_RS11555	3092	3215	3473	633	712	1277	952	739	411	host	gene-Saur515_RS11555_gene_ptsG
gene-Saur515_RS06345	1678	1953	1851	448	439	670	640	325	271	host	prmA
gene-Saur515_RS10100	810	887	919	270	217	406	321	344	180	host	mvk
gene-Saur515_RS05910	1416	1432	1422	371	379	515	547	153	210	host	nusA
gene-Saur515_RS01145	3270	3161	3441	609	560	980	1417	842	546	host	gene-Saur515_RS01145_gene_mecA
gene-phage515_00149	2242	2421	2057	11833	13037	16991	15092	5961	7366	phage	polA.3
gene-Saur515_RS12750	23	30	32	12	13	18	45	25	9	host	gene-Saur515_RS12750
gene-Saur515_RS13995	465	382	425	267	250	333	732	263	305	host	gene-Saur515_RS13995
gene-Saur515_RS11410	200	185	242	58	31	98	70	74	29	host	gene-Saur515_RS11410
gene-Saur515_RS02750	4810	4750	5257	2509	2361	3631	1243	888	701	host	narI
gene-Saur515_RS09995	1259	1343	1295	422	383	560	557	275	214	host	accD
gene-Saur515_RS11055	257	274	305	81	64	112	96	109	64	host	gene-Saur515_RS11055
gene-Saur515_RS06970	24	13	37	5	3	14	10	14	2	host	gene-Saur515_RS06970
gene-Saur515_RS09340	0	2	1	1	3	3	1	0	0	host	gene-Saur515_RS09340
gene-Saur515_RS06895	3	2	3	2	1	3	1	0	1	host	gene-Saur515_RS06895
gene-Saur515_RS04080	205	233	212	97	119	156	163	143	82	host	gene-Saur515_RS04080
gene-Saur515_RS04635	794	897	852	300	315	579	604	380	250	host	gene-Saur515_RS04635
gene-Saur515_RS14280	641	723	736	235	261	386	349	245	160	host	gene-Saur515_RS14280
gene-Saur515_RS08535	463	462	569	165	127	245	216	241	141	host	msaA
gene-Saur515_RS05190	17	32	18	8	3	5	5	2	4	host	gene-Saur515_RS05190
gene-Saur515_RS02340	8	15	10	5	8	10	6	2	2	host	cntK
gene-Saur515_RS02015	19	31	32	7	7	10	8	7	8	host	gene-Saur515_RS02015
gene-Saur515_RS14335	311	261	291	216	207	260	512	204	201	host	gene-Saur515_RS14335
gene-Saur515_RS02525	787	959	974	202	176	257	384	195	124	host	gene-Saur515_RS02525
gene-Saur515_RS05590	525	743	532	136	146	150	213	73	83	host	pyrF
gene-Saur515_RS10625	488	519	569	163	175	298	262	119	119	host	ebh
gene-Saur515_RS02910	98	103	131	45	21	41	43	29	16	host	hssR
gene-Saur515_RS01320	573	658	666	197	170	277	242	141	100	host	mnmE
gene-phage515_00213	540	608	520	605	479	792	374	458	222	phage	gene-phage515_00213
gene-Saur515_RS10460	86	143	128	18	26	35	35	18	10	host	gene-Saur515_RS10460
gene-Saur515_RS11680	22	30	24	5	8	14	8	6	6	host	esxB
gene-Saur515_RS09265	510	538	535	102	100	153	166	118	77	host	gene-Saur515_RS09265
gene-Saur515_RS12735	261	309	312	118	145	151	433	309	246	host	pepG1
gene-Saur515_RS01335	939	955	1003	246	208	338	376	219	121	host	noc
gene-Saur515_RS04055	483	554	547	115	113	158	190	116	85	host	gene-Saur515_RS04055
gene-Saur515_RS08505	431	418	476	92	100	141	154	102	58	host	gene-Saur515_RS08505
gene-Saur515_RS08690	72	68	84	13	17	24	13	11	4	host	trpB
gene-Saur515_RS07430	11	8	9	7	6	6	5	9	5	host	gene-Saur515_RS07430
gene-Saur515_RS12775	8	8	6	4	2	4	7	3	1	host	gene-Saur515_RS12775
gene-Saur515_RS03120	80	83	92	16	13	12	28	18	13	host	gene-Saur515_RS03120
gene-Saur515_RS12415	337	407	376	85	122	124	223	149	121	host	gene-Saur515_RS12415
gene-Saur515_RS01210	1237	1333	1375	336	314	512	456	381	184	host	yycF
gene-phage515_00110	190	201	180	1152	1605	2033	35646	17854	14885	phage	gene-phage515_00110
gene-Saur515_RS11065	1055	1098	1122	340	319	489	482	269	210	host	mutM
gene-Saur515_RS02565	8	15	13	2	2	2	1	3	2	host	bioD
gene-Saur515_RS00405	85	79	78	8	14	21	26	16	5	host	murQ
gene-Saur515_RS01665	678	557	708	183	122	288	264	253	115	host	gene-Saur515_RS01665
gene-Saur515_RS12755	22	33	35	18	17	22	34	31	12	host	gene-Saur515_RS12755
gene-Saur515_RS03265	122	120	137	29	23	42	38	31	14	host	gene-Saur515_RS03265
gene-phage515_00228	378	431	572	991	682	1563	1688	1615	894	phage	treM
gene-Saur515_RS02270	96	134	113	17	22	30	48	23	17	host	gene-Saur515_RS02270
gene-Saur515_RS10370	901	998	1025	187	163	267	249	188	125	host	secE
gene-Saur515_RS09860	1617	1869	1832	497	564	842	966	576	300	host	nagE
gene-Saur515_RS06515	24	43	36	8	8	10	16	12	8	host	comGA
gene-Saur515_RS03695	874	528	914	346	300	641	654	342	219	host	gene-Saur515_RS03695_gene_budA
gene-Saur515_RS10590	381	537	449	79	80	134	132	61	57	host	gene-Saur515_RS10590
gene-Saur515_RS07310	90	96	90	25	23	39	31	21	14	host	lpl9
gene-Saur515_RS05385	17	17	11	5	6	5	11	5	8	host	gene-Saur515_RS05385
gene-Saur515_RS05160	492	574	620	111	101	161	112	108	67	host	gene-Saur515_RS05160
gene-phage515_00159	109	115	97	494	626	781	20089	5678	6191	phage	tmpH_1
gene-Saur515_RS09590	219	227	235	63	53	104	90	89	47	host	gene-Saur515_RS09590
gene-Saur515_RS01625	45	29	32	12	4	17	17	9	6	host	secY2
gene-Saur515_RS01820	291	318	311	100	72	150	153	120	68	host	gene-Saur515_RS01820
gene-phage515_00168	1326	1431	1269	4685	5221	7048	6085	3214	3213	phage	gene-phage515_00168
gene-Saur515_RS08750	1639	1684	1729	439	452	668	763	462	276	host	mprF
gene-Saur515_RS11335	75	109	105	9	10	23	25	23	8	host	sarT
gene-Saur515_RS00305	197	214	174	73	75	114	80	60	23	host	gene-Saur515_RS00305
gene-Saur515_RS11840	143	186	156	21	45	43	46	34	25	host	gene-Saur515_RS11840
gene-Saur515_RS13690	400	382	448	131	105	203	163	130	71	host	gene-Saur515_RS13690
gene-phage515_00025	772	816	707	4255	4364	5944	6526	3320	3204	phage	mbpA
gene-Saur515_RS10375	594	662	686	110	96	181	158	128	91	host	gene-Saur515_RS10375_gene_rpmG
