Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	Entity	Symbol
gene-PA1239	17	16	20	18	16	14	12	6	3	2	23	2	1	host	gene-PA1239
gene-PA3555	127	83	60	258	201	36	75	71	8	15	15	2	2	host	arnD
gene-EST35_0251	0	0	0	0	1078	2050	74	69103	29410	21730	59478	34105	27376	phage	gene-EST35_0251
gene-PA2997	271	269	419	469	408	233	294	179	121	261	61	17	27	host	nqrC
gene-PA5396	132	48	156	127	87	67	81	22	12	18	73	7	4	host	gene-PA5396
gene-PA0599	147	138	190	235	258	161	214	87	40	62	69	10	8	host	gene-PA0599
gene-EST35_0454	0	0	0	0	19	2429	67	50	3595	3411	7	853	2155	phage	gene-EST35_0454
gene-PA3760	108	102	164	154	195	96	138	85	66	53	80	16	22	host	gene-PA3760
gene-PA1277	382	295	377	690	515	374	359	129	61	100	69	9	10	host	cobQ
gene-PA1160	270	185	225	403	447	130	259	131	29	64	38	8	15	host	gene-PA1160
gene-PA2104	56	22	62	57	63	39	64	14	19	28	15	7	7	host	gene-PA2104
gene-PA2281	77	64	101	105	153	75	136	41	14	48	26	10	9	host	gene-PA2281
gene-PA4574	241	356	837	649	264	294	365	41	93	171	30	20	29	host	gene-PA4574
gene-PA3509	6	2	11	10	22	3	14	6	3	6	12	0	2	host	gene-PA3509
gene-PA4083	2	0	11	9	8	2	13	4	4	6	28	2	0	host	cupB4
gene-PA4817	14	17	31	31	23	14	11	5	1	13	35	2	3	host	gene-PA4817
gene-PA0263.1	603	493	1289	887	1616	850	1375	456	95	297	137	21	38	host	gene-PA0263.1
gene-PA5200	254	208	325	389	370	230	280	155	110	180	54	44	44	host	amgR
gene-PA5183a	885	560	783	807	956	203	502	214	32	97	63	5	19	host	gene-PA5183a
gene-PA1373	89	53	109	153	159	52	114	63	22	40	65	2	20	host	fabF2
gene-PA1565	57	51	59	102	99	24	155	22	16	47	19	3	10	host	gene-PA1565
gene-PA4524	424	357	519	714	400	235	556	115	61	119	57	13	15	host	nadC
gene-PA2958	134	118	270	210	227	151	251	66	27	55	35	8	13	host	gene-PA2958
gene-PA3374	50	32	69	77	108	43	82	42	7	24	29	2	2	host	gene-PA3374
gene-PA1628	28	16	35	37	41	16	22	19	4	9	26	1	1	host	gene-PA1628
gene-PA3523	13	16	22	19	19	17	19	9	2	8	32	2	1	host	gene-PA3523
gene-EST35_0181	0	0	0	0	838	1175	53	23011	14190	4867	13726	8187	15102	phage	gene-EST35_0181
gene-PA2592	100	86	160	172	189	78	107	35	19	49	27	5	15	host	gene-PA2592
gene-PA3152	239	186	350	231	69	83	234	20	21	20	24	9	7	host	hisH2
gene-PA5158	64	41	73	130	135	94	120	74	25	21	72	9	5	host	gene-PA5158
gene-PA2246	55	40	89	77	39	35	71	19	9	23	23	4	1	host	bkdR
gene-PA3111	1322	874	1321	1898	1604	729	1890	638	247	611	154	49	65	host	folC
gene-PA4690a	219	200	433	345	229	168	207	77	29	67	70	15	30	host	gene-PA4690a
gene-PA1448	124	88	153	155	146	96	183	25	16	47	37	4	5	host	fliR
gene-PA3566	9	6	23	21	7	18	18	4	2	6	35	3	2	host	gene-PA3566
gene-PA4451	1504	948	1601	1470	2831	1051	1855	1668	383	806	503	88	130	host	gene-PA4451
gene-PA2732	1009	670	1309	1196	1087	667	1043	275	163	279	143	52	71	host	gene-PA2732
gene-PA2475	17	25	40	49	37	23	38	10	0	10	24	4	2	host	gene-PA2475
gene-PA3113	960	603	882	1277	1205	487	1075	400	103	231	117	20	36	host	trpF
gene-PA4470	81	65	86	94	86	53	83	22	13	37	66	5	10	host	fumC1
gene-PA1729	123	80	124	162	142	87	160	24	21	44	24	9	10	host	gene-PA1729
gene-PA5191	71	51	118	100	75	46	55	15	13	20	25	4	4	host	gene-PA5191
gene-PA1880	48	35	53	66	84	66	65	24	21	26	48	9	9	host	gene-PA1880
gene-PA5309	312	158	224	220	334	146	240	106	36	86	93	13	16	host	gene-PA5309
gene-PA0329	449	219	457	590	865	284	756	276	259	374	68	76	77	host	gene-PA0329
gene-PA2054	66	36	66	83	100	41	62	39	10	8	48	3	3	host	cynR
gene-PA0382	882	633	925	1228	922	517	1018	282	80	228	72	13	24	host	micA
gene-PA1719	36	17	36	26	25	20	39	4	3	22	5	2	1	host	pscF
gene-PA5454	222	117	253	163	143	98	193	33	35	43	47	9	9	host	rmd
gene-PA4275	6741	4672	7589	7525	7194	3015	5836	1237	904	2223	260	193	358	host	nusG
gene-PA1132	278	140	257	322	126	48	172	30	13	42	47	4	6	host	gene-PA1132
gene-PA4413	1112	857	1390	1423	1881	1296	2145	573	303	429	145	75	83	host	ftsW
gene-PA4133	103	108	189	213	92	125	130	29	32	52	50	14	11	host	gene-PA4133
gene-PA4868	143	91	165	169	331	102	172	122	40	53	102	27	13	host	ureC
gene-PA1425	243	187	349	404	178	108	191	45	21	42	53	2	5	host	gene-PA1425
gene-PA3462	20	12	56	27	46	25	27	27	7	13	43	3	2	host	gene-PA3462
gene-PA2502	165	134	192	253	260	128	175	67	23	50	30	7	8	host	gene-PA2502
gene-PA2044	263	179	310	447	347	172	233	87	41	101	62	11	22	host	gene-PA2044
gene-PA5391	3	2	10	6	23	4	10	7	3	4	26	2	0	host	gene-PA5391
gene-EST35_0342	0	0	0	0	133	263	18	429	447	167	15645	2515	1420	phage	gene-EST35_0342
gene-PA4921	164	107	148	257	261	113	343	1406	649	1314	214	70	176	host	gene-PA4921
gene-PA1548	51	44	72	138	96	51	129	19	15	27	5	6	4	host	gene-PA1548
gene-PA4387	97	128	293	167	474	101	88	229	179	52	58	40	23	host	gene-PA4387
gene-PA3410	79	75	105	94	51	54	138	14	12	19	35	3	3	host	gene-PA3410
gene-PA5527	225	219	360	311	234	132	233	41	43	85	39	14	16	host	gene-PA5527
gene-PA3547	11	5	11	8	19	10	20	2	0	7	27	0	1	host	algL
gene-PA0313	157	153	247	267	202	116	148	98	47	69	67	12	7	host	gene-PA0313
gene-PA0733	40	34	35	50	71	35	65	28	11	23	50	3	2	host	gene-PA0733
gene-EST35_0220	0	0	0	0	27	262	41	5288	5026	299	70561	32683	17131	phage	gene-EST35_0220
gene-PA0738	5	5	15	13	7	4	10	5	2	2	21	1	0	host	gene-PA0738
gene-PA3301	83	81	154	156	134	116	180	20	21	57	19	2	6	host	gene-PA3301
gene-PA5261	564	336	531	629	737	406	949	148	174	387	68	51	61	host	algR
gene-PA4648	7	11	19	20	9	14	17	1	2	8	25	4	1	host	gene-PA4648
gene-EST35_0017	0	0	0	0	178	2043	128	721	2084	1965	752	978	1609	phage	gene-EST35_0017
gene-PA3512	7	4	12	11	14	8	25	6	5	6	18	3	1	host	gene-PA3512
gene-PA3472	208	243	408	396	183	138	194	28	49	89	28	13	13	host	gene-PA3472
gene-PA4193	37	3	21	29	15	13	21	3	4	4	13	0	5	host	gene-PA4193
gene-PA4518	37	28	23	36	24	31	36	5	5	7	13	1	3	host	gene-PA4518
gene-PA4482	85	90	163	178	88	74	93	19	17	68	27	7	7	host	gatC
gene-PA0737	15	13	18	31	19	24	34	3	7	13	19	5	3	host	gene-PA0737
gene-EST35_0351	0	0	1	0	195	451	40	27247	24140	3180	24716	14370	34212	phage	gene-EST35_0351
gene-PA5349	420	283	404	503	401	266	340	102	48	98	67	26	20	host	gene-PA5349
gene-PA2750	58	32	42	80	108	41	60	28	10	24	17	0	6	host	gene-PA2750
gene-PA1796.4	875	267	510	631	634	443	568	331	67	176	69	34	50	host	gene-PA1796.4
gene-PA0020	1356	1107	2035	2081	704	517	851	100	79	156	117	26	23	host	gene-PA0020
gene-PA2308	4	1	9	3	8	3	13	7	2	3	25	0	1	host	gene-PA2308
gene-PA2951	2115	1336	1764	2444	2831	2028	1151	474	359	560	142	160	88	host	etfA
gene-PA2304	43	22	35	52	82	44	47	25	12	26	25	3	6	host	ambC
gene-PA1821	669	479	906	774	510	346	515	117	45	119	26	12	23	host	gene-PA1821
gene-PA2293	2	11	16	23	34	14	16	8	2	3	7	0	0	host	gene-PA2293
gene-EST35_0001	0	0	0	0	189	1403	361	1397	1496	1391	1091	1415	2038	phage	gene-EST35_0001
gene-EST35_0108	0	0	0	0	8	152	5	283	898	816	162	383	788	phage	gene-EST35_0108
gene-PA1614	221	176	264	349	302	185	294	71	53	145	19	28	20	host	gpsA
gene-PA4130	304	188	301	322	369	408	403	323	103	183	145	51	47	host	gene-PA4130
gene-PA2192	1	3	0	4	2	1	3	1	2	0	9	0	0	host	gene-PA2192
gene-PA3431	32	31	66	67	95	52	96	63	9	11	51	1	2	host	gene-PA3431
gene-PA0897	418	272	480	444	463	199	327	137	65	131	46	13	10	host	aruG
gene-PA1237	7	8	8	15	26	8	13	9	0	1	37	0	0	host	gene-PA1237
gene-PA1483	633	460	614	1047	1897	591	917	1126	157	308	319	26	51	host	cycH
gene-PA0609	494	298	521	611	633	383	641	164	85	180	97	31	33	host	trpE
gene-PA3531	1002	787	1285	921	734	592	1983	153	314	767	43	80	106	host	bfrB
gene-PA4002	621	496	930	866	900	552	922	237	146	291	124	46	75	host	rodA
gene-PA0436	74	86	130	164	119	85	137	22	17	49	29	8	9	host	gene-PA0436
gene-PA0564	37	35	68	48	72	41	84	17	10	18	42	4	2	host	gene-PA0564
gene-PA0285	286	253	457	519	415	253	443	108	77	193	116	20	20	host	gene-PA0285
gene-EST35_0244	0	0	0	0	28	162	25	7409	3726	823	127213	76177	28522	phage	gene-EST35_0244
gene-PA5165	188	201	359	368	263	214	312	65	44	86	94	12	13	host	gene-PA5165
gene-PA1053	5057	3660	6160	11699	3069	584	1867	643	172	398	185	50	59	host	gene-PA1053
gene-PA5057	69	33	74	76	54	38	77	32	17	22	35	10	10	host	phaD
gene-PA3963a	23	19	34	57	47	17	27	21	3	3	13	3	1	host	gene-PA3963a
gene-EST35_0066	0	0	0	0	17322	25167	21338	22320	14180	9410	7454	4298	4614	phage	gene-EST35_0066
gene-PA2377	32	44	41	59	59	32	25	18	2	13	29	2	3	host	gene-PA2377
gene-PA2998	624	529	870	948	679	446	621	233	216	449	88	44	67	host	nqrB
gene-PA2386	27	11	45	43	49	27	30	5	4	19	29	0	4	host	pvdA
gene-PA0078	383	418	516	869	896	324	447	162	38	100	63	11	13	host	gene-PA0078
gene-PA3639	1707	1269	2001	2298	1067	740	1883	245	206	540	79	63	87	host	accA
gene-PA2588	25	23	53	59	43	26	51	14	8	26	41	1	4	host	gene-PA2588
gene-PA4752	372	372	915	501	1367	1963	329	514	604	207	156	213	111	host	ftsJ
gene-PA2911	104	91	201	194	70	153	79	20	21	34	75	14	5	host	gene-PA2911
gene-PA4323	522	486	555	902	872	383	653	239	66	137	85	19	20	host	gene-PA4323
gene-PA5065	457	350	629	800	620	383	578	153	75	166	100	12	11	host	ubiB
gene-PA0919	239	199	244	377	465	160	258	192	60	72	65	17	16	host	gene-PA0919
gene-PA5377	38	34	82	74	33	39	50	8	12	28	37	5	8	host	gene-PA5377
gene-PA4558	765	555	885	1081	768	508	673	246	139	331	81	17	51	host	gene-PA4558
gene-PA4389	939	621	1031	900	874	389	390	252	80	119	88	23	17	host	gene-PA4389_gene_speA
gene-PA1817	100	64	85	119	137	67	149	39	17	31	22	3	5	host	gene-PA1817
gene-EST35_0256	0	0	0	0	12	116	17	19495	13228	5555	67724	36379	28731	phage	gene-EST35_0256
gene-EST35_0105	0	0	0	0	6924	30301	28835	4055	4996	7194	5585	4260	4156	phage	gene-EST35_0105
gene-PA3504	44	27	73	69	94	40	68	30	7	16	46	5	2	host	gene-PA3504
gene-PA1293	278	298	491	668	271	179	272	40	43	106	31	17	7	host	gene-PA1293
gene-PA1318	177	146	389	394	147	349	170	61	76	60	56	44	13	host	cyoB
gene-PA4306	14	13	44	13	12	27	25	7	9	8	9	1	5	host	flp
gene-PA4843	424	343	604	922	419	206	328	129	60	86	119	21	24	host	gene-PA4843
gene-PA3282	21	7	24	26	22	9	18	6	9	13	22	10	13	host	gene-PA3282
gene-PA0158	485	339	594	653	707	429	510	177	117	199	184	27	41	host	gene-PA0158
gene-PA3662	145	128	234	219	194	161	205	56	39	74	19	20	20	host	gene-PA3662
gene-PA4352	204	116	150	453	743	196	1022	426	44	138	103	26	28	host	gene-PA4352
gene-PA0766	2719	1791	2790	3674	3820	1615	3477	758	500	1240	162	121	120	host	mucD
gene-PA2938	31	25	31	37	51	44	39	20	20	21	64	17	9	host	gene-PA2938
gene-EST35_0107	0	0	0	0	11	141	13	413	736	606	437	494	1036	phage	gene-EST35_0107
gene-PA3886	91	65	130	155	112	86	217	39	17	38	51	8	0	host	gene-PA3886
gene-PA0563	1485	1626	2141	3137	1183	575	907	187	101	275	55	25	59	host	gene-PA0563
gene-PA1421	148	21	70	140	104	81	370	22	33	212	38	5	15	host	gbuA
gene-PA1656	336	198	278	693	504	137	625	201	23	57	89	12	19	host	gene-PA1656
gene-EST35_0420	0	0	0	0	9346	3523	70	25938	9724	8796	3783	2601	4373	phage	gene-EST35_0420
gene-PA2450	180	137	194	299	186	99	202	48	20	24	21	7	4	host	gene-PA2450
gene-EST35_0124	0	0	0	0	69	125	32	4447	1143	1111	1109	1308	1131	phage	gene-EST35_0124
gene-PA2910	27	17	43	29	46	16	44	6	4	5	24	3	6	host	gene-PA2910
gene-PA4993	76	65	91	117	133	63	110	45	12	29	67	7	7	host	gene-PA4993
gene-PA1788	134	87	131	169	189	100	148	51	22	55	37	9	14	host	gene-PA1788
gene-PA3248	72	50	84	116	112	61	126	43	16	31	23	6	6	host	gene-PA3248
gene-PA3586	44	39	51	56	95	39	42	31	4	11	26	4	4	host	gene-PA3586
gene-PA0035	140	107	155	165	178	121	138	70	30	59	58	3	10	host	trpA
gene-PA4419	285	243	428	376	418	289	298	123	66	122	27	13	18	host	ftsL
gene-PA5369	203	206	253	360	315	190	186	124	54	132	68	14	22	host	pstS
gene-PA2399	157	76	167	159	262	104	202	116	47	75	171	17	15	host	pvdD
gene-PA1394	41	28	55	85	73	37	76	15	1	9	14	2	4	host	gene-PA1394
gene-PA4779	55	45	71	104	88	60	87	36	15	35	31	7	3	host	gene-PA4779
gene-PA4077	36	30	60	50	27	28	28	6	6	14	9	3	0	host	gene-PA4077
gene-PA1287	127	69	106	157	104	61	136	29	16	56	23	9	5	host	gene-PA1287
gene-PA5265	165	120	253	181	154	118	184	53	33	53	158	14	12	host	gene-PA5265
gene-PA2468	31	13	26	44	41	35	33	19	9	23	12	2	4	host	foxI
gene-PA1664	1	1	1	5	9	1	7	3	2	3	5	0	0	host	gene-PA1664
gene-PA5518	337	244	394	474	362	257	498	141	89	154	124	15	17	host	gene-PA5518
gene-PA2651	235	177	327	447	268	208	399	63	43	150	46	27	23	host	gene-PA2651
gene-PA1508	12	3	11	11	5	6	12	0	0	3	1	1	0	host	gene-PA1508
gene-PA0727	47	28	78	53	33	31	49	15	5	13	51	6	1	host	gene-PA0727
gene-PA3198	83	73	90	103	150	68	120	47	18	23	24	6	4	host	gene-PA3198
gene-PA1558	46	38	77	67	91	32	54	33	5	20	19	5	3	host	gene-PA1558
gene-EST35_0274	0	0	0	0	684	1505	131	2613	14272	4199	11833	14032	21716	phage	gene-EST35_0274
gene-PA4663	454	301	373	584	777	395	679	280	88	165	76	16	25	host	moeB
gene-PA0625	206	127	134	220	732	547	161	291	219	119	196	64	31	host	gene-PA0625
gene-PA5131	796	666	949	1298	855	455	590	166	91	218	75	34	13	host	pgm
gene-PA0085	2268	2149	2803	2932	2506	1092	993	406	188	340	129	59	77	host	hcp1
gene-PA5310	167	130	227	210	215	124	211	85	31	63	84	4	8	host	gene-PA5310
gene-PA2409	22	28	52	58	114	32	72	24	8	10	11	0	5	host	gene-PA2409
gene-PA0826.2	1181845	518211	883968	912654	1100493	614092	565071	449809	195137	318713	130476	87472	69085	host	ssrA
gene-PA1114	58	34	47	71	137	59	156	44	26	40	17	10	10	host	gene-PA1114
gene-PA1646	69	32	79	84	136	73	93	60	17	35	36	3	4	host	gene-PA1646
gene-PA2146	3	1	6	1	2	1	2	0	2	2	3	1	1	host	gene-PA2146
gene-PA1730	22	15	43	31	23	50	47	8	15	13	40	11	4	host	gene-PA1730
gene-PA1798	57	72	140	166	144	81	118	44	33	49	46	12	12	host	parS
gene-PA4899	38	31	47	40	56	19	27	12	6	7	39	3	1	host	gene-PA4899
gene-PA0761	1111	725	1188	1230	1473	850	1378	551	175	311	250	59	69	host	nadB
gene-PA0624	111	80	60	127	276	154	57	114	70	43	57	24	16	host	gene-PA0624
gene-EST35_0123	0	0	0	0	110	206	25	11980	5352	3922	6977	4301	6544	phage	gene-EST35_0123
gene-PA1048	873	793	1287	1476	677	617	909	197	144	329	75	44	40	host	gene-PA1048
gene-PA0921	118	85	73	132	122	43	54	33	15	23	36	6	3	host	gene-PA0921
gene-PA2919	12	13	13	21	13	14	15	8	4	4	2	0	3	host	gene-PA2919
gene-PA3982	139	142	216	260	202	159	301	35	60	147	23	10	15	host	gene-PA3982
gene-PA4617	119	94	155	172	202	118	124	74	23	44	80	9	12	host	gene-PA4617
gene-EST35_0347	0	0	0	0	167	1907	241	5036	5901	651	96454	58408	28224	phage	gene-EST35_0347
gene-PA1439	78	53	82	107	132	108	126	28	26	82	19	8	12	host	gene-PA1439
gene-PA0030	37	25	22	28	39	19	29	11	5	11	37	3	1	host	gene-PA0030
gene-PA4635	57	47	64	84	84	51	75	28	9	18	30	5	4	host	gene-PA4635
gene-PA0838	354	231	343	430	333	221	328	62	79	151	44	14	15	host	gene-PA0838
gene-PA2173	7	2	6	3	6	6	3	0	1	1	7	2	0	host	gene-PA2173
gene-PA4539	250	215	454	395	297	233	322	59	39	86	66	12	10	host	gene-PA4539
gene-PA1619	51	43	65	103	128	44	103	24	10	20	27	5	0	host	gene-PA1619
gene-PA3650	1541	1075	1471	2265	3064	1190	1803	1051	224	518	272	46	63	host	dxr
gene-PA3888	15	16	27	39	43	27	55	13	9	18	26	7	2	host	gene-PA3888
gene-PA0238	29	27	48	57	101	21	43	50	4	3	47	1	0	host	gene-PA0238
gene-PA4430	1685	2090	2816	4914	1681	1470	2250	217	817	1548	88	155	206	host	gene-PA4430
gene-PA1669	155	108	177	263	470	104	193	127	36	100	84	12	7	host	gene-PA1669
gene-PA5075	438	421	589	688	381	266	344	112	48	126	54	26	15	host	gene-PA5075
gene-PA5288	2166	966	1571	1988	2820	675	980	805	115	314	142	41	27	host	glnK
gene-PA0978	29	17	50	45	81	35	34	32	17	17	38	7	12	host	gene-PA0978
gene-PA1556	126	116	126	527	230	231	683	59	80	164	24	48	70	host	ccoO2
gene-PA2597	18	6	17	14	23	18	23	16	5	7	19	2	3	host	gene-PA2597
gene-PA4588	210	155	301	346	160	125	195	56	48	73	67	25	40	host	gdhA
gene-PA1973	64	67	84	111	172	63	105	61	10	33	58	3	6	host	pqqF
gene-EST35_0150	0	0	0	0	27	18	6	60	20	15	897	1308	25	phage	gene-EST35_0150
gene-PA1904	9	5	14	11	14	8	15	12	4	7	18	3	3	host	phzF2
gene-PA3891	34	21	57	68	97	35	82	24	26	43	39	4	4	host	gene-PA3891
gene-PA1084	532	350	442	596	881	515	737	225	57	168	86	16	21	host	flgI
gene-PA2498	17	16	19	37	26	20	44	7	6	12	15	2	2	host	gene-PA2498
gene-PA0187	9	8	21	18	12	7	17	8	3	3	39	4	4	host	gene-PA0187
gene-PA0707	9	16	21	18	21	13	21	6	3	5	25	2	1	host	toxR
gene-PA1121	105	60	108	119	104	52	104	22	10	25	15	1	5	host	yfiR
gene-EST35_0211	0	0	0	0	30	208	27	4336	6556	1743	152638	139181	81745	phage	gene-EST35_0211
gene-PA2364	12	12	14	19	23	34	34	6	16	9	18	1	1	host	gene-PA2364
gene-PA5397	11	10	16	10	11	5	25	6	1	7	31	2	1	host	gene-PA5397
gene-EST35_0018	0	0	0	0	190	2576	162	839	3250	2674	709	1213	2364	phage	gene-EST35_0018
gene-PA3444	13	4	11	19	15	2	8	11	1	1	34	2	1	host	gene-PA3444
gene-EST35_0090	0	0	0	0	21236	37530	41952	15296	6258	7047	5455	2061	2986	phage	gene-EST35_0090
gene-PA4391	169	107	197	145	241	140	217	92	24	53	84	16	5	host	gene-PA4391
gene-PA5209	148	105	142	223	167	128	234	47	35	57	49	11	10	host	gene-PA5209
gene-PA3829	40	33	57	49	63	51	54	28	7	15	39	5	1	host	gene-PA3829
gene-PA2463	209	181	305	524	272	127	213	57	14	38	72	4	9	host	gene-PA2463
gene-PA1372	1517	714	1716	1038	389	381	728	116	97	87	93	19	36	host	gene-PA1372
gene-PA2768	46	21	45	37	76	37	43	20	9	19	9	2	3	host	gene-PA2768
gene-EST35_0453	0	0	0	0	78	6666	264	197	9192	8414	44	1888	4586	phage	gene-EST35_0453
gene-PA0556	66	72	83	193	117	50	82	18	15	45	15	4	3	host	gene-PA0556
gene-PA0728	19	13	35	27	16	22	16	2	3	7	28	0	0	host	gene-PA0728
gene-PA3688	23	19	31	32	35	38	43	10	14	20	20	3	7	host	gene-PA3688
gene-PA0481	96	65	139	138	105	67	101	33	15	40	29	8	4	host	gene-PA0481
gene-PA0480	5	7	22	9	28	5	18	11	3	2	41	2	1	host	gene-PA0480
gene-PA0498	75	69	158	71	84	75	86	10	18	28	84	9	7	host	gene-PA0498
gene-PA2492	0	0	0	0	0	0	1	0	0	1	0	0	0	host	mexT
gene-PA0834	180	166	281	329	227	147	256	61	53	105	51	24	31	host	gene-PA0834
gene-PA1330	29	27	59	81	66	23	54	31	12	18	20	1	3	host	gene-PA1330
gene-PA4579	317	230	341	464	448	275	397	130	52	95	81	16	18	host	gene-PA4579
gene-EST35_0139	0	0	0	0	36	168	25	5785	6056	641	83760	39690	42352	phage	gene-EST35_0139
gene-PA0892	890	481	950	896	877	330	817	248	86	198	60	17	28	host	aotP
gene-PA1494	27	28	31	70	67	49	70	10	8	35	64	9	5	host	gene-PA1494
gene-PA2617	62	39	71	111	82	55	72	22	21	50	27	4	6	host	aat
gene-PA4520	404	238	456	516	290	201	393	100	32	82	69	9	11	host	gene-PA4520
gene-PA3690	157	110	179	274	389	346	448	151	148	261	129	52	46	host	gene-PA3690
gene-PA2557	51	23	117	42	144	189	349	47	40	70	62	14	15	host	gene-PA2557
gene-PA4197	144	129	197	261	232	146	178	67	23	30	115	14	12	host	bfiS
gene-PA0725	11	6	16	14	17	13	17	7	3	2	19	1	1	host	gene-PA0725
gene-PA0752	31	26	43	46	48	105	66	20	6	22	41	6	7	host	gene-PA0752
gene-PA4334	106	98	135	170	124	81	150	41	9	44	44	7	5	host	gene-PA4334
gene-PA1643a	34	20	21	44	74	40	70	40	21	38	19	4	5	host	gene-PA1643a
gene-PA2881	20	6	15	45	29	18	37	11	2	8	21	3	2	host	gene-PA2881
gene-PA3663	125	98	125	198	148	106	189	34	25	48	18	8	7	host	gene-PA3663
gene-EST35_0179	0	0	0	0	26	492	23	16088	26513	14342	5048	7290	22206	phage	gene-EST35_0179
gene-PA1259	21	17	18	33	47	12	32	18	5	5	23	1	2	host	gene-PA1259
gene-PA3716	1339	1045	1316	1823	1296	550	768	194	117	233	86	33	33	host	gene-PA3716
gene-PA4245	2854	2159	3317	4100	3665	2654	2651	730	1426	2643	291	478	664	host	rpmD
gene-PA0667	846	842	1602	1648	1200	881	1331	278	286	630	125	71	131	host	gene-PA0667
gene-PA0740	40	23	54	43	46	37	40	11	7	12	63	5	4	host	sdsA1
gene-PA1841	123	95	138	185	190	107	150	34	34	55	22	5	4	host	gene-PA1841
gene-EST35_0121	0	0	0	0	872	2257	71	31946	11220	8555	22353	7550	12569	phage	gene-EST35_0121
gene-PA3261	162	100	187	181	227	119	258	60	37	75	32	17	11	host	gene-PA3261
gene-PA1724	24	20	25	47	56	26	58	8	0	11	7	0	2	host	pscK
gene-PA3292	20	19	57	21	27	18	30	11	9	12	33	3	6	host	gene-PA3292
gene-PA0966	299	228	400	389	393	268	516	81	109	182	38	17	26	host	ruvA
gene-PA5184	175	126	181	218	195	127	176	45	31	46	24	11	5	host	gene-PA5184
gene-PA0216	53	35	73	59	122	57	116	54	41	55	48	18	16	host	gene-PA0216
gene-PA0263	9	4	22	10	4	9	12	3	1	1	41	2	0	host	hcpC
gene-PA1369	540	330	766	448	258	108	262	43	25	38	57	11	8	host	gene-PA1369
gene-PA5508	257	220	256	400	344	120	161	135	36	70	89	9	15	host	gene-PA5508
gene-PA1115	204	162	316	357	205	184	326	46	45	121	61	10	20	host	gene-PA1115
gene-PA4265	25210	16357	26601	31201	84167	15539	67190	6294	6710	12376	1394	1625	1926	host	tufA
gene-PA4863	98	92	126	198	122	44	116	27	7	16	17	3	2	host	gene-PA4863
gene-PA0452	17	16	33	10	20	28	24	9	6	8	41	2	3	host	gene-PA0452
gene-EST35_0389	0	0	0	0	2222	3044	143	5175	5765	3734	2145	1529	4569	phage	gene-EST35_0389
gene-PA1641	17	7	20	24	28	15	35	8	9	15	3	7	3	host	gene-PA1641
gene-PA2901	408	259	429	492	562	329	560	177	105	204	70	35	30	host	gene-PA2901
gene-PA2532	280	197	305	303	218	95	120	47	26	46	19	4	5	host	tpx
gene-PA0417	62	46	63	115	132	58	114	41	17	26	48	2	6	host	chpE
gene-PA3780	5	2	9	12	17	9	17	4	7	3	22	1	1	host	gene-PA3780
gene-EST35_0253	0	0	0	0	326	3871	555	53109	33759	16210	289101	161463	122278	phage	gene-EST35_0253
gene-PA3833	51	37	68	79	80	45	54	14	5	32	65	4	7	host	gene-PA3833
gene-PA0167	277	201	351	383	169	126	243	43	18	51	20	6	13	host	gene-PA0167
gene-PA1163	207	165	271	324	296	1541	189	87	37	59	99	7	11	host	ndvB
gene-PA3563	129	95	152	195	201	94	174	69	21	41	56	6	6	host	fruR
gene-PA5475	128	96	128	253	208	292	436	92	65	136	63	42	45	host	gene-PA5475
gene-PA0376	7442	4547	9156	8900	41054	8882	13482	26087	8649	13879	10203	1857	3446	host	rpoH
gene-PA3370	2	1	9	9	6	10	11	0	4	11	18	1	0	host	gene-PA3370
gene-PA0983	32	31	54	38	28	27	22	7	7	8	7	2	4	host	gene-PA0983
gene-EST35_0053	0	0	0	0	1	19910	12029	1	20374	19508	0	8629	12576	phage	gene-EST35_0053
gene-PA3752	100	46	99	116	91	46	94	29	11	28	28	4	1	host	gene-PA3752
gene-PA4672	1598	1348	1656	2169	2005	879	1132	670	196	398	128	35	54	host	gene-PA4672
gene-PA5007	444	318	498	649	783	373	726	319	122	171	114	22	38	host	gene-PA5007
gene-PA2906	423	278	313	592	593	295	400	206	58	126	77	26	23	host	gene-PA2906
gene-PA1080	570	334	547	689	567	470	724	90	99	267	72	41	35	host	flgE
gene-PA3634	149	118	173	217	198	115	178	68	40	63	54	13	15	host	gene-PA3634
gene-PA4198	144	78	151	138	137	74	119	48	16	27	89	8	6	host	gene-PA4198
gene-PA4903	21	16	22	37	33	22	20	14	7	3	32	1	0	host	gene-PA4903
gene-PA0223	187	133	195	180	224	191	220	102	40	68	102	15	11	host	gene-PA0223
gene-PA1209	15	20	31	34	44	25	30	7	3	8	36	2	0	host	gene-PA1209
gene-PA1046	411	295	508	632	734	373	592	296	89	150	107	33	23	host	gene-PA1046
gene-PA4403	4359	3256	5454	5585	3760	2679	3763	744	655	1352	183	162	246	host	secA
gene-PA4385	16857	10972	16298	16810	27072	15217	10534	11036	9622	5247	2744	3287	1987	host	groEL
gene-PA0650	569	316	592	619	731	439	618	243	98	186	127	37	29	host	trpD
gene-PA5253	1461	1074	1553	1969	1387	789	1256	312	199	413	112	66	56	host	algP
gene-EST35_0167	0	0	0	0	87	175	49	347	134	164	729	2863	98	phage	gene-EST35_0167
