Geneid	0_R1	0_R2	15_R2	15_R3	60_R1	60_R2	60_R3	120_R1	120_R2	120_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-VC_RS10095	1628	1882	2098	2246	1722	1525	1545	1559	1474	1333	host	seqA	0.16158043065908317	0	1
gene-VC_RS00200	1538	1526	1461	1291	1637	1655	1729	2227	2284	2101	host	rsmB	0.18545593157181234	0	1
gene-VC_RS11150	622	693	557	581	854	933	813	1341	1338	1158	host	csdA	0.3185549369456623	0	1
gene-VC_RS14300	558	676	813	765	536	494	496	727	751	726	host	gene-VC_RS14300	0.1754290344095766	0	1
gene-VC_RS09285	882	972	907	929	890	940	1065	1202	1143	984	host	gene-VC_RS09285	0.10535334606553319	0	1
gene-VC_RS03810	3611	3573	3213	3151	4616	5121	6042	6289	4838	5607	host	hisS	0.24107593648417946	0	1
gene-VC_RS05305	225	256	275	246	213	131	185	214	213	190	host	gene-VC_RS05305	0.1798949187384612	0	1
gene-VC_RS08030	195	221	247	239	282	288	257	430	425	341	host	gene-VC_RS08030	0.2642814651447426	0	1
gene-VC_RS18320	585	507	579	504	770	756	886	893	802	800	host	gene-VC_RS18320	0.201254523156853	0	1
gene-VC_RS11910	838	1018	1049	949	328	282	241	330	313	272	host	gene-VC_RS11910	0.5920675125466082	0	1
gene-VC_RS12105	278	253	325	308	285	312	244	326	350	359	host	gene-VC_RS12105	0.12034259728052078	0	1
gene-VC_RS06400	1053	1151	1014	941	2329	2327	2450	3322	3890	3139	host	gene-VC_RS06400	0.47370411166045256	0	1
gene-VC_RS09360	248	167	221	207	133	145	101	66	49	54	host	gene-VC_RS09360	0.488555008888329	0	1
gene-VC_RS15250	198	214	225	237	490	531	616	704	753	634	host	gene-VC_RS15250	0.45583239665547337	0	1
gene-VC_RS04445	2003	2169	2151	1909	4010	3802	3931	4818	5722	4305	host	xni	0.36575936376686957	0	1
gene-VC_RS05160	878	885	887	863	1000	1041	1000	1259	1294	1152	host	gene-VC_RS05160	0.14822699207179113	0	1
gene-VPVV882_gp54	1437	3229	1147	1333	13646	15670	14929	31901	28917	33448	phage	gene-VPVV882_gp54	0.8467796617939158	0	0
gene-VC_RS15170	269	320	310	324	600	470	641	734	877	696	host	gene-VC_RS15170	0.3878101462675713	0	1
gene-VC_RS12300	1195	1183	1013	1101	1725	1525	1718	2092	2488	1929	host	gene-VC_RS12300	0.2873364439109123	0	1
gene-VC_RS05910	435	529	514	513	1021	992	1060	1578	1917	1553	host	gene-VC_RS05910	0.4942704929677825	0	1
gene-VC_RS10605	1613	1635	1448	1653	3395	3514	3992	2614	2201	2330	host	flgH	0.3552161731122354	0	1
gene-VC_RS11630	8082	7486	7608	6452	13820	15595	17856	12787	12240	11232	host	pdhR	0.3221781558036808	0	1
gene-VC_RS08285	94	112	123	124	128	107	93	239	270	284	host	gene-VC_RS08285	0.45502862230202507	0	1
gene-VC_RS16490	53	46	49	51	71	49	65	110	91	73	host	gene-VC_RS16490	0.30423998455263807	0	1
gene-VC_RS18545	214	264	264	288	337	309	329	379	451	377	host	gene-VC_RS18545	0.20391589732917564	0	1
gene-VC_RS12395	53268	55517	60356	46713	47594	41703	58171	57796	64292	49903	host	rpoA	0.12404154936425751	0	1
gene-VC_RS08530	1896	1847	1972	1818	2509	2422	2638	3286	3676	2841	host	gene-VC_RS08530	0.24346150149710769	0	1
gene-VC_RS19055	208	310	300	302	361	378	340	660	499	641	host	gene-VC_RS19055	0.358606474794404	0	1
gene-VC_RS15695	332	459	388	451	804	764	738	1762	1792	1781	host	gene-VC_RS15695	0.6235885624017687	0	1
gene-VC_RS01080	687	731	785	742	1575	1551	1519	2000	2202	2058	host	gene-VC_RS01080	0.41279336606833406	0	1
gene-VC_RS06890	1429	1625	1628	1709	1555	1486	1425	1407	1302	1187	host	gene-VC_RS06890	0.10264076627368637	0	1
gene-VC_RS13680	2250	2541	2644	2460	3930	4099	4041	4434	4409	3974	host	gene-VC_RS13680	0.2414265121626596	0	1
gene-VC_RS05570	355	406	363	402	333	335	307	568	551	519	host	hisH	0.2215010338738043	0	1
gene-VC_RS04165	406	497	495	503	617	496	584	832	972	819	host	tcpF	0.28544269427619695	0	1
gene-VC_RS02115	2229	2187	2142	1991	2506	2750	2608	2922	2969	2402	host	gene-VC_RS02115	0.1300193635385743	0	1
gene-VC_RS00615	712	741	734	727	1032	1003	998	1662	1571	1536	host	gene-VC_RS00615	0.3360320905631277	0	1
gene-VC_RS13130	406	480	471	618	488	511	474	681	660	667	host	gspK	0.17426333061215324	0	1
gene-VC_RS11290	1157	1341	1483	1534	1324	1263	1270	1500	1390	1335	host	serB	0.08285042282551586	0	1
gene-VC_RS15490	704	698	729	728	879	725	903	1348	1554	1358	host	gene-VC_RS15490	0.3232346658510842	0	1
gene-VC_RS03210	1818	1649	2528	2014	1862	1770	1706	1425	1382	1360	host	yhbY	0.1891816967043077	0	1
gene-VC_RS00510	1609	1714	1785	3314	1809	1811	1684	2313	2130	2055	host	polA	0.23674521629578293	0	1
gene-VPVV882_gp53	3150	4466	2606	2579	22428	24398	26097	35233	31167	41128	phage	gene-VPVV882_gp53	0.7303813580316049	0	0
gene-VC_RS14405	507	581	595	629	754	760	689	1150	1099	1100	host	prtV	0.290297881286437	0	1
gene-VC_RS02230	143	203	199	215	214	183	172	299	263	290	host	apaG	0.2215434660589838	0	1
gene-VC_RS00995	268	230	245	235	234	237	202	407	340	395	host	fhuB	0.25035046937358235	0	1
gene-VC_RS09785	5216	5326	5430	5038	4389	4498	4450	4599	5089	4201	host	adhE	0.0870485557428644	0	1
gene-VC_RS12255	284	279	237	273	366	348	377	432	352	403	host	gene-VC_RS12255	0.18004523538979464	0	1
gene-VC_RS14325	564	601	583	574	1044	1045	966	1485	1467	1393	host	gene-VC_RS14325	0.3722623640416489	0	1
gene-VC_RS17610	1648	1938	1789	1841	1735	1766	1772	2627	2327	2335	host	gnd	0.15843259453585806	0	1
gene-VC_RS17000	686	514	326	407	1171	1763	1987	2291	1124	1942	host	gene-VC_RS17000	0.5677795246065033	0	1
gene-VC_RS17615	170	193	210	248	172	163	177	209	186	156	host	gene-VC_RS17615	0.1394502069951	0	1
gene-VC_RS06250	305	324	326	312	159	128	176	106	117	117	host	gene-VC_RS06250	0.4437770666706406	0	1
gene-VC_RS13525	1231	1241	1352	1353	1699	1526	1548	1774	1987	1625	host	gene-VC_RS13525	0.15182181288143778	0	1
gene-VC_RS13910	43	33	53	54	55	31	33	57	54	56	host	tssJ	0.2177451502963606	0	1
gene-VC_RS02850	2251	2187	2367	2465	2489	2317	2258	4169	4271	3596	host	gshA	0.27885521853822026	0	1
gene-VC_RS04155	176	194	158	151	273	245	276	531	591	559	host	tcpT	0.526791543003322	0	1
gene-VC_RS07005	246	319	243	230	742	756	686	1529	1715	1475	host	gene-VC_RS07005	0.6915384697227087	0	1
gene-VC_RS10070	3521	3847	4585	4129	2839	2635	2943	2514	2488	2341	host	sdhC	0.2335708236539806	0	1
gene-VC_RS15515	1159	1101	1168	972	1803	1588	1920	2454	2615	2344	host	gene-VC_RS15515	0.33825163456314317	0	1
gene-VC_RS11775	352	412	476	453	713	656	658	954	1094	859	host	gene-VC_RS11775	0.3539582542490593	0	1
gene-VC_RS16190	393	383	402	434	593	579	611	632	707	569	host	gene-VC_RS16190	0.20842346791568378	0	1
gene-VC_RS15885	281	291	248	283	499	489	460	985	1119	910	host	fruA	0.5563339125810786	0	1
gene-VC_RS00925	824	755	688	684	982	975	994	970	897	832	host	gene-VC_RS00925	0.13418419697330117	0	1
gene-VC_RS00840	380	478	413	470	711	809	671	1373	1272	1334	host	gene-VC_RS00840	0.47277852771878753	0	1
gene-VC_RS03220	7810	8851	9437	9755	6911	7361	6378	73435	8225	7752	host	ftsH	1.3460252278604448	0	1
gene-VC_RS18375	660	672	673	637	473	470	570	439	442	428	host	gene-VC_RS18375	0.18406580375607892	0	1
gene-VC_RS17400	40	42	38	40	55	78	75	129	138	132	host	gene-VC_RS17400	0.5120075834827115	0	1
gene-VC_RS17005	633	795	806	821	868	875	847	1638	1735	1534	host	viaA	0.36762507678332246	0	1
gene-VC_RS10855	675	612	536	604	900	985	921	1366	1277	1356	host	lpxB	0.32911578701899824	0	1
gene-VC_RS04290	159	157	187	151	442	386	404	632	706	667	host	gene-VC_RS04290	0.5415621456120531	0	1
gene-VC_RS10445	1624	1656	1552	1678	2004	1884	2040	2481	2379	2221	host	gene-VC_RS10445	0.16037203456345045	0	1
gene-VC_RS01875	305	312	328	338	507	511	447	614	745	584	host	gene-VC_RS01875	0.3035055873507444	0	1
gene-VC_RS05030	729	899	848	996	1257	1279	1038	1729	1615	1730	host	luxO	0.2911526670020416	0	1
gene-VC_RS09445	529	600	591	625	401	378	335	397	313	326	host	gene-VC_RS09445	0.26040184665388816	0	1
gene-VC_RS17255	2518	1784	2144	2178	1845	1580	1698	3276	3226	2725	host	groL	0.2549772816681372	0	1
gene-VC_RS04545	639	710	667	756	1030	1069	952	1442	1420	1439	host	vexH	0.30536687543851593	0	1
gene-VC_RS02150	578	704	743	655	1363	1315	1232	1519	2830	1312	host	gene-VC_RS02150	0.5126539048059238	0	1
gene-VC_RS07710	152	152	145	163	198	204	182	383	387	318	host	gene-VC_RS07710	0.4004691443696374	0	1
gene-VC_RS11695	2952	3315	3464	3130	4131	3924	4187	4026	4772	3219	host	zapD	0.14870133282320552	0	1
gene-VC_RS03530	1765	1971	2018	1906	1475	1291	1411	2482	1586	1541	host	trpR	0.19459709629994948	0	1
gene-VC_RS04675	872	904	963	1023	872	830	777	926	740	788	host	gene-VC_RS04675	0.09638004170789037	0	1
gene-VC_RS05105	1161	1374	1236	1092	2566	2516	2605	4121	4115	3736	host	udk	0.4720118222287668	0	1
gene-VC_RS08425	451	528	479	522	837	824	864	1284	1242	1222	host	gene-VC_RS08425	0.3799839058205126	0	1
gene-VC_RS05065	182	219	177	212	267	269	302	508	444	499	host	moaE	0.3956316422803764	0	1
gene-VC_RS10995	542	602	568	619	843	903	833	1052	1032	1005	host	frsA	0.23892474964315508	0	1
gene-VC_RS10335	178	205	250	261	218	154	177	203	153	162	host	gene-VC_RS10335	0.18533427030690944	0	1
gene-VC_RS10760	8124	8327	8454	9085	11120	11054	11590	3946	3351	3011	host	purM	0.39695018678022065	0	1
gene-VC_RS07545	726	798	717	711	829	882	916	1323	1401	1158	host	katG	0.2569010555231941	0	1
gene-VC_RS14580	228	208	227	203	197	157	193	212	222	192	host	gene-VC_RS14580	0.09848985564205726	0	1
gene-VC_RS02750	466	480	611	507	438	516	467	498	456	422	host	pncC	0.10328424950867969	0	1
gene-VC_RS08070	152	185	184	192	241	275	247	393	459	357	host	gene-VC_RS08070	0.361900228993654	0	1
gene-VC_RS18270	745	736	736	814	740	695	629	825	857	762	host	gene-VC_RS18270	0.08320137040794724	0	1
gene-VC_RS03770	2645	3215	3113	3248	3423	3454	3664	7195	6421	6774	host	hscA	0.38303090759740255	0	1
gene-VC_RS13035	3163	3320	3522	3168	3565	3354	3758	3080	2805	2615	host	gmk	0.10201779740510568	0	1
gene-VC_RS06830	485	491	510	485	762	776	744	1203	1393	1219	host	vceB	0.40588321572549324	0	1
gene-VC_RS07455	292	387	324	347	612	535	685	1245	1512	1201	host	gene-VC_RS07455	0.5894049329249433	0	1
gene-VC_RS16055	2495	3087	3050	3285	6455	6212	6239	7988	8186	7470	host	gene-VC_RS16055	0.38939811297944626	0	1
gene-VC_RS14810	662	722	808	759	957	883	986	1295	1364	1304	host	gene-VC_RS14810	0.25303040859336495	0	1
gene-VC_RS04935	4798	5433	5708	5648	4661	4535	3970	3354	3039	2930	host	accD	0.22542260293137859	0	1
gene-VC_RS00795	5918	5569	6005	5611	5360	5095	5439	5096	4506	4560	host	gene-VC_RS00795	0.09080516694126733	0	1
gene-VC_RS01515	2915	2225	3788	2321	2496	5255	1779	1642	638	1520	host	gene-VC_RS01515	0.501510972263947	0	1
gene-VC_RS10215	445	441	475	507	483	492	487	591	589	504	host	fliO	0.09750306211823778	0	1
gene-VC_RS02325	1979	2131	2201	2008	3064	3007	3199	3112	2842	2763	host	trmB	0.17801525149951672	0	1
gene-VPVV882_gp18	3372	5855	796	977	44115	43563	57754	64344	68608	66155	phage	gene-VPVV882_gp18	0.7860046178697808	0	0
gene-VC_RS17165	423	525	645	552	565	529	523	695	864	681	host	gene-VC_RS17165	0.19626168743163885	0	1
gene-VC_RS12895	1988	2025	2097	2005	2516	2505	2451	2334	2467	2002	host	cytR	0.09920008140183569	0	1
gene-VC_RS16365	1159	1226	1374	1407	797	698	711	1046	1114	992	host	tal	0.2299298563612255	0	1
gene-VC_RS09800	860	986	971	948	1151	1054	1265	1454	1594	1336	host	nhaC	0.19795441871729622	0	1
gene-VC_RS13840	1280	1343	1273	1212	2095	2309	2249	3155	3101	2854	host	gene-VC_RS13840	0.3542255728732675	0	1
gene-VC_RS14200	914	918	968	891	1646	1712	1677	1756	2314	1680	host	gene-VC_RS14200	0.3215508446078105	0	1
gene-VC_RS03120	147	143	139	128	211	201	201	291	289	263	host	gene-VC_RS03120	0.2949000126463171	0	1
gene-VC_RS09105	2101	1926	2038	1803	2362	2643	2426	2131	1925	1832	host	gene-VC_RS09105	0.12416162203906944	0	1
gene-VC_RS03640	490	510	481	496	576	611	578	800	789	766	host	gene-VC_RS03640	0.20000031205077126	0	1
gene-VC_RS18090	388	438	476	488	587	523	555	726	748	684	host	gene-VC_RS18090	0.20859697415567005	0	1
gene-VC_RS00475	304	402	450	502	401	475	361	497	452	442	host	gene-VC_RS00475	0.13797033347107054	0	1
gene-VC_RS09715	1303	1399	1444	1661	1438	1360	1294	1677	1771	1667	host	pabC	0.11076919493567065	0	1
gene-VC_RS02755	4204	4160	4441	4451	4334	4496	4667	4351	4170	3991	host	recA	0.04347025414622011	1	1
gene-VC_RS15925	620	665	635	605	1245	1140	1261	1457	1657	1274	host	gene-VC_RS15925	0.35155513930497545	0	1
gene-VC_RS05130	4953	5247	6435	6149	4563	4006	3925	1725	1795	1518	host	gene-VC_RS05130	0.42617701771851535	0	1
gene-VC_RS03305	150	170	178	139	249	251	214	412	405	391	host	gene-VC_RS03305	0.4004372746654196	0	1
gene-VC_RS05770	794	797	785	820	1246	1372	1338	1448	1349	1285	host	gene-VC_RS05770	0.23999018184136908	0	1
gene-VPVV882_gp36	5815	6676	2613	3030	38193	50661	43059	49100	38758	54541	phage	gene-VPVV882_gp36	0.7098073119250479	0	0
gene-VC_RS00135	1568	1528	1648	1548	703	505	582	844	818	807	host	ilvM	0.41246540126599945	0	1
gene-VC_RS17715	1940	1947	1770	1731	3353	2791	3224	4343	4376	3679	host	gene-VC_RS17715	0.3371355763889007	0	1
gene-VC_RS03455	493	507	504	524	628	598	600	581	521	534	host	fkpB	0.08312479505926304	0	1
gene-VC_RS15860	833	941	899	993	1327	1242	1362	2762	3023	2762	host	gene-VC_RS15860	0.5132303110708082	0	1
gene-VC_RS09195	496	643	605	584	1284	1310	1243	2421	2754	2341	host	gene-VC_RS09195	0.5886416293927126	0	1
gene-VC_RS11655	944	893	853	954	1064	981	1110	1433	1274	1400	host	fldB	0.18231588057677015	0	1
gene-VC_RS16545	629	692	620	635	1171	1090	1197	1352	1427	1142	host	gene-VC_RS16545	0.3034373968059712	0	1
gene-VC_RS07975	205	235	146	213	390	346	354	539	572	483	host	gene-VC_RS07975	0.40494772100628285	0	1
gene-VC_RS04790	5592	7188	8153	8204	1622	1367	1291	1052	946	911	host	cysK	0.842906063887921	0	1
gene-VC_RS06985	717	722	876	780	968	978	1028	1161	1217	1012	host	gene-VC_RS06985	0.172852675293596	0	1
gene-VC_RS04255	1635	1635	1572	1496	2125	1976	2321	2303	2131	1932	host	nadK	0.15333804379022278	0	1
gene-VC_RS00290	4651	3232	3646	3059	2570	4755	2908	2285	1861	1836	host	gene-VC_RS00290	0.3176331664266931	0	1
gene-VC_RS12950	485	533	523	601	702	694	634	681	724	605	host	fieF	0.1280762928960093	0	1
gene-VC_RS16840	2200	2478	2824	2633	2392	2123	2252	3065	3236	2903	host	gene-VC_RS16840	0.13966772608729824	0	1
gene-VC_RS09520	166	190	134	159	246	284	242	408	457	398	host	yfbR	0.4080716660402936	0	1
gene-VC_RS02735	2840	2880	2843	2898	734	658	625	606	603	547	host	cysT	0.7198569837713381	0	1
gene-VC_RS11665	586	712	576	749	989	1055	1009	1434	1261	1386	host	nadC	0.3074565436530474	0	1
gene-VC_RS04605	30	61	69	63	109	96	67	124	106	131	host	vpsK	0.35886359733446543	0	1
gene-VC_RS07325	17	33	28	36	62	59	53	89	107	80	host	gene-VC_RS07325	0.4872629473086668	0	1
gene-VC_RS18840	16	13	14	12	31	30	30	52	49	55	host	gene-VC_RS18840	0.5272704450162395	0	1
gene-VC_RS16850	2094	2377	2797	3188	2830	2632	2635	3168	3441	3122	host	gene-VC_RS16850	0.13812221367747685	0	1
gene-VC_RS08930	908	947	1014	921	1354	1328	1521	1862	2133	1720	host	gene-VC_RS08930	0.3000952634840003	0	1
gene-VC_RS13200	476	523	494	588	550	585	579	637	624	636	host	dtd	0.09559210873841144	0	1
gene-VC_RS03475	865	854	800	1004	916	1098	924	1202	1137	1177	host	gene-VC_RS03475	0.139187730593046	0	1
gene-VC_RS02035	1561	1720	1733	4206	1484	1360	1448	1691	1660	1676	host	mshL	0.4278666420376579	0	1
gene-VC_RS03630	503	541	556	601	463	432	456	522	533	508	host	phoB	0.09430988588656156	0	1
gene-VC_RS08525	1430	1515	1509	1495	1390	1351	1421	2572	2893	2339	host	gene-VC_RS08525	0.30520388446229396	0	1
gene-VC_RS16265	257	353	315	374	674	643	624	937	875	969	host	gene-VC_RS16265	0.4215333343173643	0	1
gene-VC_RS00405	476	526	432	439	953	1021	1076	1434	1228	1300	host	rmuC	0.4136916468883586	0	1
gene-VC_RS05785	1725	1815	1592	1738	2220	2147	2325	2890	3011	2666	host	cydD	0.21790113224738278	0	1
gene-VC_RS04620	469	789	521	558	1551	1534	1539	3940	3699	4009	host	gene-VC_RS04620	0.7446341449124376	0	1
gene-VC_RS11010	1640	1425	1460	2151	2070	2127	2077	2106	1865	1960	host	gene-VC_RS11010	0.14086931624451332	0	1
gene-VC_RS13675	33108	31343	37904	30634	7569	5345	5984	3503	2580	2522	host	gene-VC_RS13675	0.8866345906177019	0	1
gene-VC_RS01490	1374	1573	1447	1511	1532	1570	1530	1913	2096	1911	host	ubiD	0.13767936236609468	0	1
gene-VC_RS11335	72	124	112	142	213	267	193	205	233	213	host	gene-VC_RS11335	0.32941569096279005	0	1
gene-VC_RS12125	3985	3761	4140	3459	1480	1280	1423	987	971	792	host	gene-VC_RS12125	0.6004962489233323	0	1
gene-VC_RS03920	131	149	128	145	271	257	230	414	410	389	host	gene-VC_RS03920	0.43926098575568767	0	1
gene-VC_RS17265	414	442	373	311	631	658	687	1283	1317	1150	host	gene-VC_RS17265	0.5017843987635607	0	1
gene-VC_RS11755	12498	8968	7459	8122	20566	9676	13686	9834	8960	8361	host	gene-VC_RS11755	0.34579378273253303	0	1
gene-VC_RS11885	775	1097	1064	1207	832	774	714	1263	1151	1164	host	rpoE	0.19586239074769687	0	1
gene-VC_RS08025	163	172	189	170	219	234	184	351	366	379	host	gene-VC_RS08025	0.3425368253644511	0	1
gene-VC_RS04040	327	279	269	328	351	251	358	317	322	313	host	gene-VC_RS04040	0.1059900650334535	0	1
gene-VC_RS14365	111	159	99	93	398	487	460	635	685	643	host	emrD	0.609406848563393	0	1
gene-VC_RS12485	13903	15660	16698	14427	22939	19698	20725	63657	88572	18811	host	rplP	0.8170079351440263	0	1
gene-VC_RS06260	43	51	45	40	104	79	92	173	201	141	host	gene-VC_RS06260	0.5644051441517384	0	1
gene-VC_RS03545	1297	1422	1368	1374	2118	2190	1964	2601	2840	2421	host	gene-VC_RS03545	0.2747548185443214	0	1
gene-VC_RS12740	8664	8296	9117	8391	2031	1696	24140	1855	1464	1432	host	gene-VC_RS12740	0.9940795319847493	0	1
gene-VC_RS16290	33	35	33	41	88	76	76	131	126	139	host	phnW	0.5174954694682486	0	1
gene-VC_RS08075	646	742	786	861	1173	1158	1102	1696	1704	1732	host	gene-VC_RS08075	0.34289869995443256	0	1
gene-VC_RS01070	28507	30119	29132	24253	22185	16289	21820	16570	16248	13961	host	rpmB	0.25981149625544986	0	1
gene-VC_RS06335	1085	1176	1125	1062	1502	1668	1622	2235	2137	2100	host	gene-VC_RS06335	0.27801421447003216	0	1
gene-VC_RS16520	281	296	273	243	366	385	346	516	535	488	host	gene-VC_RS16520	0.2710132026547323	0	1
gene-VC_RS02955	1356	1442	1416	1344	1270	1149	1170	1737	1822	1602	host	gene-VC_RS02955	0.15036528540038976	0	1
gene-VC_RS18005	330	424	464	406	243	225	231	260	230	189	host	gene-VC_RS18005	0.31046183802331984	0	1
gene-VC_RS06405	125	140	102	126	196	173	188	305	323	319	host	gene-VC_RS06405	0.4052933115833998	0	1
gene-VC_RS11515	37	33	50	37	15	19	21	20	30	15	host	gene-VC_RS11515	0.396471423098676	0	1
gene-VC_RS02805	3471	3201	3558	3024	4861	5493	4019	3037	3053	2576	host	gene-VC_RS02805	0.23885395552186447	0	1
gene-VC_RS03795	2702	3253	3130	3352	5861	6563	5845	9055	8738	8046	host	gene-VC_RS03795	0.41040706942606375	0	1
gene-VC_RS01610	60831	55840	63541	50529	48172	46618	52392	75990	46957	39904	host	rplL	0.18268509851356945	0	1
gene-VC_RS10645	4175	4518	4950	4328	3426	3017	3708	2761	2950	2414	host	gene-VC_RS10645	0.22130334098101206	0	1
gene-VC_RS09265	9023	9480	9905	9400	10138	10180	11248	12537	10837	10940	host	clpX	0.09578174545634413	0	1
gene-VC_RS10775	516	566	636	749	640	681	663	1317	535	677	host	lpcA	0.31126830321271276	0	1
gene-VC_RS16530	244	236	225	235	287	292	363	474	477	404	host	glpD	0.28994519897256915	0	1
gene-VC_RS15910	988	1041	1069	1127	1185	1106	1051	1662	1777	1644	host	gene-VC_RS15910	0.2270902859415955	0	1
gene-VC_RS01495	149	185	178	202	196	181	173	226	201	204	host	gene-VC_RS01495	0.10567932873884082	0	1
gene-VC_RS16305	1145	1177	1292	1081	1621	1500	1650	1910	1970	1679	host	rnk	0.20047518169706582	0	1
gene-VC_RS08780	147	174	167	163	306	319	288	472	527	407	host	gene-VC_RS08780	0.43739434325998283	0	1
gene-VC_RS16495	70	103	66	87	96	82	78	138	134	118	host	gene-VC_RS16495	0.24997247896749683	0	1
gene-VC_RS00875	1021	947	1473	1594	1255	1066	1071	969	1012	762	host	gene-VC_RS00875	0.21469256285939747	0	1
gene-VC_RS08315	1155	1270	1324	1306	1174	1236	1049	1411	1522	1327	host	elyC	0.0998654907234387	0	1
gene-VC_RS08645	70	78	71	105	180	163	170	212	204	190	host	gene-VC_RS08645	0.3754637847449023	0	1
gene-VC_RS18535	311	294	271	277	470	499	508	665	776	589	host	gene-VC_RS18535	0.35975676441692955	0	1
gene-VC_RS06175	1934	2052	2059	2070	2491	2567	2632	3584	3470	3258	host	gene-VC_RS06175	0.22613955567340627	0	1
gene-VC_RS02825	1988	2338	2564	2446	1921	1947	1904	2476	2390	2352	host	oadA	0.11073560670536682	0	1
gene-VC_RS17705	622	591	670	574	888	968	937	991	1218	973	host	gene-VC_RS17705	0.24320808841525382	0	1
gene-VC_RS15050	767	817	662	734	1515	1584	1660	3005	3489	2919	host	gene-VC_RS15050	0.5858506377287773	0	1
gene-VC_RS07695	169	210	173	230	345	293	324	519	559	503	host	gene-VC_RS07695	0.41957689830125966	0	1
gene-VC_RS16615	33	41	39	33	57	59	56	100	105	87	host	gene-VC_RS16615	0.42211125211749945	0	1
gene-VC_RS17755	135	156	166	168	314	291	264	411	468	399	host	gene-VC_RS17755	0.41141613527279586	0	1
gene-VC_RS02060	445	540	624	639	363	376	376	425	494	449	host	gene-VC_RS02060	0.20037879699314795	0	1
gene-VC_RS16855	58	51	63	51	81	82	79	98	109	94	host	gene-VC_RS16855	0.2513317608586711	0	1
gene-VC_RS01670	1166	1463	1940	1408	1783	1976	1815	2319	2139	1990	host	asd	0.1876419339881589	0	1
gene-VC_RS03815	689	926	907	1048	1400	1462	1163	1741	1479	1746	host	gene-VC_RS03815	0.27489941757107805	0	1
gene-VC_RS05330	392	409	397	383	319	289	331	363	408	355	host	gene-VC_RS05330	0.10626944181628308	0	1
gene-VC_RS13230	343	325	338	366	344	367	400	327	310	291	host	gene-VC_RS13230	0.0865564253636759	0	1
gene-VC_RS15295	793	813	913	862	1483	1431	1625	2416	3469	2336	host	gene-VC_RS15295	0.5194109608442543	0	1
gene-VC_RS17015	956	873	760	792	1100	1006	1275	1398	1360	1274	host	gene-VC_RS17015	0.20811461020360109	0	1
gene-VC_RS17035	870	1039	800	853	2362	2335	2601	4101	4260	3639	host	gene-VC_RS17035	0.5695306563157276	0	1
gene-VC_RS10850	212	250	270	231	296	274	300	461	402	449	host	rnhB	0.2717075781514971	0	1
gene-VC_RS10260	1190	1343	1290	1427	922	993	871	1176	1144	1006	host	fliG	0.15476112126982375	0	1
gene-VC_RS03365	5401	5594	5061	4849	8348	53526	8962	10644	10723	8964	host	lysS	1.1419098828397518	0	1
gene-VC_RS05425	1356	1496	1400	1282	2552	2583	2508	4352	5200	4038	host	dusC	0.4983397457457319	0	1
gene-VC_RS07650	57	84	86	94	144	132	131	264	292	256	host	sodC	0.5243039060826716	0	1
gene-VC_RS01205	9694	7527	7879	11647	4898	3589	5173	4722	5494	4488	host	gene-VC_RS01205	0.3783002011926318	0	1
gene-VC_RS15115	286	357	414	375	456	393	432	649	712	687	host	gene-VC_RS15115	0.2997593281368184	0	1
gene-VC_RS02485	839	870	879	967	1241	1298	1246	1287	1307	1264	host	glmS	0.17148374533924005	0	1
gene-VC_RS11610	14800	39932	48529	60538	17712	22403	11919	23546	5847	26024	host	rnpB	0.6057069566017852	0	1
gene-VC_RS08505	654	795	786	881	843	723	811	1130	1010	1074	host	gene-VC_RS08505	0.16804582203383636	0	1
gene-VC_RS10065	2407	2843	3226	2996	1206	1028	1147	1066	1153	965	host	sdhD	0.4943286315360938	0	1
gene-VC_RS06560	289	396	417	375	460	509	484	651	556	650	host	gene-VC_RS06560	0.23232745319703527	0	1
gene-VC_RS03925	2894	2923	3269	3404	2178	2029	1876	2352	2425	2244	host	gene-VC_RS03925	0.1959600172657538	0	1
gene-VC_RS02920	21460	23108	24910	59174	18597	18642	20936	17900	13457	15069	host	rpsI	0.5313608274923836	0	1
gene-VC_RS04270	2003	1863	1973	2266	1929	1603	1585	4871	4422	4549	host	dnaJ	0.46797987644097727	0	1
gene-VC_RS08295	2831	3165	3121	2867	3002	3117	3015	5752	6085	5319	host	mukB	0.32763189767767464	0	1
gene-VC_RS06940	12479	13007	13300	11642	12518	11135	14487	11956	11276	9997	host	gene-VC_RS06940	0.09879302312897492	0	1
gene-VC_RS00665	492	502	642	554	534	425	534	442	451	375	host	gene-VC_RS00665	0.14597801622068404	0	1
gene-VC_RS07525	193	201	192	219	352	376	330	593	660	620	host	gene-VC_RS07525	0.473197068571191	0	1
gene-VC_RS12310	398	427	377	397	561	533	501	976	1083	1022	host	gene-VC_RS12310	0.4284062837277225	0	1
gene-VC_RS16130	134	160	153	161	193	165	175	219	196	194	host	gene-VC_RS16130	0.13699992551763207	0	1
gene-VC_RS18510	119	208	246	325	170	170	135	126	98	108	host	gene-VC_RS18510	0.39793111389253627	0	1
gene-VC_RS04785	16536	16864	18737	16987	15165	13330	14565	14140	17504	12474	host	gene-VC_RS04785	0.12167944861941407	0	1
gene-VC_RS11020	1168	1402	1236	1247	2373	2437	2254	3801	3848	3505	host	rimK	0.439259258353082	0	1
