Geneid	0_R1	0_R2	0_R3	6_R1	6_R2	6_R3	12_R1	12_R2	12_R3	18_R1	18_R2	18_R3	Entity	Symbol
gene-PA4588	2525	5095	3251	2431	4151	1652	942	2419	1423	898	1489	1414	host	gdhA
gene-PA1905	13	22	16	16	25	10	7	10	9	7	5	10	host	phzG2
gene-PA2952	9656	6762	9991	11620	27330	14318	11651	22203	12731	10164	23475	21536	host	etfB
gene-PA1663	845	453	290	890	363	157	816	315	314	616	463	128	host	gene-PA1663
gene-PA1366	722	2322	1593	425	670	361	367	425	547	290	497	344	host	gene-PA1366
gene-PA0348	102	156	143	63	114	66	58	83	68	66	84	85	host	gene-PA0348
gene-PA1429	4238	18554	11131	2633	2628	450	632	1188	994	1568	1374	519	host	gene-PA1429
gene-PA4392	150	388	283	135	249	171	85	144	186	108	146	196	host	gene-PA4392
gene-PA2067	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2067
gene-PA2786	31	73	34	40	63	65	31	36	15	35	31	18	host	gene-PA2786
gene-PA3232	47	163	86	41	175	59	29	75	107	39	67	52	host	gene-PA3232
gene-PA0620	2559	2095	5285	1413	1581	3942	1237	940	4062	1170	1157	4967	host	gene-PA0620
gene-PA4375	463	717	736	278	563	534	206	465	474	275	461	604	host	gene-PA4375
gene-PA4637a	198	147	108	138	244	183	95	141	90	117	97	137	host	gene-PA4637a
gene-PA4768	1341	1443	1705	1838	4238	3069	1606	2640	1446	1637	2029	2026	host	smpB
gene-PA2953	2346	3947	4035	9645	19711	6377	6092	15792	6926	4981	11937	8961	host	gene-PA2953
gene-PA4813	71	180	61	29	49	22	22	26	21	28	27	26	host	lipC
gene-PA0638	587	462	1258	327	354	945	261	143	835	253	239	1006	host	gene-PA0638
gene-PA4623	33	37	69	24	48	40	13	37	25	21	30	43	host	gene-PA4623
gene-PA4054	736	1424	980	972	5618	3273	1876	4125	2579	1128	5769	3220	host	ribB
gene-PA1005	966	1568	1287	687	1879	1220	563	991	1261	643	900	1098	host	gene-PA1005
gene-PA2834	124	249	141	76	280	131	84	188	122	80	145	144	host	gene-PA2834
gene-PA0952	2345	2728	2779	2557	3436	3492	2535	3222	2512	2190	2433	2198	host	gene-PA0952
gene-PA1124	672	1450	817	284	708	402	208	368	583	275	493	388	host	dgt
gene-PA3816	716	1075	980	1009	2718	1860	964	1624	1119	1062	1273	1373	host	cysE
gene-PA4267	21664	18860	14362	27149	62545	54625	42415	47507	45022	43203	48909	52543	host	rpsG
gene-PA1196	572	1899	899	281	307	129	105	182	201	164	192	113	host	gene-PA1196
gene-PA4227	42	74	40	37	78	38	101	68	223	19	125	197	host	pchR
gene-PA3168	9664	12261	8900	11179	24045	18577	9166	16443	13561	9459	13523	15858	host	gyrA
gene-PA0187	39	74	28	27	49	29	14	44	34	20	29	28	host	gene-PA0187
gene-PA4912	169	363	224	89	157	76	38	73	69	66	106	66	host	gene-PA4912
gene-PA2348	31	43	26	20	42	18	11	26	20	14	18	17	host	gene-PA2348
gene-PA3895	335	681	745	286	582	414	256	287	444	290	295	382	host	gene-PA3895
gene-PA5044	4106	11838	6447	3536	4819	1779	2431	5897	5235	2661	5080	4753	host	pilM
gene-PA4781	247	683	274	156	304	128	106	119	104	142	203	105	host	gene-PA4781
gene-PA5308	419	801	724	313	987	467	183	546	524	234	403	393	host	lrp
gene-PA2505	56	97	57	34	57	42	29	60	37	28	38	41	host	opdT
gene-PA0462	298	935	762	375	859	265	210	288	256	224	366	409	host	gene-PA0462
gene-PA0668.2	535	511	595	767	1070	1311	297	1483	271	755	674	698	host	gene-PA0668.2
gene-PA1466	375	461	501	464	742	502	334	574	314	250	383	295	host	gene-PA1466
gene-PA3709	181	442	312	96	165	88	64	116	99	90	113	90	host	gene-PA3709
gene-PA3364	468	2815	339	878	2350	196	230	746	200	238	312	149	host	amiC
gene-PA0207	150	620	500	59	149	68	65	78	135	72	105	72	host	gene-PA0207
gene-PA5207	1669	3790	2594	642	605	148	192	276	297	358	362	125	host	gene-PA5207
gene-PA4368	565	1965	1280	488	586	277	268	435	455	307	436	421	host	gene-PA4368
gene-PA1464	2308	4002	4350	1935	3913	2204	1370	2510	1512	1355	2178	1195	host	gene-PA1464
gene-PA1678	672	1018	906	995	2119	1100	673	1176	706	654	956	921	host	gene-PA1678
gene-PA0970	1402	1483	1372	1107	2764	1916	1772	2040	2220	1374	2940	3173	host	tolR
gene-PA0033	171	523	345	120	292	114	59	136	156	85	142	165	host	gene-PA0033
gene-PA2653	228	509	334	359	1541	1499	757	1014	459	821	1044	1171	host	gene-PA2653
gene-PA4534	577	453	629	373	582	407	240	335	352	298	318	321	host	gene-PA4534
gene-PA0874	188	1106	310	364	810	132	153	338	153	154	207	121	host	gene-PA0874
gene-PA3023	158	512	317	155	319	124	97	145	161	113	159	185	host	gene-PA3023
gene-PA4255	13560	8136	12553	9302	11299	14019	18478	17493	27096	21957	28080	21464	host	rpmC
gene-PA2196	0	0	0	1	0	0	0	0	0	0	0	0	host	gene-PA2196
gene-PA3984	724	707	717	668	1718	1258	536	1044	946	599	864	1098	host	lnt
gene-PA2997	1213	894	751	850	1942	1510	1034	1524	1974	1197	1615	1631	host	nqrC
gene-PA4701	1283	1749	1545	798	2479	1667	860	1294	1644	945	1311	1582	host	gene-PA4701
gene-PA2047	0	0	0	0	1	1	0	0	0	0	0	0	host	gene-PA2047
gene-PA1633	182	431	305	106	156	94	66	91	116	127	130	83	host	kdpA
gene-PA4280	589	773	793	786	2045	1667	816	1449	817	775	1049	1251	host	birA
gene-PA1620	37	79	65	102	154	47	22	75	65	24	39	36	host	gene-PA1620
gene-PA3415	108	558	106	116	427	82	79	114	48	96	80	69	host	gene-PA3415
gene-PA3662	1541	5225	3849	562	1450	915	533	590	869	729	1078	678	host	gene-PA3662
gene-PA0488	79	135	101	47	134	65	53	79	63	50	91	66	host	gene-PA0488
gene-PA1760	388	1643	1069	511	1640	538	219	605	441	202	367	451	host	gene-PA1760
gene-PA1966	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1966
gene-PA4696	4739	5449	4677	3439	6957	6650	2778	4914	6621	3157	4579	8540	host	ilvI
gene-PA5320	1011	1499	1568	1431	3244	1918	1009	2056	1510	1092	1362	1877	host	coaC
gene-phiYY_sS3	0	1	0	4196	5796	4834	847	760	1259	2193	1231	3543	phage	gene-phiYY_sS3
gene-PA4330	788	1674	979	503	857	668	447	627	674	519	671	562	host	gene-PA4330
gene-PA0011	627	1017	731	529	1421	715	414	764	629	574	702	721	host	gene-PA0011
gene-PA2499	43	75	35	30	46	24	18	28	44	11	26	19	host	gene-PA2499
gene-PA5520	404	988	688	302	614	266	187	297	379	219	295	305	host	gene-PA5520
gene-PA2865	690	1224	1042	696	1421	901	505	816	768	632	702	769	host	gene-PA2865
gene-PA3197	321	558	537	450	894	664	354	636	568	304	483	574	host	gene-PA3197
gene-PA1454	3155	7139	5602	2540	4196	2060	1583	2511	1961	1823	2384	1943	host	fleN
gene-PA3925	769	994	645	1044	1819	880	1523	2456	1282	977	2345	4348	host	gene-PA3925
gene-PA0103	160	177	145	109	323	190	103	188	142	135	137	200	host	gene-PA0103
gene-PA0113	184	324	514	142	178	122	90	115	122	134	126	123	host	gene-PA0113
gene-PA4761	25897	92022	31414	22746	89578	9911	5656	39711	3321	5990	27634	4916	host	dnaK
gene-PA4230	12	28	14	5	26	11	12	15	8	8	13	17	host	pchB
gene-PA2962	506	902	547	666	1377	1152	748	1249	986	617	948	1023	host	tmk
gene-PA2893	253	534	249	213	458	192	159	299	170	164	245	118	host	atuH
gene-PA2987	867	892	736	983	2503	1222	807	1413	1040	708	1042	1244	host	gene-PA2987
gene-PA0256	223	430	264	91	187	119	92	119	124	123	170	94	host	gene-PA0256
gene-PA3425	126	234	152	92	193	107	59	129	82	65	98	74	host	gene-PA3425
gene-PA5448	295	613	496	241	630	516	180	488	282	179	328	692	host	wbpY
gene-PA0092	355	208	299	272	436	402	277	341	379	281	360	589	host	gene-PA0092
gene-PA2080	0	0	0	0	0	0	0	0	0	0	1	0	host	kynU
gene-PA4125	106	329	79	178	273	37	130	289	48	87	170	24	host	hpcD
gene-PA0380	374	409	593	732	1520	1117	575	978	563	496	626	865	host	gene-PA0380
gene-PA4214	38	53	26	19	51	15	15	20	23	14	16	17	host	phzE1
gene-PA3927	96	246	215	49	112	65	51	63	115	54	80	88	host	gene-PA3927
gene-PA2866	236	559	545	235	529	306	154	237	280	172	268	275	host	mttC
gene-PA1265	29	41	22	26	25	11	23	21	16	15	31	17	host	gene-PA1265
gene-PA0732	374	833	714	277	380	249	209	229	283	251	262	252	host	gene-PA0732
gene-PA1864	68	470	404	24	56	22	22	15	17	5	20	8	host	gene-PA1864
gene-PA2724	46	116	80	49	97	63	36	49	68	28	53	50	host	gene-PA2724
gene-PA2899	188	562	311	156	344	174	123	221	207	119	167	178	host	gene-PA2899
gene-PA3879	2110	5482	4994	995	986	337	344	540	560	475	535	274	host	narL
gene-PA2332	183	347	206	113	261	192	104	199	285	111	159	170	host	gene-PA2332
gene-PA3522	136	312	245	100	154	137	74	133	152	113	147	143	host	gene-PA3522
gene-PA2772a	82	101	86	39	132	72	72	77	76	76	97	78	host	gene-PA2772a
gene-PA0533	318	733	450	264	689	319	132	321	312	126	261	185	host	gene-PA0533
gene-PA3932	84	123	124	64	99	43	48	47	53	36	58	61	host	gene-PA3932
gene-PA5466	150	272	249	101	230	140	103	117	186	110	132	144	host	gene-PA5466
gene-PA1681	1251	1554	1498	1263	3433	1920	980	1623	1508	1230	1730	1756	host	aroC
gene-PA4082	172	264	171	107	202	113	78	111	112	83	152	112	host	cupB5
gene-PA4960	1518	2156	2457	2252	4907	2820	1457	2699	2207	1548	2000	2261	host	gene-PA4960
gene-PA4040	155	417	374	80	165	103	75	120	127	82	112	91	host	gene-PA4040
gene-PA2109	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2109
gene-PA1173	49	222	61	110	199	77	42	82	39	53	54	55	host	napB
gene-PA3283	120	190	449	101	122	476	86	93	395	104	113	477	host	gene-PA3283
gene-PA3782	276	598	347	160	462	292	156	233	304	191	247	237	host	gene-PA3782
gene-PA3986	169	360	265	58	84	57	63	55	56	88	110	45	host	gene-PA3986
gene-PA2633	476	985	675	500	656	291	284	520	504	296	439	341	host	gene-PA2633
gene-PA4163	1060	1561	1098	580	1640	1139	592	804	1095	619	992	1143	host	gene-PA4163
gene-PA1887	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1887
gene-PA0210	15	52	28	27	38	13	5	22	13	9	8	8	host	mdcC
gene-PA1325	80	400	188	114	243	145	64	137	142	73	170	132	host	gene-PA1325
gene-PA4087	17	26	15	14	23	12	6	17	13	5	7	4	host	gene-PA4087
gene-PA1284	155	339	163	113	471	112	69	170	125	69	126	111	host	gene-PA1284
gene-PA4742	2672	3071	3668	4560	7109	8194	5235	8499	5355	4472	6265	6056	host	truB
gene-PA0787	375	733	705	228	458	314	184	248	277	218	257	222	host	gene-PA0787
gene-PA3255	450	937	631	397	984	631	250	602	613	313	491	534	host	gene-PA3255
gene-PA3768	829	2755	2398	1189	1987	1289	1317	1607	2041	775	1405	2055	host	gene-PA3768
gene-phiYY_sM2	0	0	0	2487	3694	3097	770	686	1177	2245	1264	3859	phage	gene-phiYY_sM2
gene-PA3247	1053	2422	2387	1360	3043	1998	960	1886	1972	1014	1302	1515	host	gene-PA3247
gene-PA3446	254	163	91	152	92	84	106	52	88	122	101	114	host	gene-PA3446
gene-PA3467	63	130	110	50	91	50	36	51	57	42	55	61	host	gene-PA3467
gene-PA3306	423	1143	1020	300	598	263	228	311	345	291	418	300	host	gene-PA3306
gene-PA0421	1352	1218	905	687	3224	1906	767	1522	1113	1031	1557	1492	host	gene-PA0421
gene-PA3923	259	1010	418	112	227	174	77	96	173	108	94	76	host	gene-PA3923
gene-PA0042	204	250	273	278	395	208	127	179	170	155	171	197	host	gene-PA0042
gene-PA4022	188	710	507	128	218	740	70	111	610	92	113	344	host	gene-PA4022
gene-PA3915	214	126	265	140	192	121	1914	164	136	3100	6042	1402	host	moaB1
gene-PA3618	259	545	525	198	465	293	125	311	411	166	286	309	host	gene-PA3618
gene-PA1346	51	104	37	36	80	27	28	29	25	27	24	21	host	gene-PA1346
gene-PA3646	2840	2946	3542	2902	5714	6390	3283	4738	5251	3459	4260	5803	host	lpxD
gene-PA0192	76	115	76	43	90	51	20	46	56	27	46	41	host	gene-PA0192
gene-PA1237	63	82	52	21	47	23	21	35	29	26	34	34	host	gene-PA1237
gene-PA4334	228	382	421	206	379	321	160	318	366	159	243	284	host	gene-PA4334
gene-PA4053	2188	2442	2591	2823	8492	6322	3533	5103	4342	3043	5297	5010	host	ribE
gene-PA0887	834	2820	790	486	1324	1762	215	377	2834	369	271	328	host	acsA
gene-PA0626	1234	793	1758	508	503	1123	459	281	1021	399	339	1444	host	gene-PA0626
gene-PA1867	27	32	27	32	61	25	52	125	45	26	69	72	host	xphA
gene-PA0554	635	845	943	788	1901	1755	813	1599	1265	851	1099	1521	host	gene-PA0554
gene-PA1262	53	92	46	50	72	35	17	39	46	22	47	39	host	gene-PA1262
gene-PA4072	235	1109	434	144	425	91	55	295	116	105	225	75	host	gene-PA4072
gene-PA1324.1	56	152	156	71	150	79	28	81	79	42	101	80	host	gene-PA1324.1
gene-PA4983	114	462	209	118	242	101	60	135	142	64	155	89	host	gene-PA4983
gene-PA2643	4139	2457	2526	2844	2997	889	2066	2149	2233	2328	3138	2428	host	nuoH
gene-PA3574a	225	708	818	180	867	590	227	583	391	416	737	367	host	gene-PA3574a
gene-PA3252	54	128	56	30	73	26	39	34	31	40	45	38	host	gene-PA3252
gene-PA1585	35307	18530	16548	21829	21943	15620	18581	19754	19178	19010	24501	20777	host	sucA
gene-PA5511	616	1344	1044	441	1098	702	363	651	840	426	634	722	host	mifR
gene-PA2658	952	938	535	657	1090	558	487	606	448	486	616	527	host	gene-PA2658
gene-PA3523	47	157	89	43	87	69	28	52	86	64	71	71	host	gene-PA3523
gene-PA2705	497	1318	758	514	997	469	343	726	421	359	659	773	host	gene-PA2705
gene-PA0211	45	134	49	63	142	39	19	73	16	25	48	18	host	mdcD
gene-PA4098	47	50	32	26	40	29	20	30	25	31	34	31	host	gene-PA4098
gene-PA2839	113	236	117	309	812	110	146	560	102	98	264	80	host	gene-PA2839
gene-PA0552	2647	1963	2371	1276	5052	3683	1409	2713	3176	1740	2717	2655	host	pgk
gene-PA1796.1	1699	2073	3519	2716	4403	4618	1402	5036	1926	2378	2616	3224	host	gene-PA1796.1
gene-PA0775	298	308	331	527	1645	1372	701	953	583	876	828	1152	host	gene-PA0775
gene-PA0843	51	129	91	46	77	25	27	18	26	22	33	28	host	plcR
gene-PA2672	15	53	24	13	40	26	11	21	24	5	23	12	host	gene-PA2672
gene-PA3402	223	359	318	184	457	344	160	257	337	190	244	290	host	gene-PA3402
gene-PA4020	1043	1540	1435	1007	2553	1570	748	1263	1293	2111	1283	1434	host	mpl
gene-PA4929	483	873	434	280	523	369	224	302	295	256	349	274	host	gene-PA4929
gene-PA3200	531	1059	937	658	1283	808	469	804	601	554	693	787	host	gene-PA3200
gene-PA4614	1358	1554	1907	946	1549	1112	705	1755	2484	889	1245	1779	host	mscL
gene-PA0040	505	581	517	451	829	903	536	672	1017	548	821	1422	host	gene-PA0040
gene-PA5098	212	994	108	205	1002	68	79	722	38	98	394	35	host	hutH
gene-PA0864	41	76	50	52	107	99	42	81	131	37	65	72	host	gene-PA0864
gene-PA5425	1021	1251	1054	1116	3836	2789	1454	2002	1356	1776	1877	2547	host	purK
gene-PA4462	2375	5796	7302	2628	6972	5017	2386	4828	3875	2518	3871	4025	host	rpoN
gene-PA2429	21	49	31	18	49	33	12	20	24	7	20	22	host	gene-PA2429
gene-PA2277	55	71	55	45	103	68	41	59	75	43	77	80	host	arsR
gene-PA0018	492	960	1025	822	1887	1386	610	1270	1236	692	777	1411	host	fmt
gene-PA0730	464	500	308	518	761	501	253	338	325	361	210	198	host	gene-PA0730
gene-PA3746	2398	2227	2733	3243	8030	6657	3306	4905	4108	3672	3963	5627	host	ffh
gene-PA0306a	1729	1753	1917	1001	1423	914	557	719	605	633	719	463	host	gene-PA0306a
gene-PA2926	77	100	59	32	71	59	42	52	56	47	56	36	host	hisP
gene-PA5353	33	70	48	35	63	19	14	19	18	13	18	19	host	glcF
gene-PA3674	465	934	925	488	1313	936	503	797	748	444	702	1148	host	gene-PA3674
gene-PA0221	41	102	78	20	60	37	13	41	23	13	38	26	host	gene-PA0221
gene-PA0224	155	298	203	70	181	104	59	75	113	72	129	113	host	gene-PA0224
gene-PA1321	112	99	122	84	97	50	147	106	45	432	187	104	host	cyoE
gene-PA3360	63	126	77	101	218	57	82	138	72	91	111	84	host	gene-PA3360
gene-PA3532	662	737	1955	1230	1335	1577	312	634	628	643	456	458	host	gene-PA3532
gene-PA0537	1281	1425	1497	1048	2401	1236	800	1131	1006	871	1115	1682	host	gene-PA0537
gene-PA3512	32	56	50	20	45	22	15	12	30	15	14	22	host	gene-PA3512
gene-PA1980	0	0	0	0	0	0	0	0	0	0	0	0	host	eraR
gene-PA2551	386	1213	761	346	1460	763	202	476	463	243	541	304	host	gene-PA2551
gene-PA5011	994	3242	1265	1628	4017	2579	1403	2732	1646	1277	1950	1784	host	waaC
gene-PA0645	338	546	919	168	294	520	180	126	453	170	176	542	host	gene-PA0645
gene-PA2827	450	1142	1014	240	631	270	167	363	414	241	475	338	host	gene-PA2827
gene-PA0897	881	754	974	777	936	1077	632	545	977	702	799	1279	host	aruG
gene-PA3564	155	335	290	204	368	247	139	288	296	154	217	274	host	gene-PA3564
gene-PA1657	2610	712	491	2138	1360	531	1651	986	243	890	806	272	host	gene-PA1657
gene-PA4027a	115	341	225	81	169	83	49	73	96	47	78	73	host	gene-PA4027a
gene-PA5473	728	3336	1751	758	1818	300	269	435	401	350	482	434	host	gene-PA5473
gene-PA3308	1774	1819	2074	2422	8026	6813	3607	4254	3778	3830	4380	5712	host	gene-PA3308
gene-PA3874	345	866	1100	256	699	846	442	391	316	2759	493	182	host	narH
gene-PA4102	122	279	212	117	213	108	54	122	153	60	112	80	host	bfmS
gene-PA3781	84	208	147	72	94	75	46	45	100	33	54	55	host	gene-PA3781
gene-PA3018	628	770	1149	325	737	526	248	455	555	374	484	526	host	gene-PA3018
gene-PA4690a	353	560	544	333	632	524	279	464	386	313	377	453	host	gene-PA4690a
gene-PA4857	77	106	103	66	149	112	37	80	81	52	68	82	host	gene-PA4857
gene-PA0540	118	156	172	159	184	108	64	144	96	43	77	94	host	gene-PA0540
gene-PA1714	262	351	508	263	487	805	186	321	653	253	311	728	host	exsD
gene-PA2214	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2214
gene-PA2507	29	72	50	18	42	25	10	26	32	21	25	14	host	catA
gene-PA1610	1486	3535	5732	1366	3778	2597	1386	2026	2149	2303	2396	2043	host	fabA
gene-PA5010	1177	4375	1467	1471	4230	3022	1515	3085	2038	1417	2523	2009	host	waaG
gene-PA4286	340	681	616	347	783	758	443	504	593	432	545	771	host	gene-PA4286
gene-PA3238	296	533	388	234	814	376	226	492	2529	212	311	564	host	gene-PA3238
gene-PA1892	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1892
gene-PA0772	253	431	484	387	596	1096	613	923	829	570	712	953	host	recO
gene-PA0284	136	217	210	97	181	162	125	131	106	135	214	189	host	gene-PA0284
gene-PA3743	7451	6274	8090	14837	33202	30226	18140	23926	16277	19539	20064	26445	host	trmD
gene-PA0063	447	864	893	328	782	473	239	493	700	303	463	583	host	gene-PA0063
gene-PA1993	0	0	0	0	3	0	0	0	0	0	0	0	host	gene-PA1993
gene-PA3030	112	229	177	72	201	125	35	90	170	66	86	109	host	mobA
gene-PA5343	579	1005	757	417	1406	896	322	690	803	400	768	823	host	gene-PA5343
gene-PA1502	74	261	106	55	84	39	41	51	87	37	64	73	host	gcl
gene-PA3221	177	234	138	120	378	157	71	169	126	91	152	104	host	csaA
gene-PA5492	1490	2525	2097	2047	3282	1702	1159	2049	1446	1216	1384	1724	host	gene-PA5492
gene-PA2365	79	134	87	47	73	40	47	38	51	76	66	34	host	gene-PA2365
gene-PA2622	2116	3559	3108	1123	1805	858	632	1078	1149	920	1288	815	host	cspD
gene-PA4052	1629	1962	1843	2141	6590	5141	2631	4004	3516	2359	4205	3886	host	nusB
gene-PA3025	169	302	191	125	254	151	109	158	153	113	195	190	host	gene-PA3025
gene-PA4252	17567	10610	16772	11613	12813	12796	19048	17359	30002	26986	32454	25902	host	rplX
gene-PA4397	133	229	170	120	267	154	124	203	154	116	142	179	host	panE
gene-PA1796	746	835	990	1396	3142	2273	1374	1950	1329	1307	1490	1745	host	folD
gene-PA1385	51	137	57	48	105	49	25	50	32	26	34	38	host	gene-PA1385
gene-PA0195.1	87	212	129	126	414	132	122	596	326	145	345	597	host	pntAB
gene-PA1879	95	139	96	80	138	82	89	96	73	72	91	70	host	gene-PA1879
gene-PA5428	3491	10357	4860	3818	3908	544	685	1240	700	916	725	369	host	gene-PA5428
gene-PA1590	872	1048	965	1690	3031	2184	977	2154	1115	1025	1246	1972	host	braB
gene-PA4863	429	580	604	202	326	243	121	170	236	159	185	152	host	gene-PA4863
gene-PA1983	0	0	0	0	0	0	0	0	0	0	0	0	host	exaB
gene-PA1841	539	573	606	510	1145	777	429	698	635	483	592	559	host	gene-PA1841
gene-PA3158	3792	4703	2737	5128	14205	6555	3174	7372	4187	3117	4221	4649	host	wbpB
gene-PA3261	404	976	520	340	572	289	244	332	208	274	326	277	host	gene-PA3261
gene-PA1791	364	305	280	476	1244	1495	798	997	804	800	1078	1708	host	gene-PA1791
gene-PA1147	159	179	150	88	148	110	86	95	106	127	112	114	host	gene-PA1147
gene-PA2234	621	836	543	665	1248	1308	1347	1473	1890	1073	1398	1288	host	pslD
gene-PA5128	4084	2060	3642	3017	8275	6499	3343	4756	4701	3366	4978	5474	host	secB
gene-PA5276	569	840	1091	787	1772	1010	572	1050	678	619	845	920	host	lppL
gene-PA2237	605	659	546	731	844	576	1229	948	1753	1149	1272	1744	host	pslG
gene-PA1810	908	1367	1584	711	1184	911	437	948	787	474	840	842	host	gene-PA1810
gene-PA2792	101	98	102	103	219	267	116	147	158	148	158	251	host	gene-PA2792
gene-PA0233	190	345	338	122	385	187	101	168	241	119	183	148	host	gene-PA0233
gene-PA0793	367	440	446	397	527	165	160	364	236	192	340	201	host	gene-PA0793
gene-PA3257	4077	11156	8137	3143	9578	3915	1879	5016	6408	2129	4472	3699	host	prc
gene-PA1184	131	308	198	61	198	145	43	109	210	86	155	157	host	gene-PA1184
gene-PA1049	2907	4453	3659	942	1966	788	548	802	805	941	1020	727	host	pdxH
gene-PA2657	710	802	509	530	916	495	402	534	419	393	561	479	host	gene-PA2657
gene-PA1258	31	65	34	28	34	19	15	23	16	21	19	18	host	gene-PA1258
gene-PA2605	317	982	473	273	605	322	203	365	257	235	371	323	host	gene-PA2605
gene-PA0616	793	587	1532	466	543	1513	426	288	1476	374	425	1639	host	gene-PA0616
gene-PA1236	63	129	76	34	52	44	30	40	47	39	35	33	host	gene-PA1236
gene-PA4244	22375	15659	16727	18735	47894	43634	36259	41913	46344	43311	51692	48016	host	rplO
gene-PA1073	149	481	407	178	188	241	79	139	684	86	144	436	host	braD
gene-PA4447	1252	1448	768	719	1704	1643	953	1990	2037	936	1377	1287	host	hisC1
gene-PA2353	239	216	201	160	387	274	145	215	260	183	248	230	host	gene-PA2353
gene-PA3386	280	587	423	255	397	127	111	182	160	130	140	175	host	gene-PA3386
gene-PA4385	71642	91377	66018	42768	124487	31107	14849	63939	16981	14474	50951	15826	host	groEL
gene-PA1483	2385	1376	2036	2486	1818	2268	1876	1687	1728	1646	1799	1343	host	cycH
gene-PA2647	5099	3022	2959	4538	4365	1835	2917	2822	2219	3135	3782	3576	host	nuoL
gene-PA1972	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1972
gene-PA5256	352	700	556	334	852	523	194	495	433	257	316	373	host	dsbH
gene-PA2881	77	114	103	66	153	67	47	80	73	56	85	64	host	gene-PA2881
gene-PA2121	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2121
gene-PA5191	117	275	219	55	202	141	57	111	122	79	107	105	host	gene-PA5191
gene-PA3636	3933	2842	2746	5782	13113	9628	5308	6979	5168	4990	5445	6330	host	kdsA
gene-PA1138	64	269	149	36	93	71	27	70	90	39	69	62	host	gene-PA1138
gene-PA2522	34	53	28	15	54	7	13	37	18	10	22	16	host	czcC
gene-PA0345	284	517	360	155	442	217	139	212	273	172	245	234	host	gene-PA0345
gene-PA1860	180	454	180	134	190	74	67	90	67	103	120	57	host	gene-PA1860
gene-PA2995	998	686	774	773	1061	1016	710	1168	1441	755	1241	1135	host	nqrE
gene-PA4750	1651	4468	2734	4095	9993	2919	2017	6446	2490	1445	2926	2369	host	folP
gene-PA3401	180	255	185	94	269	223	114	162	211	103	149	181	host	gene-PA3401
gene-PA4643	274	353	530	301	769	694	361	431	473	349	433	487	host	gene-PA4643
gene-PA1069	1276	1359	1256	919	1801	1938	1070	1355	2616	1056	1726	3382	host	gene-PA1069
gene-PA1382	647	1955	1398	505	768	388	263	445	407	412	492	365	host	gene-PA1382
gene-PA3755	396	747	924	255	620	345	258	346	372	332	415	356	host	gene-PA3755
gene-PA3963a	100	91	113	50	128	65	43	66	67	46	124	59	host	gene-PA3963a
gene-PA4260	25385	19917	23429	22066	60268	55622	53312	52842	66138	52940	98612	51946	host	rplB
gene-PA0237	28	46	34	11	45	32	7	23	24	11	35	25	host	gene-PA0237
gene-PA0765	1236	1917	2087	2113	5313	1803	900	2211	1054	864	1051	1402	host	mucC
gene-PA4850	427	569	589	737	2234	1335	692	1291	918	761	908	1220	host	prmA
gene-PA0757	387	371	384	436	937	793	441	738	685	386	581	803	host	gene-PA0757
gene-PA1890	0	0	1	0	0	0	0	0	0	0	0	0	host	gene-PA1890
gene-PA4328	2602	6558	3891	453	700	140	318	203	493	1021	968	228	host	gene-PA4328
gene-PA4077	96	115	86	77	131	136	71	108	96	69	115	120	host	gene-PA4077
gene-PA4419	772	2170	1413	632	1291	1240	533	907	1004	665	840	916	host	ftsL
gene-PA3378	42	92	49	34	75	39	19	30	23	32	42	44	host	gene-PA3378
gene-PA2389	90	110	104	172	319	277	250	278	291	112	223	352	host	pvdR
gene-PA5251	434	757	568	414	1131	807	334	700	550	314	549	545	host	gene-PA5251
gene-PA2524	194	403	178	138	416	151	129	230	169	152	263	236	host	gene-PA2524
gene-PA4173	22	29	23	8	13	10	3	10	5	9	8	5	host	gene-PA4173
gene-PA1206	187	370	276	178	546	385	150	301	343	276	273	470	host	gene-PA1206
gene-PA4236	21339	33447	33947	12108	19658	9016	7209	70348	64048	7139	51435	67148	host	katA
gene-PA3962	236	386	393	165	480	264	117	222	232	149	201	254	host	gene-PA3962
gene-PA3331	688	383	77	637	425	48	412	198	73	198	181	71	host	gene-PA3331
gene-PA1771	363	233	260	778	1551	1284	677	1394	679	659	802	956	host	estX
gene-PA4355	136	309	119	83	179	123	44	54	126	52	72	87	host	gene-PA4355
gene-PA1131	251	289	130	152	123	37	60	73	51	49	61	32	host	gene-PA1131
gene-PA4422	461	783	604	552	1104	744	343	537	421	431	403	513	host	gene-PA4422
gene-PA2087	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2087
gene-PA2305	902	1083	903	428	921	661	258	526	604	338	463	422	host	ambB
gene-PA4061	1103	4437	1766	673	3502	984	464	1481	912	567	1332	893	host	gene-PA4061
gene-PA1211	39	69	39	21	42	18	10	21	14	17	26	23	host	gene-PA1211
