Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol
gene-VC_RS09490	198	221	243	135	145	118	76	76	101	host	menC
gene-VC_RS05295	1390	1426	1756	1280	1708	1870	709	848	846	host	gene-VC_RS05295
gene-VC_RS10155	837	880	1037	736	824	741	832	933	1036	host	mnmC
gene-VC_RS04060	360	376	483	358	339	316	658	812	707	host	gene-VC_RS04060
gene-VC_RS11325	4082	5027	5285	27980	3970	3520	2964	8644	6360	host	gene-VC_RS11325
gene-VC_RS17460	63	54	64	64	112	70	115	117	93	host	gene-VC_RS17460
gene-VC_RS13150	413	325	387	375	289	242	212	245	254	host	gspG
gene-VC_RS09205	2431	2960	2888	2150	2269	1880	1755	1969	1838	host	gene-VC_RS09205
gene-VC_RS13230	201	200	242	211	229	199	187	210	232	host	gene-VC_RS13230
gene-VC_RS01990	1225	1271	1622	964	1232	1021	858	1044	1113	host	gene-VC_RS01990
gene-VC_RS12530	773	917	1108	928	957	874	859	946	972	host	rlmB
gene-VPVV882_gp21	622	471	643	4220	5604	5467	16379	18780	18357	phage	gene-VPVV882_gp21
gene-VC_RS01860	3036	580	795	626	844	857	883	1009	1134	host	gene-VC_RS01860
gene-VC_RS03835	444	432	573	382	485	364	378	527	562	host	gene-VC_RS03835
gene-VC_RS06315	325	477	544	386	483	366	732	738	861	host	thiD
gene-VC_RS17200	550	510	606	495	610	475	566	731	804	host	gene-VC_RS17200
gene-VC_RS16940	785	1060	984	745	909	732	1016	933	917	host	gene-VC_RS16940
gene-VC_RS03825	3685	4510	5054	3428	3703	3604	3493	3671	3693	host	der
gene-VC_RS01335	2558	2714	3252	2031	2576	1844	1332	1922	1739	host	purD
gene-VC_RS04025	923	958	1087	1042	1190	954	1450	1681	1751	host	gene-VC_RS04025
gene-VC_RS01300	400	424	517	341	450	357	300	448	439	host	gene-VC_RS01300
gene-VC_RS15465	478	423	535	451	577	564	732	867	1019	host	gene-VC_RS15465
gene-VC_RS11880	1234	1339	1691	1118	1331	1218	765	979	969	host	gene-VC_RS11880
gene-VC_RS10450	986	830	955	660	707	629	445	664	631	host	gene-VC_RS10450
gene-VC_RS09615	491	609	688	452	609	451	481	514	600	host	gene-VC_RS09615_gene_msrB
gene-VC_RS03265	535	609	642	609	599	747	728	680	760	host	rbfA
gene-VC_RS11150	516	586	656	387	480	376	399	457	476	host	csdA
gene-VC_RS17655	731	881	495	1101	1360	862	836	820	904	host	hutX
gene-VC_RS18105	86	110	137	77	123	103	165	151	153	host	gene-VC_RS18105
gene-VC_RS06320	5988	6698	7857	5434	6133	5227	5361	5701	5900	host	asnS
gene-VC_RS13650	245	320	319	236	279	191	177	235	249	host	deoD
gene-VC_RS04065	1117	1186	4937	1075	1001	846	1466	1534	1672	host	gene-VC_RS04065
gene-VC_RS08080	1301	1316	1585	1354	1549	1360	1799	2504	2386	host	cls
gene-VC_RS15655	643	838	1152	767	768	640	1637	958	1309	host	gene-VC_RS15655
gene-VC_RS06120	315	302	402	277	242	177	126	136	170	host	yfaE
gene-VC_RS06710	1160	1160	1253	1521	1498	1144	1500	1963	1913	host	gene-VC_RS06710
gene-VC_RS06980	5380	6020	6683	3051	3151	2701	2036	2214	2236	host	ccoN
gene-VC_RS01045	331	308	391	269	294	224	2629	291	266	host	slmA
gene-VC_RS15765	1763	2398	3497	1894	3139	3035	4432	4963	6031	host	gene-VC_RS15765
gene-VC_RS00680	687	816	883	547	737	642	522	588	551	host	ftsE
gene-VC_RS01715	759	1097	1569	883	1630	1691	870	1028	1089	host	gene-VC_RS01715
gene-VC_RS08155	587	695	792	399	435	399	416	363	413	host	gene-VC_RS08155
gene-VC_RS08790	175	159	223	148	221	156	229	286	266	host	gene-VC_RS08790
gene-VC_RS00100	134	132	169	139	176	135	197	339	344	host	gene-VC_RS00100
gene-VC_RS15965	223	221	269	175	267	133	195	269	203	host	gene-VC_RS15965_gene_tatA
gene-VC_RS10435	1102	1110	1350	907	1116	941	615	806	807	host	ushA
gene-VC_RS00370	753	827	895	1067	1053	903	1489	1515	1653	host	gene-VC_RS00370
gene-VC_RS08400	587	678	675	476	540	416	633	781	820	host	gene-VC_RS08400
gene-VC_RS00655	39	25	64	50	50	39	30	48	29	host	gene-VC_RS00655
gene-VC_RS17335	633	690	839	537	726	549	425	589	593	host	gene-VC_RS17335
gene-VC_RS11380	5608	6948	7616	3911	4202	3486	1505	1611	1721	host	thrB
gene-VC_RS05760	2549	2320	2511	1184	552	592	197	129	171	host	gene-VC_RS05760
gene-VC_RS03340	3529	3555	4234	3294	3651	2941	3607	3929	4201	host	prfC
gene-VC_RS10900	1447	1696	1770	1315	1208	1157	1034	1093	1140	host	uppS
gene-VC_RS07305	484	603	234	118	151	74	102	129	112	host	gene-VC_RS07305
gene-VC_RS06335	758	781	1039	829	1073	1008	819	1309	1401	host	gene-VC_RS06335
gene-VC_RS15395	266	288	315	271	280	228	361	365	414	host	gene-VC_RS15395
gene-VC_RS16875	2347	2493	2981	1580	1674	1777	1518	1568	1766	host	luxQ
gene-VC_RS14995	510	570	649	440	587	588	514	547	673	host	gene-VC_RS14995
gene-VC_RS09785	5438	6297	7546	3438	3858	3132	2224	2594	2702	host	adhE
gene-VC_RS04285	117	92	111	97	95	88	154	183	232	host	gene-VC_RS04285
gene-VC_RS09970	1462	1509	1780	1297	1488	1160	1197	1426	1488	host	flhA
gene-VC_RS16345	150	157	229	132	175	172	158	204	182	host	moeB
gene-VC_RS05240	649	789	871	641	790	707	1171	1133	1136	host	gene-VC_RS05240
gene-VC_RS07205	3795	2742	3641	3126	3420	2790	2439	4054	3469	host	gene-VC_RS07205
gene-VC_RS08650	53	54	105	63	63	49	55	70	81	host	gene-VC_RS08650
gene-VC_RS05110	3576	3907	3252	2248	1700	1246	1339	1220	1273	host	gene-VC_RS05110
gene-VC_RS17305	2717	3598	4512	2421	4132	5109	1637	1902	2627	host	gene-VC_RS17305
gene-VC_RS12935	506	589	680	4158	648	459	1336	674	1478	host	zapB
gene-VC_RS11305	365	342	527	336	424	355	345	365	439	host	gene-VC_RS11305
gene-VC_RS15900	127	169	262	128	206	193	231	255	239	host	cra
gene-VC_RS03895	392	486	363	1335	1221	1169	882	868	2938	host	gene-VC_RS03895
gene-VC_RS00110	6870	8815	7228	4198	1095	836	1998	487	840	host	gene-VC_RS00110
gene-VC_RS18790	686	639	834	488	468	467	411	438	527	host	gene-VC_RS18790
gene-VC_RS00160	722	993	994	713	927	707	707	721	834	host	gene-VC_RS00160
gene-VC_RS10265	2968	4557	4471	2573	3229	2176	2355	1975	2213	host	fliF
gene-VC_RS11700	471	624	621	509	530	399	572	454	469	host	yacG
gene-VC_RS15595	291	357	416	276	310	222	435	503	494	host	gene-VC_RS15595
gene-VC_RS16785	144	184	180	128	147	136	95	145	146	host	gene-VC_RS16785
gene-VC_RS07945	1934	2216	2838	2052	2837	2242	2658	3223	3533	host	rplY
gene-VC_RS02020	2981	3157	3568	2298	2548	2221	1871	2093	2052	host	gene-VC_RS02020
gene-VC_RS02420	6432	7169	7689	4522	5383	4102	9433	11036	10741	host	metK
gene-VC_RS14850	209	154	275	199	246	226	229	344	381	host	gene-VC_RS14850
gene-VC_RS04005	42	33	39	33	32	34	26	61	33	host	citG
gene-VC_RS06725	54	89	70	67	70	52	75	96	94	host	gene-VC_RS06725
gene-VC_RS13430	4094	4673	5616	3251	3563	3364	2873	2985	3272	host	gene-VC_RS13430
gene-VC_RS14905	130	152	166	141	104	125	132	160	170	host	gene-VC_RS14905
gene-VC_RS01600	10728	12082	12084	8502	9326	7911	14055	6411	8732	host	rplA
gene-VC_RS07530	140	120	130	120	168	92	143	157	148	host	gene-VC_RS07530
gene-VC_RS16955	299	390	443	356	396	341	878	981	1004	host	gene-VC_RS16955
gene-VC_RS07575	148	162	181	137	158	115	171	226	204	host	gene-VC_RS07575
gene-VC_RS03670	1383	1495	1346	926	839	718	512	449	513	host	phoU
gene-VC_RS03705	231	184	214	164	136	122	90	97	111	host	gene-VC_RS03705
gene-VC_RS15105	453	594	712	370	526	426	790	832	979	host	gene-VC_RS15105
gene-VC_RS15665	203	169	204	156	148	134	220	224	203	host	gene-VC_RS15665
gene-VC_RS17600	1752	2063	2433	1441	1853	1353	1450	1634	1711	host	zwf
gene-VC_RS06290	2119	2438	2873	1933	2360	2141	2200	2577	2914	host	gene-VC_RS06290
gene-VC_RS13270	377	410	496	354	505	424	362	1269	496	host	gene-VC_RS13270
gene-VC_RS16615	15	16	28	22	17	18	39	28	32	host	gene-VC_RS16615
gene-VC_RS18125	44	44	50	52	63	44	107	96	103	host	gene-VC_RS18125
gene-VC_RS18255	1109	1244	1522	1083	1332	1065	1456	1684	1888	host	gene-VC_RS18255
gene-VC_RS02145	3836	5539	4688	4863	5603	4495	7722	5525	5047	host	rraB
gene-VC_RS10100	383	368	494	353	468	323	376	550	540	host	gene-VC_RS10100
gene-VC_RS12960	96	127	148	104	114	94	98	119	110	host	gene-VC_RS12960
gene-VC_RS18000	280	294	340	177	220	204	247	345	338	host	gene-VC_RS18000
gene-VC_RS11815	2004	2311	2628	1420	1690	1270	1344	1472	1545	host	barA
gene-VC_RS05350	137	130	193	113	143	112	133	145	167	host	gene-VC_RS05350
gene-VC_RS08955	1434	1464	1512	1160	1203	970	1444	1520	1549	host	gene-VC_RS08955
gene-VC_RS15860	864	1019	1192	793	1077	797	858	1131	1265	host	gene-VC_RS15860
gene-VC_RS12980	489	538	729	487	632	425	684	716	851	host	gene-VC_RS12980
gene-VC_RS17370	914	1010	1137	862	925	804	728	713	755	host	gene-VC_RS17370
gene-VC_RS04140	27	24	35	14	21	32	25	24	17	host	tcpR
gene-VC_RS12750	6072	8176	7385	3098	3508	2667	3846	574	606	host	argC
gene-VC_RS01485	925	478	666	659	1041	928	802	1062	1159	host	gene-VC_RS01485
gene-VC_RS08765	176	147	170	165	189	170	275	316	290	host	gene-VC_RS08765
gene-VC_RS07390	493	497	648	604	637	663	967	1045	1354	host	gene-VC_RS07390
gene-VC_RS09145	2440	2699	3069	1854	2093	1832	1940	2066	2372	host	gene-VC_RS09145
gene-VC_RS14580	78	80	111	94	114	57	98	131	109	host	gene-VC_RS14580
gene-VC_RS02205	3336	3601	4142	4249	5160	4109	5447	6345	6777	host	cgtA
gene-VC_RS02835	1249	1339	3497	1056	1412	1049	771	1048	1175	host	gene-VC_RS02835
gene-VC_RS16865	545	562	668	719	762	446	738	764	719	host	gene-VC_RS16865
gene-VC_RS07860	2244	2875	3643	2226	3803	3949	4664	3729	5398	host	gene-VC_RS07860
gene-VC_RS11480	523	612	684	438	538	433	902	637	616	host	gene-VC_RS11480
gene-VC_RS11115	1331	1535	2051	1099	1152	994	1053	1000	1104	host	gene-VC_RS11115
gene-VPVV882_gp02	517	430	488	6600	10531	11893	17268	29641	26933	phage	gene-VPVV882_gp02
gene-VC_RS18445	1247	1478	1620	776	904	683	580	605	629	host	gene-VC_RS18445
gene-VC_RS18060	150	175	201	166	228	178	311	409	398	host	gene-VC_RS18060
gene-VC_RS06580	1128	1220	1702	1262	1661	1259	1562	1917	2187	host	gene-VC_RS06580
gene-VC_RS12065	1583	1765	3023	1344	1684	1405	1272	1467	1429	host	lptG
gene-VC_RS07210	1949	2132	2672	2405	2339	1920	3082	2800	3025	host	pyrD
gene-VC_RS18375	284	311	372	242	271	320	232	325	331	host	gene-VC_RS18375
gene-VC_RS09115	276	268	362	277	334	297	370	524	607	host	gene-VC_RS09115
gene-VC_RS18305	884	968	1200	747	843	820	929	1025	1052	host	gene-VC_RS18305
gene-VPVV882_gp68	2289	2044	2293	4833	7964	7634	8217	13778	12921	phage	gene-VPVV882_gp68
gene-VPVV882_gp20	652	526	775	4257	6147	5618	18708	23151	22365	phage	gene-VPVV882_gp20
gene-VC_RS09510	935	955	1159	683	908	733	880	1112	1184	host	gene-VC_RS09510
gene-VC_RS18235	396	429	542	308	372	361	230	365	374	host	gene-VC_RS18235
gene-VPVV882_gp55	225	195	266	1552	1865	1651	2734	3269	3339	phage	gene-VPVV882_gp55
gene-VC_RS08105	371	507	561	384	430	355	659	707	747	host	gene-VC_RS08105
gene-VC_RS14610	425	469	660	267	340	317	285	318	337	host	gene-VC_RS14610
gene-VC_RS00525	900	944	1230	903	1228	928	914	1243	1221	host	gene-VC_RS00525
gene-VC_RS09195	651	809	987	719	854	732	1570	1609	1807	host	gene-VC_RS09195
gene-VC_RS11460	798	819	911	668	660	576	710	711	748	host	gene-VC_RS11460
gene-VC_RS17690	707	839	830	698	701	666	546	601	622	host	gene-VC_RS17690
gene-VC_RS08720	97	125	141	103	121	110	116	178	157	host	gene-VC_RS08720
gene-VC_RS05320	343	295	371	218	198	189	153	192	191	host	gene-VC_RS05320
gene-VC_RS07225	1607	1589	1966	1541	1685	1220	1309	1704	1693	host	pepN
gene-VC_RS10565	2341	1979	2637	1552	3078	2584	601	2031	1146	host	gene-VC_RS10565
gene-VC_RS17415	274	281	266	183	231	163	159	213	181	host	gene-VC_RS17415
gene-VC_RS17715	1200	1169	1538	1110	1277	1041	1488	1691	1896	host	gene-VC_RS17715
gene-VC_RS14835	203	216	272	322	298	300	430	464	523	host	gene-VC_RS14835
gene-VC_RS18575	1276	1237	1627	1017	1280	975	1203	1354	1423	host	gene-VC_RS18575
gene-VC_RS15150	1089	1829	1667	1635	2607	1255	2251	2069	2244	host	gene-VC_RS15150
gene-VC_RS02075	503	401	521	282	329	738	221	305	269	host	gene-VC_RS02075
gene-VC_RS14165	702	834	958	555	790	573	627	787	795	host	gene-VC_RS14165
gene-VC_RS05625	345	379	451	250	345	290	307	409	432	host	gene-VC_RS05625
gene-VC_RS07200	1176	1339	1699	1221	1403	1167	1263	1399	1533	host	rlmKL
gene-VC_RS06655	498	602	778	515	620	705	986	1027	1254	host	gene-VC_RS06655
gene-VC_RS05565	1726	2345	2208	1080	1054	942	810	709	768	host	hisB
gene-VC_RS09290	499	490	655	337	327	294	199	216	231	host	gene-VC_RS09290
gene-VC_RS09430	1034	1184	1395	1016	1373	981	1400	1739	1670	host	minD
gene-VC_RS11175	3069	3411	3586	1676	1659	1345	522	576	600	host	argA
gene-VC_RS14565	130	119	115	111	166	95	211	249	256	host	gene-VC_RS14565
gene-VC_RS18250	464	497	589	373	404	340	298	436	394	host	gene-VC_RS18250
gene-VC_RS10455	997	951	1253	816	980	947	742	936	1002	host	prmC
gene-VC_RS08015	1475	1714	2428	1310	1059	945	625	540	629	host	gene-VC_RS08015
gene-VC_RS01080	555	487	728	795	1030	904	908	1124	1171	host	gene-VC_RS01080
gene-VC_RS06820	140	112	134	134	139	122	223	239	225	host	vceC
gene-VC_RS01375	53	49	61	49	61	90	107	174	122	host	gene-VC_RS01375
gene-VC_RS03925	1856	1512	1552	1410	1531	1331	1077	1383	1434	host	gene-VC_RS03925
gene-VC_RS03170	1074	1310	1750	1210	1121	782	813	868	1744	host	erpA
gene-VPVV882_gp50	109	92	114	308	443	443	2413	3930	4413	phage	gene-VPVV882_gp50
gene-VC_RS03050	1070	1181	1363	892	962	864	786	928	1009	host	mrcB
gene-VC_RS13315	3573	3140	4185	2320	1950	2476	808	961	841	host	gene-VC_RS13315
gene-VC_RS00980	337	410	344	340	436	339	687	666	705	host	fhuA
gene-VC_RS01720	1208	1572	2188	1100	1492	1665	2194	1155	1222	host	gene-VC_RS01720
gene-VC_RS11405	315	346	407	232	291	265	183	219	255	host	gene-VC_RS11405
gene-VC_RS17590	461	389	500	465	547	368	459	640	589	host	gene-VC_RS17590
gene-VC_RS12665	2540	2867	3064	2063	1872	1653	2355	1894	2300	host	gene-VC_RS12665
gene-VC_RS00670	1091	1323	1525	1317	1558	1705	1531	1223	1452	host	rsmD
gene-VC_RS17410	20	29	39	40	39	24	36	39	49	host	gene-VC_RS17410
gene-VC_RS06360	671	735	974	879	1017	756	698	823	878	host	gene-VC_RS06360
gene-VC_RS03870	385	426	469	1142	1057	781	885	900	1041	host	gene-VC_RS03870
gene-VC_RS10235	2008	2540	2427	2149	3009	2315	2171	2875	2807	host	gene-VC_RS10235
gene-VC_RS09365	2291	2373	2622	2738	2754	2004	2436	2982	3129	host	folD
gene-VC_RS11540	7872	9036	10997	8123	7751	6754	14901	13171	29969	host	lpxC
gene-VC_RS08540	1777	1775	2289	1549	2120	1653	1623	2285	2264	host	gene-VC_RS08540
gene-VC_RS13610	1639	1895	2451	1518	1644	1593	1934	1388	1612	host	gene-VC_RS13610
gene-VC_RS10840	3569	3845	4724	4286	5865	6851	4516	4847	4885	host	accA
gene-VC_RS01085	532	476	585	560	764	2364	884	1184	1266	host	mutM
gene-VC_RS10190	759	701	908	579	686	555	543	619	653	host	smrB
gene-VC_RS15705	270	269	328	297	346	259	512	732	693	host	gene-VC_RS15705
gene-VC_RS06495	146	134	186	88	113	115	77	98	109	host	gene-VC_RS06495
gene-VC_RS07885	1441	1534	1779	924	985	747	565	717	695	host	gene-VC_RS07885
gene-VC_RS04615	114	70	114	106	116	77	172	136	162	host	gene-VC_RS04615
gene-VC_RS18410	2595	2543	3088	2124	2687	2180	1380	1855	2064	host	gene-VC_RS18410
gene-VC_RS14815	1047	1070	1449	962	1449	1234	943	1267	1384	host	gene-VC_RS14815
gene-VC_RS11950	11145	12221	14626	8675	10630	9110	5244	6988	7254	host	serA
gene-VC_RS02160	238	261	335	200	212	170	217	241	224	host	gene-VC_RS02160
gene-VC_RS13360	4698	4429	5023	4565	4930	12067	3108	4117	3748	host	glmU
gene-VC_RS18280	343	336	463	417	548	454	453	588	653	host	gene-VC_RS18280
gene-VC_RS08510	1106	1554	1620	741	794	629	696	702	671	host	gene-VC_RS08510
gene-VC_RS00215	197	204	238	149	218	147	178	263	263	host	gene-VC_RS00215
gene-VC_RS12875	1071	1186	1526	1067	1285	1105	1560	1641	1692	host	gene-VC_RS12875
gene-VPVV882_gp56	1305	1296	1564	2875	4574	4094	6552	10543	10185	phage	gene-VPVV882_gp56
gene-VC_RS05595	5119	5451	6243	3694	4625	4118	3502	3436	3716	host	gene-VC_RS05595
gene-VC_RS10110	1690	1993	2400	2257	2036	1579	1830	1563	1604	host	fldA
gene-VC_RS05365	1217	1473	1780	753	925	766	943	854	905	host	oppC
gene-VC_RS09935	3964	4076	4779	2785	3059	2597	1945	2256	2323	host	gene-VC_RS09935
gene-VC_RS11205	204	220	296	158	206	192	199	214	245	host	gene-VC_RS11205
gene-VC_RS15070	254	261	317	234	256	240	290	318	354	host	gene-VC_RS15070
gene-VC_RS11100	1412	1677	1883	1676	1472	1130	1210	885	1076	host	gene-VC_RS11100
gene-VC_RS08195	27	23	31	38	38	30	40	45	55	host	torE
gene-VC_RS08930	943	1088	1400	814	1091	827	1094	1226	1514	host	gene-VC_RS08930
gene-VC_RS01840	10107	11776	14517	8583	5781	4879	5028	3693	6868	host	rpsF
gene-VC_RS04495	717	902	922	833	823	663	1154	1069	1114	host	gmhB
gene-VC_RS13935	73	106	141	67	71	56	32	30	25	host	vasI
gene-VC_RS01580	28867	32211	34462	23697	25206	20648	39428	19249	19251	host	gene-VC_RS01580_gene_tuf
gene-VC_RS18865	276	250	274	471	331	258	445	497	497	host	gene-VC_RS18865
gene-VC_RS17525	1295	1391	1736	1038	1233	960	966	1032	1163	host	gene-VC_RS17525
gene-VC_RS05315	140	185	218	138	153	110	89	127	121	host	gene-VC_RS05315
gene-VC_RS05720	272	284	297	217	288	224	260	297	300	host	gene-VC_RS05720
gene-VC_RS17830	453	426	501	349	369	283	226	257	266	host	speG
gene-VC_RS03230	1069	1173	1333	1214	1279	1215	1115	1365	1512	host	glmM
gene-VC_RS16275	160	160	176	165	235	147	186	261	274	host	gene-VC_RS16275
gene-VC_RS03945	97	47	83	49	59	58	41	48	77	host	gene-VC_RS03945
gene-VC_RS12340	3351	3384	4133	1701	1818	1446	237	313	289	host	cysD
gene-VC_RS12085	5159	6480	6821	4307	4936	3716	4924	4771	5245	host	gene-VC_RS12085
gene-VC_RS10780	289	315	443	261	372	276	438	470	558	host	fadE
gene-VC_RS02960	769	958	1201	565	914	785	572	801	829	host	gene-VC_RS02960
gene-VC_RS11575	2630	2971	3960	2432	3166	3081	2408	3200	3257	host	murD
gene-VC_RS02280	413	463	594	292	539	489	125	366	234	host	gene-VC_RS02280
gene-VC_RS16570	213	258	293	198	240	176	180	218	223	host	gene-VC_RS16570
gene-VC_RS06100	136	153	136	110	84	81	66	72	96	host	gene-VC_RS06100
gene-VC_RS14825	838	1150	1185	649	660	560	703	828	891	host	gene-VC_RS14825
gene-VC_RS09985	815	685	806	638	691	516	716	694	751	host	gene-VC_RS09985
gene-VC_RS16990	673	684	745	578	638	435	549	661	747	host	gene-VC_RS16990
gene-VC_RS02760	200	136	250	158	211	166	201	198	245	host	recX
gene-VC_RS16435	514	557	659	363	401	346	397	537	498	host	gene-VC_RS16435
gene-VC_RS06930	615	694	815	927	1215	989	1298	1568	1558	host	ttcA
gene-VC_RS02990	1051	1208	1492	1041	1332	1125	1108	1244	1309	host	gene-VC_RS02990
gene-VC_RS17795	347	370	468	322	390	293	280	336	331	host	gene-VC_RS17795
gene-VC_RS01010	303	381	502	268	373	261	382	509	550	host	murP
gene-VPVV882_gp66	221	222	273	370	509	443	610	1002	949	phage	gene-VPVV882_gp66
gene-VC_RS05485	206	299	290	225	312	234	362	508	481	host	gene-VC_RS05485
gene-VC_RS16225	529	631	620	291	276	220	232	248	268	host	gene-VC_RS16225
gene-VC_RS14860	173	158	211	174	185	154	189	347	332	host	gene-VC_RS14860
gene-VC_RS13070	268	306	339	220	272	232	186	210	198	host	greB
gene-VC_RS05210	576	666	646	3121	972	845	729	1042	1036	host	sohB
gene-VC_RS13215	7113	7263	8528	13015	8930	7203	6905	21681	12480	host	typA
gene-VC_RS16365	2054	2327	2504	1522	1282	960	971	759	969	host	tal
gene-VC_RS00520	1635	1732	1849	1645	1912	1509	986	1388	1324	host	gene-VC_RS00520
gene-VC_RS09620	15292	17200	19216	10730	10879	9381	6937	8128	8882	host	gap
gene-VC_RS00935	1514	2130	2192	1546	1898	1586	2291	1827	1997	host	uvrD
gene-VC_RS09120	2564	2938	3202	2618	2892	2610	3809	4371	4406	host	gene-VC_RS09120
gene-VC_RS18210	98	108	147	98	122	109	74	86	91	host	gene-VC_RS18210
gene-VC_RS07600	193	250	212	461	523	363	531	654	713	host	gene-VC_RS07600
gene-VC_RS08240	362	332	479	327	376	310	187	247	252	host	gene-VC_RS08240
gene-VC_RS03000	1564	1764	1940	2965	1528	1068	755	864	954	host	gene-VC_RS03000
gene-VC_RS00485	1246	1189	1377	1247	1222	965	1249	1156	1195	host	glpG
gene-VC_RS04445	1080	1115	1657	1229	1537	1392	1757	1991	2282	host	xni
gene-VC_RS05340	838	826	1090	598	675	555	416	468	486	host	gene-VC_RS05340
gene-VC_RS03885	721	922	753	2809	3342	2075	2397	2852	3002	host	vibH
gene-VC_RS12145	639	602	674	588	568	497	398	420	448	host	gene-VC_RS12145
gene-VC_RS12820	915	968	1183	1043	1051	776	1116	1314	1383	host	epmB
gene-VC_RS05085	311	354	360	328	346	295	357	464	506	host	udp
gene-VC_RS08550	1881	2024	2433	1873	2143	1846	2264	2726	2958	host	gene-VC_RS08550
gene-VC_RS00865	196	205	304	217	307	228	235	330	336	host	gene-VC_RS00865
gene-VC_RS12555	339	261	385	306	391	246	232	288	294	host	gene-VC_RS12555
gene-VC_RS01430	875	952	1025	1170	1442	966	629	788	783	host	accB
gene-VC_RS10890	1636	1850	2291	1395	1448	1480	1235	1543	1596	host	ispC
gene-VC_RS14105	898	1037	1260	685	854	686	595	717	741	host	mbhE
gene-VC_RS04045	104	107	169	2976	83	78	74	76	87	host	gene-VC_RS04045
gene-VC_RS16150	1458	1509	1644	1285	1528	1116	938	1236	1217	host	gene-VC_RS16150
gene-VC_RS17180	313	297	362	250	280	245	232	319	325	host	vesA
gene-VC_RS05450	955	948	901	657	516	467	511	450	465	host	bioA
gene-VC_RS11990	2303	2104	2598	1812	1999	1439	1246	1840	1875	host	leuA
gene-VC_RS09800	748	835	995	804	756	646	1065	838	951	host	nhaC
gene-VC_RS08430	160	177	204	159	178	134	157	232	222	host	breR
gene-VC_RS07820	183	218	289	223	291	234	254	336	348	host	rlmF
gene-VC_RS11960	8572	11158	12310	7955	7130	8852	7101	5172	5472	host	gene-VC_RS11960
gene-VC_RS07405	939	1008	1087	843	931	822	894	938	1011	host	nagK
gene-VC_RS10940	699	810	865	560	504	396	672	529	616	host	pgpA
gene-VC_RS05140	431	457	536	409	528	491	665	538	664	host	gene-VC_RS05140
gene-VC_RS13980	145	145	178	111	71	91	114	88	94	host	rbsC
gene-VC_RS12595	77	84	94	80	58	54	54	60	80	host	gene-VC_RS12595
gene-VC_RS06455	152	220	260	150	212	158	193	247	269	host	mglB
gene-VC_RS14975	388	699	613	365	348	245	599	348	494	host	gene-VC_RS14975
gene-VC_RS04120	111	138	211	121	139	121	107	184	185	host	tcpA
gene-VC_RS13720	68	79	85	60	77	60	134	97	99	host	pstC
gene-VC_RS15215	127	148	182	117	121	98	78	117	100	host	gene-VC_RS15215
gene-VC_RS12670	5278	5484	6258	4090	4009	53142	6080	3673	3754	host	gene-VC_RS12670
gene-VC_RS12605	2515	2469	3152	1983	2224	2030	951	1198	1319	host	crp
gene-VC_RS16330	213	250	253	256	322	316	394	554	618	host	gene-VC_RS16330_gene_msrB
gene-VC_RS03880	182	267	245	880	1211	852	669	897	1001	host	gene-VC_RS03880
gene-VC_RS01320	1154	1295	1381	960	1016	764	841	917	938	host	gene-VC_RS01320
gene-VC_RS00500	919	1043	1079	830	1269	865	781	1008	984	host	hemB
gene-VC_RS05475	907	911	1029	946	1012	863	737	796	831	host	htpX
gene-VC_RS05890	162	147	198	83	147	93	128	139	144	host	hutU
gene-VC_RS14375	225	245	282	331	439	281	511	493	579	host	gene-VC_RS14375
gene-VC_RS13235	389	417	573	399	503	429	371	500	533	host	glnL
gene-VC_RS04330	373	606	767	674	1148	893	2084	1448	1988	host	gene-VC_RS04330
gene-VC_RS12690	45	57	79	89	112	80	124	156	150	host	gene-VC_RS12690
gene-VC_RS18605	232	304	285	174	244	273	96	117	113	host	gene-VC_RS18605
gene-VC_RS11145	277	294	308	218	399	212	242	2099	391	host	gene-VC_RS11145
gene-VC_RS14085	103	128	135	85	77	56	34	45	42	host	gene-VC_RS14085
gene-VC_RS16285	133	163	202	125	155	124	167	191	191	host	gene-VC_RS16285
gene-VC_RS02520	131	140	163	152	196	167	299	345	359	host	gene-VC_RS02520
gene-VC_RS16200	223	216	278	180	220	164	204	218	234	host	gene-VC_RS16200
gene-VC_RS02765	6265	7154	8110	6088	6444	8582	6061	5415	6368	host	alaS
gene-VC_RS06925	147	125	164	151	188	120	160	215	199	host	gene-VC_RS06925
gene-VC_RS10030	599	709	820	594	600	642	855	883	1064	host	znuB
gene-VC_RS05820	3557	4268	4559	2831	3126	2438	2847	2937	3267	host	gene-VC_RS05820
gene-VC_RS10160	405	456	512	650	764	537	852	995	1001	host	gene-VC_RS10160
gene-VC_RS17510	655	636	837	536	544	571	339	329	403	host	gene-VC_RS17510
gene-VC_RS15590	85	88	133	101	118	81	172	229	244	host	gene-VC_RS15590
gene-VC_RS07620	281	363	355	239	289	222	217	265	269	host	almG
gene-VC_RS09050	557	510	591	408	535	432	446	673	607	host	kdsB
gene-VC_RS11120	656	783	949	611	851	823	531	704	712	host	gene-VC_RS11120
gene-VC_RS08465	300	239	368	251	293	241	200	243	257	host	gene-VC_RS08465
gene-VC_RS06960	1234	1230	1609	1034	1026	853	877	920	942	host	gene-VC_RS06960
gene-VC_RS02095	3325	3515	4895	2305	2579	2187	3035	2751	5154	host	gene-VC_RS02095
