Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol
gene-VC_RS10755	418	610	473	571	849	578	494	638	390	host	upp
gene-VC_RS01935	2371	3830	2956	1321	2098	1242	338	389	259	host	gene-VC_RS01935
gene-VC_RS12780	987	1752	1357	1097	2242	1158	1393	784	488	host	secB
gene-VC_RS16340	678	862	782	979	1280	1025	1147	1412	874	host	moeA
gene-VC_RS11465	433	657	554	471	710	502	366	458	300	host	btuF
gene-VC_RS07720	196	260	292	265	289	283	259	303	221	host	gene-VC_RS07720
gene-VC_RS13040	1094	1728	1458	1834	2364	1923	1842	2319	1561	host	rpoZ
gene-VC_RS18700	142	182	184	173	213	175	156	165	123	host	gene-VC_RS18700
gene-VC_RS09635	460	592	580	875	995	899	1207	1244	840	host	rlmA
gene-VC_RS05615	2256	3018	2875	3832	5017	4240	6067	7005	4569	host	gene-VC_RS05615
gene-VC_RS07130	207	256	283	304	358	342	493	525	346	host	gene-VC_RS07130
gene-VC_RS08335	3290	4582	3920	3480	4528	3614	3560	4259	2875	host	gene-VC_RS08335
gene-VC_RS12755	707	1090	1047	842	955	832	430	452	313	host	argE
gene-VC_RS13775	132	219	157	213	286	249	356	437	257	host	gene-VC_RS13775
gene-VC_RS05585	1177	1662	1370	742	1009	811	372	2459	246	host	hisIE
gene-VC_RS08045	667	822	779	1760	1706	1485	1739	1952	1320	host	gene-VC_RS08045
gene-VC_RS01065	43	63	66	47	60	46	25	31	29	host	gene-VC_RS01065_gene_radC
gene-VC_RS01105	596	815	773	1011	1175	945	1163	1278	793	host	gene-VC_RS01105
gene-VC_RS00085	2125	3339	2671	2499	3030	2355	1955	2269	1427	host	glyS
gene-VC_RS15995	109	164	204	160	217	137	118	154	92	host	gene-VC_RS15995
gene-VC_RS18265	1118	1489	1365	1680	2791	2149	2536	3241	1821	host	gene-VC_RS18265
gene-VC_RS08785	15	23	21	24	28	18	158	210	143	host	gene-VC_RS08785
gene-VC_RS08060	67	78	79	55	57	55	65	87	45	host	gene-VC_RS08060
gene-VC_RS09625	354	451	401	454	543	460	529	630	476	host	gene-VC_RS09625
gene-VC_RS03000	1099	1709	1406	1168	1573	1128	808	929	657	host	gene-VC_RS03000
gene-VC_RS02175	365	515	453	494	643	507	600	667	469	host	argR
gene-VC_RS07985	178	260	236	215	264	222	343	373	235	host	gene-VC_RS07985
gene-VC_RS08600	92	159	116	107	173	146	192	191	121	host	gene-VC_RS08600
gene-VC_RS09400	116	152	147	207	238	233	260	327	185	host	gene-VC_RS09400
gene-VC_RS10215	487	655	551	469	590	513	489	529	351	host	fliO
gene-VC_RS04820	545	799	665	505	735	481	551	792	464	host	cueR
gene-VC_RS05610	2637	4186	3153	2333	3569	2548	2011	2674	1660	host	clpA
gene-VC_RS09200	626	769	711	932	1205	1014	1185	1374	833	host	cysB
gene-VC_RS15705	172	349	289	278	389	326	657	675	480	host	gene-VC_RS15705
gene-VC_RS18000	189	356	268	216	284	255	276	276	228	host	gene-VC_RS18000
gene-VC_RS00635	1186	1714	1598	1437	1720	1383	1199	1390	956	host	gene-VC_RS00635
gene-VC_RS07710	182	204	188	204	217	159	170	190	134	host	gene-VC_RS07710
gene-VC_RS09220	2152	3201	2773	3277	3514	3135	3612	4358	2889	host	lapB
gene-VC_RS13280	303	267	280	175	323	180	87	132	45	host	gene-VC_RS13280
gene-VC_RS14590	516	695	621	699	806	751	523	647	395	host	gene-VC_RS14590
gene-VC_RS06785	314	453	369	328	412	346	366	373	260	host	cheB
gene-VC_RS14495	24	31	24	26	40	36	55	75	65	host	gene-VC_RS14495
gene-VC_RS10520	2143	2919	2352	2152	2687	1809	696	966	574	host	gene-VC_RS10520
gene-VC_RS18305	704	908	836	763	1080	776	1100	1239	826	host	gene-VC_RS18305
gene-VC_RS16530	228	323	292	292	351	268	303	366	249	host	glpD
gene-VC_RS01070	3468	4788	4205	6010	7320	5772	5036	6134	3804	host	rpmB
gene-VC_RS05285	44	79	65	62	88	61	82	94	61	host	gene-VC_RS05285
gene-VC_RS19120	348	534	483	522	653	547	789	891	612	host	gene-VC_RS19120
gene-VC_RS12410	14479	15646	12124	13773	15735	14478	17304	14963	16067	host	rpsM
gene-VC_RS06915	558	696	672	1053	1116	1025	1269	1448	1022	host	gene-VC_RS06915
gene-VC_RS13205	1190	1571	1415	1163	1936	1331	1375	1668	1120	host	gene-VC_RS13205
gene-VC_RS18460	38	56	62	35	44	49	20	31	24	host	gene-VC_RS18460
gene-VC_RS09510	666	908	898	832	901	829	1031	1111	768	host	gene-VC_RS09510
gene-VC_RS14405	1386	2138	1776	840	1237	1000	879	1018	652	host	prtV
gene-VC_RS01820	16937	25971	19934	24787	34295	23108	33843	56691	26131	host	fusA
gene-VC_RS18350	20	13	15	16	19	18	17	14	9	host	gene-VC_RS18350
gene-VC_RS09715	1491	2102	1822	1648	2642	1843	1722	2199	1353	host	pabC
gene-VC_RS04760	1125	1622	1528	1601	1821	1661	2275	2557	1598	host	gene-VC_RS04760
gene-VC_RS09830	1028	1646	1112	783	1991	759	153	241	130	host	gene-VC_RS09830
gene-VC_RS11835	570	731	577	368	533	458	333	393	201	host	acpS
gene-VC_RS06940	1846	2669	2209	1979	3042	2064	2209	2549	1495	host	gene-VC_RS06940
gene-VC_RS07075	51	83	69	41	86	59	56	78	47	host	gene-VC_RS07075
gene-VC_RS05845	322	449	381	399	494	392	588	602	405	host	gene-VC_RS05845
gene-VC_RS03230	871	1241	1056	1258	1713	2155	1327	6592	1085	host	glmM
gene-VC_RS02340	356	465	419	408	545	414	357	380	258	host	gene-VC_RS02340
gene-VC_RS09680	2408	3958	3218	2307	3228	2365	1372	1706	1057	host	gene-VC_RS09680
gene-VC_RS12020	25135	5618	7233	1701	18893	108434	682	950	332	host	gene-VC_RS12020
gene-VC_RS01015	469	537	546	631	849	702	638	792	476	host	gene-VC_RS01015
gene-VC_RS16880	687	1069	860	844	1064	931	937	1049	683	host	gene-VC_RS16880
gene-VC_RS14365	102	143	125	259	402	333	755	789	572	host	emrD
gene-VC_RS16515	196	250	239	218	240	165	150	193	127	host	gene-VC_RS16515
gene-VC_RS02525	95	122	108	120	173	132	259	327	242	host	gene-VC_RS02525
gene-VC_RS06635	486	713	661	698	820	688	967	1125	703	host	queC
gene-VC_RS07070	77	106	105	116	134	110	115	179	102	host	gene-VC_RS07070
gene-VC_RS16770	316	507	445	626	710	635	704	720	510	host	pncA
gene-VC_RS10870	1138	1616	1296	983	1336	957	739	789	533	host	lpxD
gene-VPVV882_gp29	737	958	766	3999	4026	3900	9626	10247	6639	phage	gene-VPVV882_gp29
gene-VC_RS17320	223	430	375	318	393	314	543	626	385	host	gene-VC_RS17320
gene-VC_RS07185	1488	2022	1868	1403	1908	1614	1741	2007	1309	host	gene-VC_RS07185
gene-VC_RS10790	690	916	807	938	1393	984	841	953	620	host	dnaQ
gene-VC_RS08240	273	394	341	245	447	338	222	257	203	host	gene-VC_RS08240
gene-VC_RS12480	3492	6711	4361	3189	4873	3035	2820	10761	2090	host	rpmC
gene-VC_RS15535	118	148	109	115	154	136	245	289	206	host	gene-VC_RS15535
gene-VC_RS04190	54	72	52	28	63	38	53	82	53	host	gene-VC_RS04190
gene-VC_RS05010	363	612	544	498	690	522	535	623	387	host	rsxB
gene-VC_RS16065	456	613	589	653	897	733	729	849	514	host	gene-VC_RS16065
gene-VC_RS00195	884	1223	1038	827	1088	818	753	852	605	host	trkA
gene-VC_RS07515	156	194	161	229	278	269	358	454	270	host	gene-VC_RS07515
gene-VC_RS09030	371	579	487	259	359	225	106	135	70	host	gene-VC_RS09030
gene-VC_RS05445	6228	9287	7085	9591	13564	9882	8741	11087	6761	host	serS
gene-VC_RS13125	681	990	872	627	852	638	515	596	443	host	gspL
gene-VC_RS03315	309	461	387	369	488	369	267	340	182	host	gene-VC_RS03315
gene-VC_RS05665	290	423	319	346	386	320	231	312	200	host	gene-VC_RS05665
gene-VC_RS14435	329	626	398	419	679	422	359	500	331	host	vctC
gene-VC_RS04220	541	669	692	631	764	671	1524	878	598	host	gene-VC_RS04220
gene-VC_RS15900	163	196	221	156	252	176	223	232	140	host	cra
gene-VC_RS17455	1124	2387	1816	479	1187	644	259	394	221	host	ompW
gene-VC_RS11240	561	870	748	728	959	746	852	978	614	host	gene-VC_RS11240
gene-VC_RS09475	100	135	101	119	163	139	155	156	99	host	gene-VC_RS09475
gene-VC_RS05425	533	683	773	871	983	888	1382	1436	991	host	dusC
gene-VC_RS18725	69	138	95	89	130	94	29	30	19	host	gene-VC_RS18725
gene-VC_RS19165	15	30	20	20	31	12	12	16	17	host	tnaC
gene-VC_RS16610	263	356	271	244	288	261	321	327	210	host	napA
gene-VC_RS17445	133	203	166	191	210	165	205	198	129	host	hapA
gene-VC_RS16760	381	583	512	508	685	520	749	832	526	host	torT
gene-VC_RS15160	293	407	406	458	595	509	788	936	657	host	gene-VC_RS15160
gene-VC_RS08065	266	309	318	369	389	355	336	401	263	host	gene-VC_RS08065
gene-VC_RS09440	110	99	124	166	181	172	232	280	171	host	gene-VC_RS09440
gene-VC_RS10110	1379	2064	1612	1835	2563	1978	1736	2303	1369	host	fldA
gene-VC_RS06060	154	244	204	154	242	169	130	177	117	host	cobU
gene-VC_RS16180	403	523	452	668	903	753	630	770	485	host	gene-VC_RS16180
gene-VC_RS08645	49	86	67	73	103	101	88	116	84	host	gene-VC_RS08645
gene-VC_RS04965	416	615	602	676	847	627	798	856	577	host	rnt
gene-VC_RS09465	69	84	81	76	138	100	125	126	63	host	gene-VC_RS09465
gene-VC_RS02585	32	35	24	42	6360	59	106	138	87	host	gene-VC_RS02585
gene-VC_RS04100	608	840	792	693	942	2210	4995	1375	5594	host	tpx
gene-VC_RS01030	264	378	359	365	410	354	211	303	165	host	pyrE
gene-VC_RS09550	1724	2777	2304	2934	3263	2483	4000	4768	3204	host	fadD
gene-VC_RS14515	136	199	158	166	218	159	231	284	187	host	ulaR
gene-VC_RS16895	265	508	400	587	660	580	601	753	482	host	gene-VC_RS16895
gene-VC_RS18390	2347	3178	2649	804	1317	988	1054	1244	787	host	putP
gene-VC_RS15095	291	511	418	422	552	383	713	898	558	host	gene-VC_RS15095
gene-VC_RS06700	302	500	399	382	566	362	438	526	336	host	gene-VC_RS06700
gene-VC_RS17615	154	197	184	177	225	174	158	175	114	host	gene-VC_RS17615
gene-VC_RS08525	1096	1590	1299	819	1076	898	869	992	642	host	gene-VC_RS08525
gene-VC_RS00025	1034	1577	1441	1318	1808	1406	1430	1660	1048	host	rnpA
gene-VC_RS03285	746	1144	944	934	1186	983	905	1058	886	host	nlpI
gene-VC_RS07625	92	131	107	78	131	90	55	76	41	host	almF
gene-VC_RS08740	31	56	63	78	98	62	100	121	84	host	gene-VC_RS08740
gene-VC_RS10340	129	132	150	175	209	185	182	191	100	host	gene-VC_RS10340
gene-VC_RS10705	1183	1906	1578	1891	2459	2233	1858	2265	1396	host	gltX
gene-VC_RS15100	301	397	359	373	522	407	722	763	532	host	gene-VC_RS15100
gene-VC_RS01675	1244	1963	1549	1575	2141	1696	1452	1776	1044	host	rsgA
gene-VC_RS09145	1812	2529	2389	1845	2471	1780	2170	2478	1738	host	gene-VC_RS09145
gene-VC_RS05860	651	1137	903	757	1146	755	396	592	337	host	gene-VC_RS05860
gene-VC_RS10220	542	829	734	582	948	662	538	594	384	host	fliN
gene-VC_RS07745	319	449	411	163	298	162	122	173	100	host	gene-VC_RS07745
gene-VC_RS00675	1147	1475	1242	1463	1816	1423	932	1063	628	host	ftsY
gene-VC_RS09980	1225	1673	1488	1515	1855	1515	8060	2579	1809	host	gene-VC_RS09980
gene-VC_RS10245	122	141	149	109	180	129	106	108	78	host	fliJ
gene-VC_RS11370	502	673	602	511	634	554	533	618	385	host	grcA
gene-VC_RS02855	857	1327	1043	830	1111	842	676	698	502	host	luxS
gene-VC_RS14110	43	54	48	43	84	64	87	141	77	host	gene-VC_RS14110
gene-VC_RS13690	160	228	180	301	389	323	566	632	478	host	gene-VC_RS13690
gene-VC_RS04915	977	1733	1367	989	1349	946	900	1091	693	host	nagE
gene-VC_RS05640	735	918	911	1334	1532	1292	1264	1530	894	host	gene-VC_RS05640
gene-VC_RS10040	2321	3842	2826	1806	2280	1664	1113	1215	832	host	sucC
gene-VC_RS12375	787	1288	1107	1278	1707	1281	1509	1846	1202	host	gene-VC_RS12375
gene-VC_RS12970	352	530	437	1113	1316	879	788	1487	790	host	gene-VC_RS12970
gene-VC_RS05225	1192	1755	1435	1493	1680	1324	2066	2337	1558	host	tesB
gene-VC_RS07900	830	1251	1217	1197	1480	1231	1247	1479	972	host	gene-VC_RS07900
gene-VC_RS16455	216	264	247	253	395	284	444	626	401	host	gene-VC_RS16455
gene-VC_RS17555	96	143	138	312	371	292	301	329	235	host	gene-VC_RS17555
gene-VC_RS15250	76	119	104	100	178	103	146	170	103	host	gene-VC_RS15250
gene-VC_RS03435	858	1248	1136	1094	1548	1104	1342	1425	843	host	murJ
gene-VC_RS16870	1232	1681	1465	1020	1470	1111	1139	1491	942	host	gene-VC_RS16870
gene-VC_RS08675	140	176	119	187	234	166	269	304	199	host	gene-VC_RS08675
gene-VC_RS09360	1001	949	1208	1156	899	821	222	247	194	host	gene-VC_RS09360
gene-VC_RS18620	782	853	803	969	1230	1014	804	758	582	host	gene-VC_RS18620
gene-VC_RS01140	1324	1972	1600	808	1191	910	465	570	409	host	waaA
gene-VC_RS04570	150	213	169	144	230	180	261	253	186	host	vpsD
gene-VC_RS14085	54	94	91	52	85	49	50	32	39	host	gene-VC_RS14085
gene-VC_RS02490	1214	1873	1608	1310	1624	1203	511	641	434	host	gene-VC_RS02490
gene-VC_RS02535	15	16	9	5	14	13	18	12	9	host	gene-VC_RS02535
gene-VC_RS18690	30	46	61	49	71	51	56	76	53	host	gene-VC_RS18690
gene-VC_RS04845	235	366	304	287	505	347	367	448	283	host	gene-VC_RS04845
gene-VC_RS07115	132	168	159	169	240	197	279	322	213	host	gene-VC_RS07115
gene-VC_RS07215	1799	2691	2272	1852	2635	1995	2089	2256	1485	host	gene-VC_RS07215
gene-VC_RS09455	706	974	872	1324	1656	1429	1887	2293	1483	host	gene-VC_RS09455
gene-VC_RS03985	7	7	5	11	8	2	10	12	12	host	citD
gene-VC_RS13910	105	162	133	108	148	84	54	61	39	host	tssJ
gene-VC_RS06200	547	732	642	647	705	670	837	1017	637	host	gene-VC_RS06200
gene-VC_RS09840	499	604	616	576	688	592	698	778	522	host	gene-VC_RS09840
gene-VC_RS13640	976	1534	1320	931	1234	950	771	950	583	host	gene-VC_RS13640
gene-VC_RS00870	224	288	294	321	415	329	314	382	269	host	vspR
gene-VC_RS10465	1047	1541	1350	1524	2047	1671	2080	2449	1453	host	hemA
gene-VC_RS18580	2390	3838	2877	1989	3063	2049	1011	1238	843	host	gene-VC_RS18580
gene-VPVV882_gp02	529	581	550	13095	15948	13841	24524	27982	17818	phage	gene-VPVV882_gp02
gene-VC_RS12435	4298	7037	5043	3309	5130	3307	2740	4759	2114	host	rpsE
gene-VC_RS01350	233	347	322	328	470	297	11798	296	194	host	zntR
gene-VC_RS01270	3090	4448	3890	5033	5637	4844	6852	6354	19723	host	gene-VC_RS01270
gene-VC_RS01855	2512	4410	4750	2423	3527	2385	3255	3698	2360	host	rplI
gene-VC_RS15350	201	226	201	159	289	188	284	353	206	host	gene-VC_RS15350
gene-VC_RS05280	423	665	643	955	1227	961	984	1233	765	host	gene-VC_RS05280
gene-VC_RS05555	1372	2042	1736	1055	10100	949	943	1081	710	host	hisD
gene-VC_RS05775	2696	4535	3498	3134	4551	3347	2639	3338	3754	host	rluB
gene-VC_RS05680	2215	3492	2748	2519	3476	2453	2531	3227	1952	host	serC
gene-VC_RS11445	1182	1807	1496	757	1137	753	316	327	221	host	gene-VC_RS11445
gene-VC_RS09275	6694	11240	8203	6843	10800	7172	4244	5049	3109	host	tig
gene-VC_RS15425	267	439	297	254	423	318	566	725	414	host	gene-VC_RS15425
gene-VC_RS01925	3027	4695	3792	1575	2516	1615	755	380	610	host	gene-VC_RS01925
gene-VC_RS14535	82	102	106	112	131	110	180	261	122	host	gene-VC_RS14535
gene-VC_RS00535	603	746	630	1222	1366	949	1118	2349	852	host	gene-VC_RS00535
gene-VC_RS03555	154	239	208	107	149	109	97	104	86	host	gene-VC_RS03555_gene_hpf
gene-VC_RS08680	1409	1209	1281	1567	1759	1505	2189	2447	1745	host	gene-VC_RS08680
gene-VC_RS11290	1686	2532	2053	2003	2605	2039	1626	3462	1279	host	serB
gene-VC_RS14355	311	429	357	290	393	259	250	312	204	host	gene-VC_RS14355
gene-VC_RS14705	8769	12929	9723	9148	13416	8946	8133	10711	6654	host	infC
gene-VC_RS17180	229	319	290	258	334	288	229	263	182	host	vesA
gene-VC_RS13005	324	561	540	543	618	507	467	508	364	host	gene-VC_RS13005
gene-VC_RS02255	584	2545	754	735	1075	3723	809	912	564	host	djlA
gene-VC_RS15155	226	330	271	267	431	316	424	456	304	host	gene-VC_RS15155
gene-VC_RS09815	627	863	739	645	951	805	567	629	420	host	gene-VC_RS09815
gene-VC_RS10080	389	577	476	571	839	628	866	1842	725	host	gene-VC_RS10080
gene-VC_RS00240	1437	2064	1871	2865	3343	2556	2572	2822	1602	host	purE
gene-VC_RS04865	1731	2199	1965	3106	3318	3069	4647	4938	3415	host	gene-VC_RS04865
gene-VC_RS12365	271	337	266	275	316	311	442	1703	317	host	gene-VC_RS12365
gene-VC_RS06795	816	1125	932	756	1015	796	437	593	367	host	gene-VC_RS06795
gene-VC_RS07205	2855	4125	4044	3022	4175	3171	2822	3701	2122	host	gene-VC_RS07205
gene-VC_RS10945	322	497	417	610	743	658	755	943	602	host	thiL
gene-VC_RS11460	492	794	729	624	885	636	770	928	604	host	gene-VC_RS11460
gene-VC_RS05520	1883	2790	2064	6593	8136	6348	4969	6802	4254	host	purB
gene-VC_RS04330	391	409	382	1003	891	837	1506	1841	1349	host	gene-VC_RS04330
gene-VC_RS06260	53	101	61	53	62	41	45	61	35	host	gene-VC_RS06260
gene-VC_RS02605	1	0	1	2	0	0	1	0	0	host	gene-VC_RS02605
gene-VC_RS05030	1264	1875	1566	1526	1997	1528	1889	2248	1416	host	luxO
gene-VC_RS16555	381	475	416	413	617	497	646	713	466	host	gene-VC_RS16555
gene-VC_RS07990	366	525	424	291	413	342	426	453	301	host	gene-VC_RS07990
gene-VC_RS08015	1091	1501	1451	1011	1379	1109	590	752	481	host	gene-VC_RS08015
gene-VC_RS10420	781	1251	1069	1336	1758	1335	1593	1853	1246	host	gene-VC_RS10420
gene-VC_RS09350	231	322	312	329	437	282	702	770	425	host	gene-VC_RS09350
gene-VC_RS13550	276	415	400	278	410	318	313	399	228	host	gene-VC_RS13550
gene-VC_RS13615	130	248	176	193	238	192	131	156	103	host	gene-VC_RS13615
gene-VC_RS16725	254	306	299	438	541	471	708	840	485	host	gene-VC_RS16725
gene-VPVV882_gp28	1343	2090	1581	11594	12762	11227	34558	41684	24731	phage	FI
gene-VC_RS18810	663	1025	782	494	693	546	706	995	608	host	gene-VC_RS18810
gene-VC_RS13575	222	230	226	322	414	340	362	416	281	host	gene-VC_RS13575
gene-VC_RS00940	24	71	59	40	48	49	38	43	18	host	gene-VC_RS00940
gene-VC_RS13385	3759	5225	3849	2614	4162	2665	1131	1394	927	host	atpH
gene-VC_RS12840	385	604	482	750	928	740	769	1127	579	host	gene-VC_RS12840
gene-VC_RS03875	80	128	82	432	664	457	352	556	303	host	gene-VC_RS03875
gene-VC_RS17985	57	107	74	150	159	135	181	192	123	host	gene-VC_RS17985
gene-VC_RS13465	65	97	92	119	166	180	127	164	86	host	gene-VC_RS13465
gene-VC_RS14790	474	623	566	506	697	548	727	1029	572	host	gene-VC_RS14790
gene-VC_RS17680	550	898	635	982	1363	961	733	940	584	host	gene-VC_RS17680
gene-VC_RS12250	1293	1847	1604	2108	2188	1989	2314	2814	1931	host	thiB
gene-VC_RS17065	368	539	476	479	639	406	399	480	292	host	gene-VC_RS17065
gene-VC_RS17255	1127	1884	1343	930	1636	942	485	588	363	host	gene-VC_RS17255_gene_groL
gene-VC_RS02245	1368	2181	1658	1199	1801	1203	935	1095	722	host	surA
gene-VC_RS13915	183	256	200	174	233	151	112	158	102	host	tssK
gene-VC_RS18110	210	330	255	364	398	337	460	514	345	host	gene-VC_RS18110
gene-VC_RS10650	1189	1506	1432	1181	1811	1593	1224	2567	867	host	flgA
gene-VC_RS14460	305	478	359	240	481	315	307	328	183	host	gene-VC_RS14460
gene-VC_RS09535	446	687	651	791	976	818	801	831	562	host	rrtA
gene-VC_RS12245	1547	2595	1923	1369	1997	1506	1677	1940	1287	host	thiP
gene-VC_RS08305	756	1242	1017	898	1198	883	1122	1337	810	host	mukF
gene-VC_RS11970	95	144	143	103	137	85	111	140	102	host	leuO
gene-VC_RS06730	43	77	63	108	110	93	165	199	143	host	gene-VC_RS06730
gene-VC_RS03305	151	186	192	147	176	176	202	200	149	host	gene-VC_RS03305
gene-VC_RS04080	69	113	102	155	225	194	240	5074	174	host	gene-VC_RS04080
gene-VC_RS04490	1808	2750	2266	2026	2349	2038	10974	12137	8685	host	metN
gene-VC_RS12520	9573	14645	11029	10693	15015	12762	11015	14751	7021	host	rplC
gene-VPVV882_gp01	182	163	177	6444	7627	6988	15810	16523	10148	phage	gene-VPVV882_gp01
gene-VC_RS17715	863	1058	1137	1268	1377	1238	1532	1898	1301	host	gene-VC_RS17715
gene-VC_RS17690	483	673	527	693	780	606	501	600	391	host	gene-VC_RS17690
gene-VC_RS04370	283	339	330	502	580	472	671	585	367	host	gene-VC_RS04370
gene-VC_RS03205	1406	1834	1507	1118	1750	1347	914	1042	660	host	greA
gene-VC_RS13590	292	492	389	353	582	426	391	401	271	host	gene-VC_RS13590
gene-VC_RS12385	156	224	198	252	365	345	471	628	365	host	gene-VC_RS12385
gene-VC_RS11525	144	236	191	158	243	166	105	95	74	host	mutT
gene-VC_RS07395	206	324	225	270	398	312	452	590	402	host	gene-VC_RS07395
gene-VC_RS04270	5340	8606	6614	4629	7731	4642	1525	52809	1300	host	dnaJ
gene-VC_RS13655	230	355	460	436	506	543	803	721	825	host	gene-VC_RS13655
gene-VC_RS14305	320	335	310	117	269	175	76	107	68	host	gene-VC_RS14305
gene-VC_RS15345	456	621	575	416	752	496	489	636	409	host	gene-VC_RS15345
gene-VC_RS16780	42	65	72	83	120	116	111	119	67	host	gene-VC_RS16780
gene-VC_RS01355	375	624	532	472	650	489	815	934	658	host	cadC
gene-VC_RS12100	969	1573	1292	1345	1736	1310	1354	2100	944	host	rapA
gene-VC_RS01775	196	323	250	371	415	370	442	478	331	host	gene-VC_RS01775
gene-VC_RS10820	547	764	647	1040	1374	992	764	790	447	host	glnB
gene-VC_RS12185	863	1275	1076	1014	1107	978	896	1018	714	host	lptC
gene-VC_RS04355	37	81	54	40	59	52	49	58	37	host	gene-VC_RS04355
gene-VC_RS13030	2097	3400	3060	4328	4806	4211	8139	6294	4606	host	gene-VC_RS13030
gene-VC_RS06455	138	204	178	208	228	191	223	269	200	host	mglB
gene-VC_RS09690	5161	7852	6467	5139	6392	4948	3496	4124	2561	host	ptsG
gene-VC_RS13215	5553	8601	7219	7588	11339	8425	14651	19118	5965	host	typA
gene-VC_RS18490	333	601	478	261	392	262	135	164	99	host	gene-VC_RS18490
gene-VC_RS00525	668	983	837	1006	1205	1050	1023	1215	800	host	gene-VC_RS00525
gene-VC_RS11560	2132	2991	2524	2092	2684	2252	2296	2735	1731	host	murC
gene-VC_RS11055	952	1577	1397	1209	1568	1173	830	984	725	host	gene-VC_RS11055
gene-VC_RS03565	1422	2321	1702	1936	2603	1796	8089	8275	1934	host	rluD
gene-VC_RS11540	5180	11698	6446	17542	8838	7416	49674	13464	24081	host	lpxC
gene-VC_RS01055	2534	4685	3288	2300	3400	2299	1594	1900	1273	host	coaBC
gene-VC_RS19000	135	152	149	164	268	210	317	319	194	host	gene-VC_RS19000
gene-VC_RS11410	4686	7353	5854	5911	8554	5975	4449	5609	3522	host	arcA
gene-VC_RS10385	1095	1756	1452	1726	2429	1832	1480	1910	1137	host	mlp24
gene-VC_RS18045	68	84	81	102	122	115	121	145	79	host	ctlX
gene-VC_RS04135	154	174	161	188	251	224	425	415	280	host	tcpC
gene-VC_RS07490	847	1440	1140	1981	2909	1980	1456	2101	1294	host	gene-VC_RS07490
gene-VC_RS02330	602	761	688	797	1036	829	921	60096	665	host	glsB
gene-VC_RS04055	869	1298	1162	1188	1469	1249	1286	1478	964	host	gene-VC_RS04055
gene-VC_RS17355	136	155	163	344	390	375	589	562	397	host	gene-VC_RS17355
gene-VC_RS08295	1767	2735	2077	1420	1872	1339	1246	1446	907	host	mukB
gene-VC_RS17880	1603	1746	1320	864	1188	761	722	843	564	host	gene-VC_RS17880
gene-VC_RS17925	3265	5194	3891	1759	2853	1870	1078	1433	811	host	gene-VC_RS17925
gene-VC_RS14025	103	135	120	106	120	148	138	174	118	host	glpT
gene-VC_RS10075	5306	8643	7492	7031	8304	6357	3141	4030	2520	host	gene-VC_RS10075
gene-VC_RS08610	418	546	526	766	1066	854	1179	1435	917	host	gene-VC_RS08610
gene-VC_RS06400	481	726	576	670	872	701	1339	1537	997	host	gene-VC_RS06400
gene-VC_RS14960	864	1622	1286	1188	1854	1219	1232	1546	778	host	gene-VC_RS14960
gene-VC_RS06815	120	184	164	219	259	215	238	282	161	host	vceR
gene-VC_RS01310	1114	1547	1403	1842	2179	1802	4493	2537	2555	host	manA
gene-VC_RS07905	405	637	560	544	813	633	833	1152	669	host	gene-VC_RS07905
gene-VC_RS14860	152	160	172	141	238	203	276	306	199	host	gene-VC_RS14860
gene-VC_RS13585	263	508	398	285	435	335	220	275	174	host	gene-VC_RS13585
gene-VC_RS01045	215	343	299	288	344	265	254	278	221	host	slmA
gene-VC_RS06075	493	696	614	492	716	462	554	569	429	host	btuC
gene-VC_RS06645	215	294	274	225	388	325	233	298	157	host	gene-VC_RS06645
gene-VC_RS11050	216	282	295	171	238	207	91	98	81	host	gene-VC_RS11050_gene_nqrM
gene-VC_RS13420	759	997	920	762	1043	831	846	949	635	host	rsmG
gene-VC_RS03970	17	18	12	14	20	27	33	17	14	host	gene-VC_RS03970
gene-VC_RS10105	1745	2791	1933	2125	3220	2051	1995	2570	1513	host	gene-VC_RS10105
gene-VC_RS05180	1527	2150	1761	1757	1914	1608	1541	1848	1197	host	dnaX
gene-VC_RS07550	284	355	322	339	439	343	405	417	282	host	gene-VC_RS07550
gene-VC_RS12730	243	373	308	345	486	353	262	346	210	host	gene-VC_RS12730
gene-VC_RS06070	1497	2301	1864	1572	2105	1500	1546	1714	1138	host	gene-VC_RS06070
gene-VC_RS13895	301	512	453	341	373	284	284	272	186	host	tssF
gene-VC_RS04500	539	951	748	868	1103	935	1178	2088	975	host	treR
gene-VC_RS08820	433	510	452	596	834	633	1522	1637	1081	host	gene-VC_RS08820_gene_manA
gene-VC_RS04170	92	118	86	94	142	113	167	207	126	host	toxT
gene-VC_RS09160	950	1475	1235	924	1336	923	512	567	383	host	gene-VC_RS09160
gene-VC_RS13855	337	490	499	538	729	502	711	808	489	host	gene-VC_RS13855
gene-VC_RS10140	1049	1553	1251	1335	2040	1557	1780	2141	1304	host	gene-VC_RS10140
gene-VC_RS04555	83	107	127	143	160	138	273	341	194	host	vpsA
gene-VC_RS00495	250	291	254	295	368	298	305	7348	217	host	gene-VC_RS00495
gene-VC_RS02410	105	160	150	227	218	197	343	374	267	host	xds
gene-VC_RS12145	362	614	453	475	662	509	484	531	316	host	gene-VC_RS12145
gene-VC_RS02445	5421	9474	6931	5956	8166	6332	3956	19494	4764	host	gene-VC_RS02445
