Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	Entity	Symbol
gene-PA4247	1248	2093	2107	3776	629	1022	520	334	host	rplR
gene-PA2243	3	9	8	5	4	3	0	0	host	pslM
gene-PA0039	620	641	435	768	222	311	157	106	host	gene-PA0039
gene-PA2506	5	2	5	5	1	0	0	0	host	gene-PA2506
gene-PA0968	772	1028	349	674	51	83	40	18	host	gene-PA0968
gene-PA0656	28	36	10	18	11	17	7	4	host	gene-PA0656
gene-PA0281	18	29	17	28	5	5	4	2	host	cysW
gene-PA2429	16	8	9	9	1	2	0	0	host	gene-PA2429
gene-PA5098	18	15	22	16	3	7	2	2	host	hutH
gene-PA0469	112	98	45	37	10	11	5	6	host	gene-PA0469
gene-PA0086	89	92	99	156	14	35	19	14	host	gene-PA0086
gene-PA0654	74	121	90	134	45	62	53	23	host	speD
gene-PA1552.1	125	194	136	255	48	74	50	32	host	ccoQ1
gene-PA4784	14	17	33	71	9	15	6	3	host	gene-PA4784
gene-PA3402	34	28	28	32	10	8	4	4	host	gene-PA3402
gene-PA0108	69	53	29	39	8	6	1	3	host	coIII
gene-PA5550	59	71	39	59	31	45	25	15	host	glmR
gene-PA4957	72	75	91	134	18	18	11	9	host	psd
gene-PA5035	215	294	173	291	20	27	19	11	host	gltD
gene-PA0410	387	434	147	284	29	44	27	10	host	pilI
gene-PA5493	523	510	504	706	111	133	63	49	host	polA
gene-PA0526	3	6	2	2	1	0	1	1	host	gene-PA0526
gene-PA3066	41	20	17	44	4	8	3	2	host	gene-PA3066
gene-PA2488	3	5	2	4	4	0	1	0	host	gene-PA2488
gene-PA0311	12	12	8	19	4	3	3	0	host	gene-PA0311
gene-PA1440	156	119	167	209	43	54	22	18	host	gene-PA1440
gene-PA0812	57	44	39	76	21	34	9	7	host	gene-PA0812
gene-PA4945	355	698	520	1006	129	211	72	50	host	miaA
gene-PA0229	25	23	5	9	2	0	1	0	host	pcaT
gene-PA5491	246	350	206	416	153	197	100	46	host	gene-PA5491
gene-PA2736	55	115	27	57	6	10	5	3	host	gene-PA2736
gene-PA3569	475	528	291	453	24	13	7	4	host	mmsB
gene-PA2406	52	61	55	75	2	5	3	0	host	gene-PA2406
gene-PA3812	473	533	886	1182	91	91	45	22	host	iscA
gene-PA4731	11	22	10	22	5	12	8	3	host	panD
gene-PA0252	10	17	16	31	2	8	3	0	host	gene-PA0252
gene-PA2780	15	23	12	10	2	3	1	1	host	gene-PA2780
gene-PA0148	36	35	40	69	7	8	5	5	host	gene-PA0148
gene-PA0278	17	4	2	7	1	2	0	1	host	gene-PA0278
gene-PA1697	171	62	68	39	42	21	6	16	host	gene-PA1697
gene-PA3133	20	10	4	8	1	2	6	1	host	gene-PA3133
gene-PA2107	6	6	3	7	1	1	0	0	host	gene-PA2107
gene-PA3615	263	163	100	167	15	16	4	11	host	gene-PA3615
gene-PA2802	107	64	40	74	9	12	8	16	host	gene-PA2802
gene-PA3919	163	98	31	37	12	6	5	4	host	gene-PA3919
gene-PA0781	12	7	11	14	2	1	1	2	host	gene-PA0781
gene-PA5188	32	22	14	10	3	3	3	2	host	gene-PA5188
gene-PA1534	156	130	177	245	19	23	8	10	host	recR
gene-PA2062	15	10	0	6	1	0	1	0	host	gene-PA2062
gene-PA4939	381	468	526	842	141	149	99	58	host	gene-PA4939
gene-PA3728	412	626	332	711	65	129	85	37	host	gene-PA3728
gene-PA4164	39	24	30	29	4	10	3	1	host	gene-PA4164
gene-PA5079	199	117	26	61	3	9	10	4	host	gene-PA5079
gene-PA1045	129	122	108	154	23	33	19	7	host	gene-PA1045
gene-PA4402	421	488	306	452	101	97	57	51	host	argJ
gene-PA0839	9	15	9	20	1	2	2	1	host	gene-PA0839
gene-PA0320	11	17	4	10	4	4	1	1	host	gene-PA0320
gene-PA0367	88	76	19	64	5	7	3	4	host	gene-PA0367
gene-PA1671	23	24	16	23	1	4	3	2	host	stk1
gene-PA4798	83	58	37	38	12	19	8	7	host	gene-PA4798
gene-PA5003	246	253	254	378	48	46	23	16	host	gene-PA5003
gene-PA2888	26	22	11	17	3	1	2	4	host	atuC
gene-PA2887	4	11	9	4	3	4	1	1	host	atuB
gene-PA2273	37	18	25	15	1	10	2	2	host	soxR
gene-PA1053	99	114	93	130	64	52	22	29	host	gene-PA1053
gene-PA4608	136	152	56	101	6	15	10	6	host	gene-PA4608
gene-PA3998	252	253	208	288	40	41	14	22	host	gene-PA3998
gene-PA4533	119	99	40	73	13	18	8	8	host	gene-PA4533
gene-PA5314	45	40	69	67	11	13	10	2	host	gene-PA5314
gene-PA2173	3	3	0	2	0	0	0	0	host	gene-PA2173
gene-PA0946	140	113	68	87	13	14	6	3	host	gene-PA0946
gene-PA2204	37	33	180	224	11	23	5	6	host	gene-PA2204
gene-PA1079	250	258	246	260	19	13	3	11	host	flgD
gene-PA3437	28	34	13	22	2	6	4	4	host	folM
gene-PA3985	72	64	38	53	9	3	5	5	host	gene-PA3985
gene-PA4255	1393	2166	988	2072	657	803	426	222	host	rpmC
gene-PA4124	11	14	9	14	1	5	3	1	host	hpcB
gene-PA0690	306	285	148	262	66	70	59	35	host	gene-PA0690
gene-PA3394	4	2	2	5	3	2	0	0	host	nosF
gene-PA3853	92	85	49	111	14	13	4	8	host	gene-PA3853
gene-PA4047	57	71	67	100	17	32	12	5	host	ribA
gene-PA3945	59	53	37	55	8	8	3	3	host	gene-PA3945
gene-PA4832	19	8	6	6	1	1	0	1	host	gene-PA4832
gene-PA4347	23	31	12	20	6	7	2	1	host	gene-PA4347
gene-PA3324	20	19	11	40	5	5	1	0	host	gene-PA3324
gene-PA2532	456	332	304	335	53	49	18	16	host	tpx
gene-PA1713	1976	1774	1794	1726	183	127	49	49	host	exsA
gene-PA1506	72	42	21	50	6	2	1	2	host	gene-PA1506
gene-PA3162	9185	16839	14824	24401	3683	5017	2340	1502	host	rpsA
gene-PA1245	1040	1234	450	721	160	177	53	27	host	gene-PA1245
gene-PA2761	75	60	30	40	6	19	6	3	host	gene-PA2761
gene-PA3754	71	100	26	59	7	5	3	1	host	gene-PA3754
gene-PA0248	37	36	17	18	3	5	0	3	host	gene-PA0248
gene-PA4978	59	78	49	118	2	13	3	3	host	gene-PA4978
gene-PA0704	39	24	24	39	5	7	4	3	host	gene-PA0704
gene-PA3243	131	120	47	55	21	15	6	5	host	minC
gene-PA4524.1	1061	931	738	970	132	182	63	31	host	gene-PA4524.1
gene-PA2648	24	40	49	46	11	13	25	10	host	nuoM
gene-PA3965	34	40	19	27	7	5	3	3	host	gene-PA3965
gene-PA0421	265	250	99	127	42	54	29	23	host	gene-PA0421
gene-PA1848	14	7	16	22	2	2	4	3	host	gene-PA1848
gene-PA4979	71	76	32	57	4	6	0	3	host	gene-PA4979
gene-PA1498	7	5	8	3	2	3	2	1	host	pykF
gene-PA0394	106	138	55	79	25	27	7	14	host	gene-PA0394
gene-PA1734	32	26	9	21	2	5	0	2	host	gene-PA1734
gene-PA2824	179	246	118	152	18	29	12	12	host	gene-PA2824
gene-PA4741	1784	4956	1629	3576	1046	1962	836	432	host	rpsO
gene-PA0706	74	142	65	160	26	38	22	9	host	cat
gene-PA3354	170	69	51	74	17	14	10	4	host	gene-PA3354
gene-PA3037	34	20	8	12	4	2	4	2	host	gene-PA3037
gene-PA0555	167	231	223	265	48	56	45	21	host	fda
gene-PA1086	262	226	376	367	57	32	15	20	host	flgK
gene-PA4716	80	74	25	44	5	4	1	1	host	gene-PA4716
gene-PA1910	68	78	34	42	5	5	1	3	host	femA
gene-PA4744	2639	3238	4413	6919	1391	1595	687	523	host	infB
gene-PA0843	5	2	1	6	2	2	1	1	host	plcR
gene-PA0162	18	21	24	30	5	3	5	3	host	opdC
gene-PA5402	35	46	11	21	6	12	3	5	host	gene-PA5402
gene-PA3660	65	45	26	32	7	8	6	8	host	gene-PA3660
gene-PA0097	43	26	20	38	9	8	2	2	host	gene-PA0097
gene-PA2814	12	15	4	12	3	3	0	1	host	gene-PA2814
gene-PA4377	64	67	27	57	7	7	2	0	host	gene-PA4377
gene-PA1788	46	62	37	49	11	12	3	4	host	gene-PA1788
gene-PA2370	17	13	24	14	3	4	1	3	host	gene-PA2370
gene-PA4395	280	313	257	353	79	117	53	45	host	gene-PA4395
gene-PA4065	30	32	29	29	2	3	4	4	host	gene-PA4065
gene-PA5012	176	152	182	260	29	40	23	20	host	waaF
gene-PA0930	298	272	33	40	6	8	7	2	host	gene-PA0930
gene-PA2466	95	99	49	46	8	4	2	5	host	foxA
gene-PPLUZ19_gp45	0	0	146	248	27	141	4801	3122	phage	gp45
gene-PA4296	123	112	88	112	31	32	29	27	host	pprB
gene-PA1112	125	135	57	75	20	8	8	9	host	gene-PA1112
gene-PA2622	294	515	138	253	33	55	44	25	host	cspD
gene-PA1914	20	21	4	16	3	2	3	0	host	gene-PA1914
gene-PA0094	17	9	5	10	6	7	3	5	host	gene-PA0094
gene-PA2699	17	8	8	12	1	2	0	2	host	gene-PA2699
gene-PA1414	33	26	18	12	6	4	0	0	host	gene-PA1414
gene-PA2272	97	61	43	51	6	8	6	3	host	pbpC
gene-PA3318	13	19	10	11	0	3	0	1	host	gene-PA3318
gene-PA0904	656	961	568	833	141	186	107	61	host	lysC
gene-PA5281	29	24	9	23	2	6	1	0	host	gene-PA5281
gene-PA4714	210	245	73	138	12	20	15	13	host	gene-PA4714
gene-PA1771	32	55	76	99	21	23	11	9	host	estX
gene-PA3675	58	78	70	90	18	13	10	7	host	gene-PA3675
gene-PA5118	144	245	249	458	77	104	52	36	host	thiI
gene-PA3160	253	454	133	282	32	50	37	12	host	wzz
gene-PA3613	50	46	33	52	9	15	7	3	host	gene-PA3613
gene-PA1093	490	470	706	907	117	102	31	34	host	gene-PA1093
gene-PA3121	64	61	25	38	7	3	3	4	host	leuC
gene-PA5482	39	21	10	15	5	5	4	3	host	gene-PA5482
gene-PA4738	223	139	124	128	29	41	22	6	host	gene-PA4738
gene-PA4118	41	54	24	59	11	10	5	3	host	gene-PA4118
gene-PA3277	75	56	66	88	7	9	3	5	host	gene-PA3277
gene-PA3406	141	42	174	90	22	9	1	4	host	hasD
gene-PA0130	54	31	47	64	7	8	5	7	host	gene-PA0130
gene-PA1692	17	7	17	16	7	5	2	5	host	gene-PA1692
gene-PA4167	11	11	5	5	1	2	0	0	host	gene-PA4167
gene-PA3642	173	129	190	297	37	35	22	13	host	rnhB
gene-PA3332	4	25	1	28	0	9	1	0	host	gene-PA3332
gene-PA5136	115	158	55	115	27	30	18	10	host	gene-PA5136
gene-PA3939	9	5	3	10	1	2	1	0	host	gene-PA3939
gene-PA1424a	14	11	6	9	3	1	1	0	host	gene-PA1424a
gene-PA3609	11	8	5	10	1	0	9	1	host	potC
gene-PA4374	75	83	27	50	11	6	5	4	host	gene-PA4374
gene-PA5241	719	672	312	458	69	83	43	29	host	ppx
gene-PA2913	8	6	6	9	3	2	0	0	host	gene-PA2913
gene-PA3930	92	163	73	204	52	36	72	73	host	cioA
gene-PA2823	221	223	110	148	24	17	15	10	host	gene-PA2823
gene-PPLUZ19_gp10	4	0	2633	2360	76407	70130	51406	52142	phage	gp10
gene-PA3477	600	1023	200	403	53	92	37	22	host	rhlR
gene-PA0635	104	131	79	148	82	122	60	41	host	gene-PA0635
gene-PA1684	72	81	66	94	17	13	15	9	host	gene-PA1684
gene-PA2832	154	91	41	45	6	9	2	4	host	tpm
gene-PA1808	45	45	38	44	12	7	13	13	host	gene-PA1808
gene-PA1463	258	256	177	259	29	23	9	14	host	gene-PA1463
gene-PA1683	66	68	82	101	19	21	14	3	host	gene-PA1683
gene-PA1411	12	15	12	20	4	8	1	2	host	gene-PA1411
gene-PA5420	19	15	17	8	3	1	3	0	host	purU2
gene-PA1714	2171	743	1303	949	208	93	36	47	host	exsD
gene-PA5371	102	78	55	74	23	33	15	10	host	gene-PA5371
gene-PA3752	38	37	26	27	1	3	1	1	host	gene-PA3752
gene-PA4237	743	1735	1048	2130	474	730	395	207	host	rplQ
gene-PA2571	155	136	53	95	16	12	9	1	host	gene-PA2571
gene-PA2192	3	4	0	1	0	1	3	0	host	gene-PA2192
gene-PA5001	360	561	309	533	66	80	50	23	host	gene-PA5001
gene-PA3113	503	566	241	436	58	55	25	14	host	trpF
gene-PA2931	31	16	9	10	1	5	5	2	host	cifR
gene-PA2966	2906	2531	2380	3649	839	1123	511	291	host	acpP
gene-PA4276.1	242	572	331	627	184	259	178	109	host	gene-PA4276.1
gene-PA4937.2	97	283	121	255	99	192	65	39	host	gene-PA4937.2
gene-PA1266	3	2	1	2	1	1	1	1	host	gene-PA1266
gene-PA4173	1	0	3	1	0	1	0	0	host	gene-PA4173
gene-PA4258	1796	6079	2402	4740	1429	2269	970	482	host	rplV
gene-PA1219	2	3	2	2	1	0	1	1	host	gene-PA1219
gene-PA2683	39	30	29	35	4	9	7	5	host	gene-PA2683
gene-PA1172	11	13	30	39	4	8	4	2	host	napC
gene-PA2848	2	0	2	3	4	0	2	0	host	gene-PA2848
gene-PA3884	0	4	3	0	0	1	0	1	host	gene-PA3884
gene-PA5296	175	220	158	256	34	60	29	20	host	rep
gene-PA4461	210	234	204	289	43	75	39	27	host	gene-PA4461
gene-PA3184	119	125	120	342	21	38	23	24	host	gene-PA3184
gene-PA4602	113	159	184	314	110	105	73	69	host	glyA3
gene-PA4369	47	39	15	15	2	6	2	2	host	gene-PA4369
gene-PA3289	28	18	17	26	3	1	3	1	host	gene-PA3289
gene-PA2621	548	893	299	514	67	101	26	31	host	gene-PA2621
gene-PA1673	32	56	19	34	7	8	2	2	host	gene-PA1673
gene-PA0903	615	821	468	822	131	157	110	55	host	alaS
gene-PA4762	49	38	28	46	10	13	9	10	host	grpE
gene-PA1792	137	124	135	143	25	31	11	6	host	gene-PA1792
gene-PA5551	118	112	54	94	10	23	6	9	host	gene-PA5551
gene-PA1081	226	164	161	153	22	6	3	5	host	flgF
gene-PA3132	15	12	3	6	1	3	1	2	host	gene-PA3132
gene-PA3377	4	1	5	4	0	1	0	1	host	gene-PA3377
gene-PA4451	134	379	202	330	78	122	64	33	host	gene-PA4451
gene-PA1299	89	66	12	50	9	9	2	3	host	gene-PA1299
gene-PA0292	67	76	90	95	17	29	5	5	host	aguA
gene-PA0990	25	18	6	16	4	5	2	2	host	gene-PA0990
gene-PA1161	68	59	59	95	18	11	4	6	host	rrmA
gene-PA4759	73	77	36	34	13	9	12	3	host	dapB
gene-PA2711	21	14	18	27	1	1	0	3	host	gene-PA2711
gene-PA4410	609	461	455	630	53	59	15	12	host	ddlB
gene-PA3044	30	25	12	25	7	9	2	0	host	gene-PA3044
gene-PA3133.3	369	668	235	510	180	290	140	73	host	gene-PA3133.3
gene-PA0063	48	30	16	26	5	7	4	3	host	gene-PA0063
gene-PA1267	1	2	2	3	0	1	0	0	host	gene-PA1267
gene-PA1183	21	22	208	330	15	15	5	4	host	dctA
gene-PA0483	163	115	27	51	4	7	2	0	host	gene-PA0483
gene-PA2112	137	15	169	109	30	17	3	3	host	gene-PA2112
gene-PA3388	4	4	6	9	2	1	0	2	host	gene-PA3388
gene-PA5047	205	154	113	186	37	45	24	19	host	gene-PA5047
gene-PA0289	26	37	13	15	1	3	2	1	host	gpuR
gene-PA2685	387	447	226	348	71	91	43	32	host	gene-PA2685
gene-PA3076	35	34	24	49	7	9	4	7	host	gene-PA3076
gene-PA4865	7	3	2	3	3	1	1	0	host	ureA
gene-PA2770	239	180	97	125	32	25	19	11	host	gene-PA2770
gene-PA4104	14	15	8	12	4	3	1	0	host	gene-PA4104
gene-PA4205	22	17	229	249	86	87	58	40	host	mexG
gene-PA0815	85	56	27	44	15	12	7	1	host	gene-PA0815
gene-PA4351	20	10	9	10	1	5	1	2	host	gene-PA4351
gene-PA1926	104	131	183	244	47	49	21	13	host	gene-PA1926
gene-PA3058	16	18	12	17	0	1	1	0	host	pelG
gene-PA1796.4	14	24	23	47	12	9	6	2	host	gene-PA1796.4
gene-PA1120	45	43	40	55	5	5	1	2	host	tpbB
gene-PA2421	9	6	11	13	1	6	4	4	host	gene-PA2421
gene-PA4020	179	146	167	229	24	30	14	16	host	mpl
gene-PA2275	24	14	310	329	113	81	43	46	host	gene-PA2275
gene-PA2546	35	24	12	24	4	4	2	3	host	gene-PA2546
gene-PA0976	50	104	93	130	9	19	19	5	host	gene-PA0976
gene-PA3380	1	0	1	1	0	0	0	0	host	gene-PA3380
gene-PA2657	57	63	47	72	19	11	11	1	host	gene-PA2657
gene-PA2751	26	17	7	20	8	3	4	1	host	gene-PA2751
gene-PA3025	68	45	18	38	4	6	2	4	host	gene-PA3025
gene-PA3308	70	93	117	164	50	66	25	12	host	gene-PA3308
gene-PA4590	17	27	4	17	2	7	1	2	host	pra
gene-PA0830	24	18	13	13	8	5	6	5	host	gene-PA0830
gene-PA3972	97	86	57	83	10	14	3	6	host	gene-PA3972
gene-PA2735	696	879	517	818	81	93	52	43	host	gene-PA2735
gene-PA0428	420	486	787	1224	111	127	42	22	host	gene-PA0428
gene-PA1781	8	14	4	8	5	7	4	8	host	nirB
gene-PA2551	335	236	656	1013	53	54	14	20	host	gene-PA2551
gene-PA5198	147	127	51	109	20	19	5	9	host	gene-PA5198
gene-PA1669	45	54	38	71	8	16	12	2	host	gene-PA1669
gene-PA4196	18	13	9	7	5	1	2	1	host	bfiR
gene-PA3595	11	15	5	7	4	1	0	0	host	gene-PA3595
gene-PA2005	140	107	124	202	18	17	8	7	host	gene-PA2005
gene-PA0914	5	4	7	14	9	13	5	2	host	gene-PA0914
gene-PA1254	7	5	3	2	3	3	1	0	host	gene-PA1254
gene-PA2151	7	12	9	12	2	0	1	2	host	gene-PA2151
gene-PA2702	6	13	4	11	3	8	2	0	host	gene-PA2702
gene-PA0634	197	214	209	265	126	188	103	77	host	gene-PA0634
gene-PA0684	0	0	1	1	0	0	1	0	host	gene-PA0684
gene-PA1389	64	49	33	30	6	3	4	0	host	gene-PA1389
gene-PA0912	33	30	18	29	2	7	4	2	host	gene-PA0912
gene-PA5445	266	231	151	281	30	38	5	9	host	gene-PA5445
gene-PA4021	144	87	51	57	10	10	2	2	host	gene-PA4021
gene-PA0799	110	85	89	139	13	21	11	8	host	gene-PA0799
gene-PA5561	375	580	202	455	89	169	80	40	host	atpI
gene-PA2890	9	8	6	4	0	4	0	0	host	atuE
gene-PA2968	560	734	1236	2107	350	542	201	92	host	fabD
gene-PA0385	18	32	11	28	2	2	2	3	host	gene-PA0385
gene-PA2328	11	14	1	12	2	1	1	1	host	gene-PA2328
gene-PA3108	514	789	665	867	201	230	103	92	host	purF
gene-PA2781	15	17	6	14	5	2	1	1	host	gene-PA2781
gene-PA2075	21	9	9	7	2	1	0	0	host	gene-PA2075
gene-PA1030.1	9	17	3	6	1	3	1	1	host	gene-PA1030.1
gene-PA4159	18	15	3	3	4	0	0	1	host	fepB
gene-PA3987	1394	1517	1445	2067	257	341	156	117	host	leuS
gene-PA4810	17	12	17	29	5	7	4	3	host	fdnI
gene-PA4900	3	1	7	8	1	0	0	0	host	gene-PA4900
gene-PA2759	18	30	5	12	4	5	3	1	host	gene-PA2759
gene-PA0740	16	14	10	16	5	9	1	2	host	sdsA1
gene-PA5484	112	122	119	154	13	15	6	7	host	gene-PA5484
gene-PA1946	147	150	110	176	17	16	11	5	host	rbsB
gene-PA1566	5	4	8	6	1	4	1	1	host	gene-PA1566
gene-PA4781	154	77	33	38	7	8	3	1	host	gene-PA4781
gene-PA4139	0	9	4	2	1	1	0	0	host	gene-PA4139
gene-PA3258	83	111	52	98	13	14	9	7	host	gene-PA3258
gene-PA2196	19	16	3	13	1	5	3	1	host	gene-PA2196
gene-PA2766	7	8	1	2	4	1	2	0	host	gene-PA2766
gene-PA2012	1792	939	1489	1680	183	170	44	57	host	liuD
gene-PA4223	184	145	180	244	61	86	21	8	host	gene-PA4223
gene-PA0188	5	3	2	6	3	5	0	0	host	gene-PA0188
gene-PA2799	21	20	12	17	1	3	1	4	host	gene-PA2799
gene-PA1405	60	38	15	17	5	2	4	2	host	gene-PA1405
gene-PA4950	97	74	70	121	10	13	12	8	host	gene-PA4950
gene-PA0567	43	46	22	33	4	3	6	2	host	gene-PA0567
gene-PA3734	24	33	12	14	3	6	2	2	host	gene-PA3734
gene-PA0882	7	7	5	7	0	2	0	1	host	gene-PA0882
gene-PA5065	119	111	116	160	39	28	27	16	host	ubiB
gene-PA3750	30	21	27	51	2	5	0	3	host	gene-PA3750
gene-PA4170	29	35	15	22	0	0	2	0	host	gene-PA4170
gene-PA3605	65	69	28	32	14	5	9	3	host	gene-PA3605
gene-PA2389	467	520	529	875	110	148	65	49	host	pvdR
gene-PA0095	240	261	84	151	27	44	28	13	host	gene-PA0095
gene-PA3705	95	75	61	85	12	13	9	7	host	wspD
gene-PA4988	61	52	41	60	7	13	5	4	host	waaA
gene-PA1476	72	91	44	69	6	19	8	5	host	ccmB
gene-PA4447	101	151	101	173	37	44	19	15	host	hisC1
gene-PA4757	99	99	131	169	44	35	25	17	host	gene-PA4757
gene-PA3280	9	17	4	9	1	1	5	1	host	oprO
gene-PA5427	33	26	17	27	8	5	1	2	host	adhA
gene-PA1051	26	21	73	98	27	21	6	6	host	gene-PA1051
gene-PA3801	911	885	477	804	122	159	73	65	host	gene-PA3801
gene-PA4239	951	2177	1720	3058	769	959	552	277	host	rpsD
gene-PA0482	1471	785	378	484	96	112	64	69	host	glcB
gene-PA2920	155	90	58	73	15	10	7	3	host	gene-PA2920
gene-PA1499	5	4	5	2	1	1	2	2	host	gene-PA1499
gene-PA5565	492	371	2927	506	99	279	82	64	host	gidA
gene-PA3298	5	3	4	8	0	3	0	0	host	gene-PA3298
gene-PA2490	3	7	8	10	3	6	5	1	host	gene-PA2490
gene-PA3784	30	47	36	72	7	9	5	6	host	gene-PA3784
gene-PPLUZ19_gp13	0	0	114	89	42729	40120	17883	14853	phage	gp13
gene-PA3586	28	11	8	14	8	3	4	4	host	gene-PA3586
gene-PA0321	25	21	9	25	5	4	1	0	host	gene-PA0321
gene-PA1019a	7	5	2	5	1	1	0	0	host	gene-PA1019a
gene-PA4136	30	29	12	18	2	1	1	1	host	gene-PA4136
gene-PA3732	343	440	121	202	35	38	25	14	host	gene-PA3732
gene-PA3361	13	30	6	23	0	4	3	2	host	lecB
gene-PA1574	47	63	49	68	21	17	10	5	host	gene-PA1574
gene-PA5050	49	45	29	38	4	7	3	2	host	priA
gene-PA5046	13675	1002	579	825	180	249	136	77	host	gene-PA5046
gene-PA1607	228	195	88	118	69	61	45	55	host	gene-PA1607
gene-PA0965	302	298	232	348	57	62	34	12	host	ruvC
gene-PA1257	3	9	5	4	3	1	1	2	host	gene-PA1257
gene-PA0818	66	74	35	81	8	11	3	1	host	gene-PA0818
gene-PA2482	39	37	40	73	9	9	8	2	host	gene-PA2482
gene-PA2388	48	68	22	40	8	9	4	4	host	fpvR
gene-PA1186	6	10	4	4	2	6	3	0	host	gene-PA1186
gene-PA1514	28	15	13	16	4	2	0	3	host	gene-PA1514
gene-PA1110	34	27	12	17	10	5	3	2	host	gene-PA1110
gene-PA0415	70	73	55	104	16	15	3	5	host	chpC
gene-PA4372	105	113	74	93	5	10	3	0	host	gene-PA4372
gene-PA4336	87	94	33	36	10	10	6	5	host	gene-PA4336
gene-PA3645	227	406	381	618	78	106	67	34	host	fabZ
gene-PA0080	15	16	11	20	7	4	4	3	host	gene-PA0080
gene-PA2629	63	58	115	159	56	78	30	27	host	purB
gene-PA0639	103	123	111	207	93	153	81	36	host	gene-PA0639
gene-PA4845	51	67	48	78	26	22	15	8	host	dipZ
gene-PA0960	87	88	43	66	6	21	8	6	host	gene-PA0960
gene-PA1327	124	98	39	81	10	14	4	9	host	gene-PA1327
gene-PA2099	12	9	3	9	4	2	0	0	host	gene-PA2099
gene-PA3681	51	17	13	26	8	10	4	5	host	gene-PA3681
gene-PA4650	9	13	4	14	4	5	2	0	host	gene-PA4650
gene-PA4992	43	32	40	54	12	13	9	6	host	gene-PA4992
gene-PA3056	142	98	24	44	4	6	3	4	host	gene-PA3056
gene-PA5008	102	148	93	175	30	31	10	8	host	gene-PA5008
gene-PA1290	8	16	5	7	2	0	2	0	host	gene-PA1290
gene-PA4436	35	45	14	27	7	6	5	4	host	gene-PA4436
gene-PA1383	84	108	34	58	15	14	5	6	host	gene-PA1383
gene-PA5549	121	161	144	201	62	96	76	73	host	glmS
gene-PA1490	9	2	6	3	0	1	0	0	host	gene-PA1490
gene-PA4182	24	31	8	8	1	1	1	0	host	gene-PA4182
gene-PA2812	61	57	48	53	17	7	7	5	host	gene-PA2812
gene-PA1733	53	44	21	24	2	7	3	1	host	gene-PA1733
gene-PA0836.1	12	10	3	3	0	2	1	2	host	gene-PA0836.1
gene-PA3766	31	43	28	48	8	11	3	6	host	gene-PA3766
gene-PA2032	71	78	22	46	12	14	9	4	host	gene-PA2032
gene-PA3563	54	34	47	56	5	13	3	6	host	fruR
gene-PA3769	359	446	600	764	205	240	163	114	host	guaA
gene-PA0458	38	49	38	46	7	11	4	7	host	gene-PA0458
gene-PA5111	85	128	101	128	19	28	8	10	host	gloA3
gene-PA2502	20	37	23	41	7	12	8	6	host	gene-PA2502
gene-PA0225	77	52	22	35	3	6	2	4	host	gene-PA0225
gene-PA0245	2	3	3	7	1	0	0	0	host	aroQ2
gene-PA0198	5	8	5	3	0	4	1	0	host	exbB1
gene-PA4858	11	13	6	18	5	5	6	3	host	gene-PA4858
gene-PA0057	16	8	7	4	1	2	0	0	host	gene-PA0057
gene-PA4715	319	275	136	148	48	24	25	30	host	gene-PA4715
gene-PA5226	101	65	44	57	11	16	1	7	host	gene-PA5226
gene-PA2375	24	16	13	14	1	1	0	5	host	gene-PA2375
gene-PA1682	25	57	46	67	4	12	6	4	host	gene-PA1682
gene-PA1761	102	96	112	124	6	8	4	8	host	gene-PA1761
gene-PA1805	1451	1611	1228	1743	225	200	132	85	host	ppiD
gene-PA1821	534	777	273	371	71	74	75	32	host	gene-PA1821
gene-PA2598	9	15	2	11	2	1	0	0	host	gene-PA2598
gene-PA3274	12	16	4	6	0	0	1	0	host	gene-PA3274
gene-PA2836	5	8	4	5	1	0	0	0	host	gene-PA2836
gene-PA4783	13	12	8	14	4	4	5	0	host	gene-PA4783
gene-PA2643	57	49	60	73	68	47	26	16	host	nuoH
gene-PA3772	7	7	3	8	1	3	0	1	host	gene-PA3772
gene-PA0356	39	54	37	54	13	15	7	4	host	gene-PA0356
gene-PA5374	14	26	374	208	93	54	13	52	host	betI
gene-PA2606	25	20	18	13	3	5	3	5	host	gene-PA2606
gene-PA2791	6	8	8	12	2	2	0	1	host	gene-PA2791
gene-PA3400	32	47	20	51	2	11	5	0	host	gene-PA3400
gene-PA1656	20	90	24	208	14	88	43	7	host	gene-PA1656
gene-PA2437	10	6	14	14	2	3	1	0	host	gene-PA2437
gene-PA1419	48	16	57	17	3	5	1	2	host	gene-PA1419
gene-PA4920	82	70	55	48	8	9	6	5	host	nadE
gene-PA1799	17	14	8	12	6	6	3	4	host	parR
gene-PA3126	21	26	9	12	5	7	5	4	host	ibpA
gene-PA3535	36	37	26	56	4	8	3	4	host	gene-PA3535
gene-PA2755	155	157	98	94	30	21	15	21	host	eco
gene-PA2613	412	413	328	438	68	61	37	24	host	gene-PA2613
gene-PA4814	9	3	2	2	2	1	0	1	host	fadH2
gene-PA1648	16	19	19	14	4	3	0	0	host	gene-PA1648
gene-PA0786	3	3	1	3	0	1	3	0	host	gene-PA0786
gene-PA5263	202	186	161	194	38	49	30	22	host	argH
gene-PA4096	2	1	0	0	1	0	0	0	host	gene-PA4096
gene-PA1044	24	32	13	19	4	2	3	3	host	gene-PA1044
gene-PA1846	136	142	141	194	41	46	25	19	host	cti
