Geneid	5_R1	5_R2	15_R1	15_R2	35_R1	35_R2	Entity	Symbol
gene-PHIKZ_p84	3	3	142	77	7	58	phage	gene-PHIKZ_p84
gene-PA1518	1	3	1	4	0	6	host	gene-PA1518
gene-PA5278	17	11	4	6	2	12	host	dapF
gene-PA3731	13	10	2	7	1	5	host	gene-PA3731
gene-PA4097	6	2	2	2	3	5	host	gene-PA4097
gene-PA4027	8	3	3	13	2	4	host	gene-PA4027
gene-PA3002	40	25	15	27	7	18	host	mfd
gene-PA2204	11	6	1	2	2	3	host	gene-PA2204
gene-PA1566	2	2	5	6	1	3	host	gene-PA1566
gene-PA1233	3	2	0	0	0	1	host	gene-PA1233
gene-PA1268	5	4	1	5	1	6	host	gene-PA1268
gene-PA4366	92	51	52	45	16	15	host	sodB
gene-PA1712	13	5	1	2	1	3	host	exsB
gene-PA3427	7	5	2	9	1	1	host	gene-PA3427
gene-PA3629	32	29	15	8	4	8	host	adhC
gene-PA2327	6	6	2	1	1	2	host	gene-PA2327
gene-PA2757	8	6	2	4	0	1	host	gene-PA2757
gene-PA2646	6	10	0	4	0	2	host	nuoK
gene-PA3139.1	543	692	196	119	19	23	host	gene-PA3139.1
gene-PA0475	6	10	0	4	1	2	host	gene-PA0475
gene-PA4866	3	5	2	4	0	1	host	gene-PA4866
gene-PHIKZ045	94	76	159	86	23	115	phage	gene-PHIKZ045
gene-PA2566	10	4	0	3	2	8	host	gene-PA2566
gene-PA1749	17	13	7	4	4	5	host	gene-PA1749
gene-PA2622	10	9	5	1	0	4	host	cspD
gene-PA3858	15	7	1	5	1	6	host	gene-PA3858
gene-PA1181	39	36	12	27	5	26	host	gene-PA1181
gene-PA5353	4	11	2	4	5	14	host	glcF
gene-PA2833	3	3	0	3	0	4	host	gene-PA2833
gene-PA4196	9	4	2	3	2	10	host	bfiR
gene-PA3309	19	9	4	2	1	3	host	gene-PA3309
gene-PA2784	4	5	2	3	0	3	host	gene-PA2784
gene-PA0681	5	5	1	8	0	1	host	gene-PA0681
gene-PA3757	8	13	5	3	2	6	host	gene-PA3757
gene-PA0780	25	10	1	5	0	8	host	pruR
gene-PA1472	2	1	1	1	0	4	host	gene-PA1472
gene-PA2495	4	5	0	4	1	1	host	oprN
gene-PA0640	4	8	0	4	0	1	host	gene-PA0640
gene-PA2791	2	0	0	0	0	1	host	gene-PA2791
gene-PA5462	13	11	4	14	3	8	host	gene-PA5462
gene-PA4924	12	2	7	6	2	7	host	gene-PA4924
gene-PA0765	9	6	5	3	2	3	host	mucC
gene-PA1556	6	7	2	6	2	2	host	ccoO2
gene-PA3096	9	7	1	7	0	7	host	xcpY
gene-PHIKZ232	113	118	428	265	34	243	phage	gene-PHIKZ232
gene-PHIKZ132	6	6	279	157	271	772	phage	gene-PHIKZ132
gene-PA4611	20	11	1	11	2	3	host	gene-PA4611
gene-PA2023	21	22	14	14	2	12	host	galU
gene-PA0287	12	12	6	7	0	5	host	gpuP
gene-PA0035	18	8	2	8	2	8	host	trpA
gene-PA2284	6	5	1	1	2	5	host	gene-PA2284
gene-PA4774	26	24	2	22	5	10	host	gene-PA4774
gene-PA1633	8	10	3	9	4	5	host	kdpA
gene-PHIKZ_p47	8	3	7	8	15	74	phage	gene-PHIKZ_p47
gene-PA3077	9	2	0	2	1	4	host	gene-PA3077
gene-PA2379	9	12	5	7	3	6	host	gene-PA2379
gene-PA2154	6	0	3	6	2	6	host	gene-PA2154
gene-PA5101	6	5	2	4	1	7	host	gene-PA5101
gene-PHIKZ093	17	21	766	409	539	1816	phage	gene-PHIKZ093
gene-PA4115	34	28	10	19	461	15	host	gene-PA4115
gene-PA2750a	5	7	2	5	4	0	host	gene-PA2750a
gene-PA3278	13	8	1	6	1	2	host	gene-PA3278
gene-PA1918	10	11	2	5	3	5	host	gene-PA1918
gene-PA0894	3	3	1	0	0	0	host	gene-PA0894
gene-PA3955	6	10	5	17	4	2	host	gene-PA3955
gene-PA4695	14	8	2	3	1	2	host	ilvH
gene-PA2083	7	12	0	7	2	1	host	gene-PA2083
gene-PHIKZ114	76	57	39	18	5	55	phage	gene-PHIKZ114
gene-PHIKZ140	10	8	80	44	76	282	phage	gene-PHIKZ140
gene-PA3577	3	1	1	0	0	1	host	gene-PA3577
gene-PA2639	33	29	11	20	7	14	host	nuoD
gene-PA0668.2	236	190	94	49	11	13	host	gene-PA0668.2
gene-PA3510	3	4	1	3	1	3	host	gene-PA3510
gene-PA1323	10	5	6	1	2	4	host	gene-PA1323
gene-PA4861	17	10	6	4	2	7	host	gene-PA4861
gene-PA1011	47	22	9	8	6	3	host	gene-PA1011
gene-PA3811	20	11	5	6	0	4	host	hscB
gene-PHIKZ238	55	52	337	239	27	115	phage	gene-PHIKZ238
gene-PA0545	12	10	7	7	2	9	host	gene-PA0545
gene-PA0581	9	12	5	8	1	9	host	gene-PA0581
gene-PA0587	13	10	2	9	9	11	host	gene-PA0587
gene-PA3141	59	53	18	12	8	17	host	wbpM
gene-PA0877	10	3	1	3	1	1	host	gene-PA0877
gene-PA3434	16	8	2	7	0	4	host	gene-PA3434
gene-PA4301	11	5	1	3	0	3	host	tadB
gene-PA3880	6	1	1	8	1	1	host	gene-PA3880
gene-PA5038	10	16	11	9	3	4	host	aroB
gene-PA2654	17	16	4	16	9	20	host	gene-PA2654
gene-PA2229	9	3	2	2	2	1	host	gene-PA2229
gene-PA0679	0	2	0	2	1	0	host	gene-PA0679
gene-PA3265	3	0	1	1	1	3	host	gene-PA3265
gene-PA0774	15	7	2	7	2	6	host	gene-PA0774
gene-PA0134	18	16	3	16	5	19	host	gene-PA0134
gene-PA0435	13	13	4	11	3	12	host	gene-PA0435
gene-PA1889	10	10	6	6	3	2	host	gene-PA1889
gene-PA4954	19	7225	6701	1615	8	8	host	motA
gene-PA2484	9	3	3	2	2	7	host	gene-PA2484
gene-PA5510	14	8	3	3	1	12	host	gene-PA5510
gene-PA4904	5	9	3	9	2	6	host	vanA
gene-PHIKZ259	15	11	78	71	8	66	phage	gene-PHIKZ259
gene-PA4540	15	9	0	8	1	7	host	gene-PA4540
gene-PA5095	9	9	4	5	1	4	host	gene-PA5095
gene-PA4784	4	6	2	5	0	2	host	gene-PA4784
gene-PA0366	11	11	10	8	1	18	host	gene-PA0366
gene-PA2159	2	1	0	1	0	1	host	gene-PA2159
gene-PA0740	10	12	3	2	0	12	host	sdsA1
gene-PA1150	26	30	7	13	3	16	host	pys2
gene-PHIKZ_p35	92	93	45	27	7	47	phage	gene-PHIKZ_p35
gene-PA3039	12	9	1	5	0	6	host	gene-PA3039
gene-PA2422	6	1	1	4	0	1	host	gene-PA2422
gene-PA4607	11	8	4	5	4	3	host	gene-PA4607
gene-PA3771	2	2	1	8	0	3	host	gene-PA3771
gene-PA0340	14	11	3	6	1	2	host	gene-PA0340
gene-PA1880	12	15	3	12	4	12	host	gene-PA1880
gene-PA4088	15	15	2	7	0	7	host	gene-PA4088
gene-PA3057	1	2	2	2	0	1	host	gene-PA3057
gene-PA5287	17	5	3	12	706	14	host	amtB
gene-PHIKZ175	23	8	114	59	153	579	phage	gene-PHIKZ175
gene-PA0887	55	38	25	30	12	2227	host	acsA
gene-PA2930	13	7	2	7	0	2	host	gene-PA2930
gene-PA4505	5	6	1	1	1	11	host	gene-PA4505
gene-PA0195	16	14	9	10	1	11	host	pntAA
gene-PA2563	7	5	3	10	2	4	host	gene-PA2563
gene-PA4179	10	11	6	8	1	21	host	gene-PA4179
gene-PA1360	7	3	0	7	0	2	host	gene-PA1360
gene-PA3397	15	22	5	11	6	9	host	fpr
gene-PA2303	4	4	0	9	0	4	host	ambD
gene-PA0367	19	14	1	9	0	10	host	gene-PA0367
gene-PA4541.3	3128	2531	754	510	78	77	host	gene-PA4541.3
gene-PA3458	7	4	3	1	1	1	host	gene-PA3458
gene-PA2006	12	8	2	5	1	7	host	gene-PA2006
gene-PHIKZ304	3	10	264	170	41	141	phage	gene-PHIKZ304
gene-PA3691	16	11	12	8	0	6	host	gene-PA3691
gene-PA1388	2	5	2	2	0	1	host	gene-PA1388
gene-PA2775.1	56	49	31	21	3	6	host	gene-PA2775.1
gene-PHIKZ_p45	0	0	7	4	23	85	phage	gene-PHIKZ_p45
gene-PA3331	17	10	4	6	1	6	host	gene-PA3331
gene-PA0154	8	9	1	6	0	6	host	pcaG
gene-PA1062	2	5	1	2	1	2	host	gene-PA1062
gene-PA0416	4	6	0	1	0	3	host	chpD
gene-PA1883	3	4	1	2	1	4	host	gene-PA1883
gene-PA3252	5	2	1	2	0	2	host	gene-PA3252
gene-PA1070	7	9	7	2	0	5	host	braG
gene-PA3980	42	33	14	20	8	91	host	gene-PA3980
gene-PA0324	16	10	1	13	2	12	host	gene-PA0324
gene-PA4017	11	7	5	8	0	7	host	gene-PA4017
gene-PA3718	9	9	4	5	3	4	host	gene-PA3718
gene-PA3175	4	2	1	4	1	2	host	gene-PA3175
gene-PA2967	35	42	11	8	1	8	host	fabG
gene-PA5468	14	15	7	8	2	11	host	gene-PA5468
gene-PA3786	7	8	2	4	0	3	host	gene-PA3786
gene-PA3820	33	34	12	9	2	10	host	secF
gene-PA1135	6	5	3	6	3	7	host	gene-PA1135
gene-PA3249	2	6	2	5	0	2	host	gene-PA3249
gene-PA0984	1	1	0	1	0	3	host	gene-PA0984
gene-PA4086	4	5	2	3	1	6	host	cupB1
gene-PA3083	42	41	17	16	5	10	host	pepN
gene-PA2952	30	28	17	6	18	22	host	etfB
gene-PA0391	23	25	8	14	1	12	host	gene-PA0391
gene-PA0865	39	31	29	14	8	6	host	hpd
gene-PA4845	27	20	14	18	8	9	host	dipZ
gene-PA3772	5	5	3	3	0	9	host	gene-PA3772
gene-PA2917	9	7	4	7	0	5	host	gene-PA2917
gene-PA2095	1	7	1	3	0	3	host	gene-PA2095
gene-PA1763	8	4	3	5	1	3	host	gene-PA1763
gene-PA4239	131	92	36	32	16	19	host	rpsD
gene-PA5167	12	16	10	13	3	4	host	gene-PA5167
gene-PA4680	4	0	0	1	0	1	host	gene-PA4680
gene-PA0339	15	8	1	7	4	4	host	gene-PA0339
gene-PA3406	14	5	4	12	2	6	host	hasD
gene-PA0806	5	5	2	0	0	2	host	gene-PA0806
gene-PA5496	8	9	4	2	1	5	host	nrdJb
gene-PA4163	23	22	10	15	8	15	host	gene-PA4163
gene-PA4085	7	7	1	2	2	2	host	cupB2
gene-PA2923	11	3	0	6	1	8	host	hisJ
gene-PA2498	2	4	2	3	1	4	host	gene-PA2498
gene-PA0360	17	9	9	13	3	14	host	gene-PA0360
gene-PA5374	22	19	10	13	6	9	host	betI
gene-PHIKZ296	13	15	255	139	58	244	phage	gene-PHIKZ296
gene-PA0724	27	2832	6	7	5	515	host	gene-PA0724
gene-PA4075	13	14	6	13	2	11	host	gene-PA4075
gene-PA3693	5	3	1	3	0	2	host	gene-PA3693
gene-PA0065	14	12	6	7	1	8	host	gene-PA0065
gene-PA0905.3	185	157	71	55	7	10	host	gene-PA0905.3
gene-PA0263	7	7	2	4	1	4	host	hcpC
gene-PA2551	10	9	5	6	0	6	host	gene-PA2551
gene-PA0299	33	24	10	18	3	12	host	spuC
gene-PA3631	8	11	6	10	1	5	host	gene-PA3631
gene-PA3833	7	6	2	2	1	3	host	gene-PA3833
gene-PA4627	10	10	3	10	4	10	host	gene-PA4627
gene-PA3423	9	7	5	3	1	4	host	gene-PA3423
gene-PA2094	3	3	1	3	0	3	host	gene-PA2094
gene-PA3988	17	16	3	4	2	5	host	gene-PA3988
gene-PA0706	6	10	2	2	1	2	host	cat
gene-PA1074	47	40	29	19	16	10	host	braC
gene-PA1628	7	11	3	6	1	5	host	gene-PA1628
gene-PA0700	0	3	0	2	0	0	host	gene-PA0700
gene-PA3578	4	4	4	9	2	4	host	gene-PA3578
gene-PA2387	6	7	2	3	2	4	host	fpvI
gene-PA5358	13	10	7	444	1	19	host	ubiA
gene-PA2561	3	2	6	6	1	5	host	gene-PA2561
gene-PA0678	1	3	2	0	0	1	host	gene-PA0678
gene-PA1141	4	7	0	1	0	3	host	gene-PA1141
gene-PA4137	17	14	6	12	2	16	host	gene-PA4137
gene-PA1406	6	4	0	1	0	1	host	gene-PA1406
gene-PA1052a	0	0	2	4	1	1	host	gene-PA1052a
gene-PA1750	43	23	15	20	8	13	host	gene-PA1750
gene-PA1275	13	7	4	5	0	1	host	cobD
gene-PA1645	6	3	0	1	1	1	host	gene-PA1645
gene-PA0985	9	4	1	1	0	9	host	pyoS5
gene-PA1811	26	12	5	12	4	5	host	gene-PA1811
gene-PA0330	14	18	6	12	4	7	host	rpiA
gene-PA3662	5	5	1	6	2	5	host	gene-PA3662
gene-PA5453	13	8	1	7	4	4	host	gmd
gene-PA2480	9	8	4	0	1	2	host	gene-PA2480
gene-PA4320	17	14	3	14	0	8	host	gene-PA4320
gene-PA5416	12	1	5	7	0	11	host	soxB
gene-PA4568	164	137	65	50	22	20	host	rplU
gene-PA5497	30	25	11	10	3	24	host	nrdJa
gene-PA2888	5	9	1	8	2	8	host	atuC
gene-PA5001	31	23	9	11	3	8	host	gene-PA5001
gene-PA1896	7	11	0	4	2	6	host	gene-PA1896
gene-PA3633	15	4	0	2	0	2	host	ygbP
gene-PA5531	24	18	11	18	10	20	host	tonB1
gene-PA0044	59	48	11	11	3	15	host	exoT
gene-PA1849	0	0	0	1	0	1	host	gene-PA1849
gene-PHIKZ064	9	13	1652	900	337	844	phage	gene-PHIKZ064
gene-PA3690	16	12	9	11	4	8	host	gene-PA3690
gene-PA3794	6	4	2	2	0	4	host	gene-PA3794
gene-PA0867	13	5	0	4	1	4	host	mliC
gene-PA5085	6	12	4	6	1	5	host	gene-PA5085
gene-PA1483a	5	6	1	5	1	1	host	gene-PA1483a
gene-PA3851	10	8	4	3	1	2	host	gene-PA3851
gene-PA0398	9	6	2	11	4	4	host	gene-PA0398
gene-PA3251	3	6	0	2	0	1	host	gene-PA3251
gene-PA3111	45	48	14	18	4	7	host	folC
gene-PA4229	4	4	3	0	1	5	host	pchC
gene-PA2977	22	7	9	5	2	4	host	murB
gene-PA2116	10	9	4	4	1	1	host	gene-PA2116
gene-PA4315	65	50	28	24	15	14	host	mvaT
gene-PA2469	5	4	1	5	0	5	host	gene-PA2469
gene-PA0873	27	17	8	11	2	14	host	phhR
gene-PA0606	12	13	1	7	1	3	host	gene-PA0606
gene-PA5183	5	8	2	1	1	4	host	gene-PA5183
gene-PA3706	15	5	5	6	1	7	host	wspC
gene-PHIKZ214	34	31	329	203	47	259	phage	gene-PHIKZ214
gene-PA2050	1	1	1	1	0	2	host	gene-PA2050
gene-PA0956	50	38	29	18	16	19	host	proS
gene-PA4786	14	10	7	3	1	3	host	gene-PA4786
gene-PA4486	10	2	0	1	3	46	host	gene-PA4486
gene-PA3256	13	4	2	2	1	8	host	gene-PA3256
gene-PA2612	25	15	3	7	1	6	host	serS
gene-PA4433	198	183	104	83	26	42	host	rplM
gene-PA1530	4	2	1	4	1	1	host	gene-PA1530
gene-PA0789	25	19	4	15	3	10	host	gene-PA0789
gene-PA1007	10	8	1	3	4	3	host	gene-PA1007
gene-PHIKZ_p14	47	30	43	25	3	67	phage	gene-PHIKZ_p14
gene-PA3166	16	24	7	7	0	3	host	pheA
gene-PA1210	6	0	1	5	0	2	host	gene-PA1210
gene-PA4388	8	8	1	4	1	4	host	gene-PA4388
gene-PA2692	4	9	4	2	0	1	host	gene-PA2692
gene-PA0503	15	7	0	6	0	3	host	gene-PA0503
gene-PA3076	15	10	3	6	1	4	host	gene-PA3076
gene-PA4902	18	6	6	6	2	4	host	gene-PA4902
gene-PA3404	8	6	4	5	0	2	host	gene-PA3404
gene-PA0589	3	5	2	2	0	2	host	gene-PA0589
gene-PA3852	3	4	3	3	1	13	host	gene-PA3852
gene-PA2299	3	6	5	2	0	5	host	gene-PA2299
gene-PA0447	17	27	3	8	3	9	host	gcdH
gene-PA1133	1	0	1	1	0	5	host	gene-PA1133
gene-PA3222	3	3	3	3	0	6	host	gene-PA3222
gene-PA1120	10	8	1	11	0	14	host	tpbB
gene-PA0500	38	28	8	13	1	18	host	bioB
gene-PA0288	12	14	3	6	2	4	host	gpuA
gene-PA1260	9	7	4	10	1	6	host	gene-PA1260
gene-PA2618	11	5	2	3	2	3	host	gene-PA2618
gene-PA3416	8	3	2	12	0	4	host	gene-PA3416
gene-PA1261	2	6	0	1	1	5	host	gene-PA1261
gene-PA2707	13	18	3	6	3	4	host	gene-PA2707
gene-PA1739	3	2	0	1	2	5	host	gene-PA1739
gene-PA3407	6	1	2	3	1	3	host	hasAp
gene-PA1087	19	8	11	10	4	9	host	flgL
gene-PA4935	177	172	111	97	31	40	host	rpsF
gene-PA4046	9	1	2	2	0	4	host	gene-PA4046
gene-PA4709	4	2	2	4	4	9	host	gene-PA4709
gene-PA3133.4	602	650	297	213	43	32	host	gene-PA3133.4
gene-PA3315	4	5	2	8	2	6	host	gene-PA3315
gene-PA2819.3	203	199	63	66	9	7	host	gene-PA2819.3
gene-PA4971	11	23	8	10	4	10	host	aspP
gene-PA4704.1	20	36	19	13	2	6	host	prrF1
gene-PA2892	4	7	2	8	0	5	host	atuG
gene-PA5288	45	28	14	15	5	4	host	glnK
gene-PA1716	40	31	6	6	1	8	host	pscC
gene-PA1403	4	5	0	1	0	2	host	gene-PA1403
gene-PA4785	20	13	6	15	2	10	host	gene-PA4785
gene-PA5170	16	13	3	12	3	10	host	arcD
gene-PA3461	23	4	3	12	2	7	host	gene-PA3461
gene-PA0940	4	4	1	0	0	0	host	gene-PA0940
gene-PHIKZ_p54	151	106	721	384	46	239	phage	gene-PHIKZ_p54
gene-PA4937.1	14980	15088	5519	4370	1069	539	host	gene-PA4937.1
gene-PA2158	5	13	2	3	0	3	host	gene-PA2158
gene-PA3135	6	3	2	1	1	6	host	gene-PA3135
gene-PA0788	30	30	4	20	7	15	host	gene-PA0788
gene-PA0490	6	10	3	2	1	4	host	gene-PA0490
gene-PA1949	4	8	0	3	2	7	host	rbsR
gene-PA4160	5	7	1	4	0	3	host	fepD
gene-PA2288	5	5	5	3	3	0	host	gene-PA2288
gene-PA0624	2	5	0	3	0	1	host	gene-PA0624
gene-PA3100	3	0	1	2	0	5	host	xcpU
gene-PA0218	22	11	6	8	1	10	host	gene-PA0218
gene-PA0441	18	16	2	16	0	6	host	dht
gene-PA0684	6	2	0	320	2	1	host	gene-PA0684
gene-PA2822	4	6	2	2	0	5	host	gene-PA2822
gene-PA2295	6	4	0	5	0	2	host	gene-PA2295
gene-PA2399	53	45	11	24	3	19	host	pvdD
gene-PA2572	5	6	3	7	3	12	host	gene-PA2572
gene-PA3920	17	16	1	14	1	7	host	gene-PA3920
gene-PA5417	2	5	0	4	0	6	host	soxD
gene-PA3316	7	5	0	7	1	2	host	gene-PA3316
gene-PA0347	21	7	6	12	1	7	host	glpQ
gene-PA0999	4	4	0	4	0	1	host	pqsD
gene-PA4694	189	29	39	9	23	8	host	ilvC
gene-PA4500	15	25	7	15	9	113	host	gene-PA4500
gene-PA3081	11	10	3	5	0	5	host	gene-PA3081
gene-PA2531	3	5	3	6	1	0	host	gene-PA2531
gene-PA3780	7	4	0	4	1	5	host	gene-PA3780
gene-PA2958	11	18	2	9	0	10	host	gene-PA2958
gene-PA3208	5	10	0	5	0	3	host	gene-PA3208
gene-PA0609	23	18	3	12	1	8	host	trpE
gene-PA1466	2	7	0	4	0	3	host	gene-PA1466
gene-PHIKZ247	68	57	33	19	5	72	phage	gene-PHIKZ247
gene-PA3223	5	3	3	2	0	2	host	azoR3
gene-PA2734	24	34	2	6	0	7	host	gene-PA2734
gene-PA5519	8	5	3	5	1	5	host	gene-PA5519
gene-PA2406	2	6	2	2	1	1	host	gene-PA2406
gene-PA4981	24	14	4	9	1	18	host	gene-PA4981
gene-PA2069	12	6	5	4	1	6	host	gene-PA2069
gene-PA2337	16	9	3	2	2	8	host	mtlR
gene-PA1412	3	1	2	2	0	4	host	gene-PA1412
gene-PA0904	34	21	12	20	7	10	host	lysC
gene-PA0392	19	18	3	8	3	6	host	gene-PA0392
gene-PA4782	10	15	3	3	2	3	host	gene-PA4782
gene-PA0410	21	17	5	1	1	3	host	pilI
gene-PHIKZ_p56	283	223	928	483	59	118	phage	gene-PHIKZ_p56
gene-PA2697	2	0	1	2	2	0	host	gene-PA2697
gene-PA1983	9	4	5	2	0	1	host	exaB
gene-PA2148	7	3	0	4	0	1	host	gene-PA2148
gene-PA3972	23	13	8	14	2	11	host	gene-PA3972
gene-PA4022	17	15	4	21	3	107	host	gene-PA4022
gene-PHIKZ_p61	64	50	591	314	53	193	phage	gene-PHIKZ_p61
gene-PA4473	12	9	5	7	2	5	host	gene-PA4473
gene-PA3755	7	7	6	4	0	1	host	gene-PA3755
gene-PHIKZ013	235	206	91	48	13	44	phage	gene-PHIKZ013
gene-PA0517	9	5	2	3	0	3	host	nirC
gene-PA2903	13	8	3	11	1	8	host	cobJ
gene-PA3707	10	6	1	3	2	2	host	gene-PA3707
gene-PHIKZ030	21	22	78	39	1105	2494	phage	gene-PHIKZ030
gene-PA5351	26	14	5	6	1	2	host	rubA1
gene-PHIKZ027	28	29	407	200	623	1868	phage	gene-PHIKZ027
gene-PA2235	12	11	7	4	2	12	host	pslE
gene-PA3997	18	14	6	8	0	22	host	lipB
gene-PA0735	1	3	0	0	0	0	host	gene-PA0735
gene-PA1191	8	10	1	3	0	4	host	gene-PA1191
gene-PA4403	125	94	34	55	25	40	host	secA
gene-PA1166	3	4	3	2	1	1	host	gene-PA1166
gene-PA1100	10	7	2	1	1	21	host	fliE
gene-PA2121	7	1	4	2	0	3	host	gene-PA2121
gene-PA0494	11	10	2	5	2	10	host	gene-PA0494
gene-PA2398	31	19	9	14	4	18	host	fpvA
gene-PA1267	7	3	0	2	0	8	host	gene-PA1267
gene-PA4222	18	7	3	5	4	71	host	gene-PA4222
gene-PA1455	28	15	11	2	3	11	host	fliA
gene-PA0936	21	10	10	13	6	6	host	lpxO2
gene-PA5227	6	10	6	5	2	7	host	gene-PA5227
gene-PA3499	3	6	2	3	0	1	host	gene-PA3499
gene-PA4000	39	47	18	19	6	11	host	gene-PA4000
gene-PA5491	26	26	8	6	5	6	host	gene-PA5491
gene-PA4261	40	36	8	11	6	4	host	rplW
gene-PHIKZ265	6	7	18	14	2	41	phage	gene-PHIKZ265
gene-PA0061	11	5	1	3	2	5	host	gene-PA0061
gene-PA0891	26	21	2	9	0	4	host	gene-PA0891
gene-PA1059	0	1	2	3	1	2	host	gene-PA1059
gene-PA3324	15	10	3	6	4	11	host	gene-PA3324
gene-PA3998	12	7	3	3	0	3	host	gene-PA3998
gene-PA3803	27	22	10	6	2	4	host	gcpE
gene-PA4276.1	32	33	11	12	4	5	host	gene-PA4276.1
gene-PA5043	19	7	5	10	50	8	host	pilN
gene-PA2688	17	11	6	10	2	12	host	pfeA
gene-PA4750	19	17	7	3	3	8	host	folP
gene-PA2425	4	2	0	1	0	4	host	pvdG
gene-PA1609	81	59	25	18	6	11	host	fabB
gene-PA4717	9	8	2	5	6	7	host	gene-PA4717
gene-PA0552	30	16	9	7	2	12	host	pgk
gene-PA5359	5	4	2	6	1	3	host	gene-PA5359
gene-PA0509	17	14	5	11	0	10	host	nirN
gene-PA4865	1	1	0	2	1	0	host	ureA
gene-PA5350	1	2	2	0	0	0	host	rubA2
gene-PA2022	12	9	2	11	1	3	host	gene-PA2022
gene-PA3246	2	6	0	3	2	6	host	rluA
gene-PA3437	18	11	2	3	2	8	host	folM
gene-PA4846	49	44	26	19	4	10	host	aroQ1
gene-PA3810	42	26	4	12	3	10	host	hscA
gene-PA0551	20	10	9	11	4	11	host	epd
gene-PA3328	3	7	3	4	1	2	host	gene-PA3328
gene-PA4270.1	61	50	13	16	5	5	host	gene-PA4270.1
gene-PA1033	6	6	1	8	1	3	host	gene-PA1033
gene-PA0262	23	28	9	18	9	31	host	gene-PA0262
gene-PA2431	15	6	4	5	1	8	host	gene-PA2431
gene-PA3777	18	9	3	7	5	6	host	xseA
gene-PA5540	7	3	2	4	1	3	host	gene-PA5540
gene-PA1829	9	7	2	8	2	8	host	gene-PA1829
gene-PHIKZ190	27	22	81	63	11	79	phage	gene-PHIKZ190
gene-PA2533	15	18	8	10	0	9	host	gene-PA2533
gene-PA2915	6	8	2	7	1	1	host	gene-PA2915
gene-PA3368.1	303	191	53	40	6	1	host	gene-PA3368.1
gene-PA2320	26	17	16	9	3	6	host	gntR
gene-PA4331	8	0	3	2	1	5	host	gene-PA4331
gene-PHIKZ_p09	1	0	3	13	1	27	phage	gene-PHIKZ_p09
gene-PA3526	14	10	7	9	1	6	host	gene-PA3526
gene-PA0377	7	9	1	4	2	6	host	gene-PA0377
gene-PA2984	18	13	4	14	2	5	host	gene-PA2984
gene-PA5250	14	12	8	7	30	12	host	gene-PA5250
gene-PA0585	8	4	1	3	1	4	host	gene-PA0585
gene-PA0588	24	27	16	12	6	23	host	gene-PA0588
gene-PHIKZ171	350	262	1462	922	133	362	phage	gene-PHIKZ171
gene-PA0225	15	9	5	5	1	3	host	gene-PA0225
gene-PHIKZ254	5	6	53	27	8	38	phage	gene-PHIKZ254
gene-PHIKZ_p40	50	38	499	263	268	445	phage	gene-PHIKZ_p40
gene-PHIKZ_p31	2	1	100	81	11	76	phage	gene-PHIKZ_p31
gene-PA4121	4	3	3	9	2	3	host	gene-PA4121
gene-PA2286	7	6	0	4	0	2	host	gene-PA2286
gene-PA4623	4	1	1	3	0	1	host	gene-PA4623
gene-PHIKZ016	204	202	210	109	20	96	phage	gene-PHIKZ016
gene-PA1147	12	3	1	5	1	3	host	gene-PA1147
gene-PA1089	1	10	1	1	1	2	host	gene-PA1089
gene-PA2085	0	3	2	1	0	1	host	gene-PA2085
gene-PA1350	8	3	1	4	0	3	host	gene-PA1350
gene-PA2336	6	6	1	14	0	11	host	gene-PA2336
gene-PHIKZ135	16	16	386	200	347	1185	phage	gene-PHIKZ135
gene-PA4839	32	20	14	21	6	14	host	speA
gene-PA2376	2	6	3	7	0	1	host	gene-PA2376
gene-PA2771	15	11	3	6	3	4	host	gene-PA2771
gene-PA0849	18	5	4	4	2	4	host	trxB2
gene-PA2702	1	2	3	0	1	2	host	gene-PA2702
gene-PA3392	18	18	8	7	1	12	host	nosZ
gene-PA3122	8	5	1	3	1	4	host	gene-PA3122
gene-PA3586	6	5	0	3	0	3	host	gene-PA3586
gene-PA3301	18	11	2	3	3	5	host	gene-PA3301
gene-PA1687	16	12	5	7	0	2	host	speE
gene-PA4122	4	4	1	11	2	5	host	gene-PA4122
gene-PA1589	148	108	33	34	6	14	host	sucD
gene-PHIKZ111	242	182	120	58	23	110	phage	gene-PHIKZ111
gene-PA3473	10	12	3	6	2	4	host	gene-PA3473
gene-PA4275	91	85	26	32	9	16	host	nusG
gene-PA0546	38	31	15	17	5	18	host	metK
gene-PA5275	11	4	5	9	1	3	host	gene-PA5275
gene-PA0594	63	32	13	14	6	6	host	surA
gene-PA4138	15	11	2	10	1	2	host	tyrS
gene-PA4491	18	14	5	7	3	9	host	gene-PA4491
gene-PA3070	12	11	6	15	2	9	host	gene-PA3070
gene-PA2467	2	2	0	3	1	4	host	foxR
gene-PA4702	4	5	3	4	0	2	host	gene-PA4702
gene-PA5512	21	20	10	13	1	18	host	mifS
gene-PA1685	2	6	2	4	0	1	host	masA
gene-PA3020	19	11	9	11	2	13	host	gene-PA3020
gene-PA1209	10	4	3	9	1	12	host	gene-PA1209
gene-PA2679	7	8	1	4	1	7	host	gene-PA2679
gene-PA4413	33	29	11	12	7	6	host	ftsW
gene-PA1595	9	11	3	4	1	5	host	gene-PA1595
gene-PA0593	19	16	10	2	0	3	host	pdxA
gene-PA2460	7	13	0	2	1	1	host	gene-PA2460
