Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol
gene-b4242	14814	18830	18768	24062	25057	37726	28833	31907	7494	8772	4782	5610	host	mgtA
gene-b3258	1713	1475	1476	1457	2024	2266	1068	1262	383	418	290	469	host	panF
gene-b4156	187	186	265	317	401	472	235	219	71	54	57	111	host	yjeM
gene-b3875	14	14	7	17	8	6	11	13	12	5	8	16	host	ompL
gene-b3441	169	138	81	95	44	71	66	55	35	43	64	125	host	yhhY
gene-b1614	11655	12312	7536	8423	7466	10699	4837	5388	2090	2485	2932	3872	host	ydgA
gene-T7p32	26	16	17	56	13	41	52350	73477	138423	164164	73355	89327	phage	gene-T7p32
gene-b0508	22	34	25	34	19	26	20	26	25	18	11	25	host	hyi
gene-b4126	616	852	365	724	217	336	141	166	82	118	266	321	host	yjdI
gene-b0999	1238	1375	635	953	437	509	326	295	207	249	388	619	host	cbpM
gene-b2675	1299	269	924	190	285	82	84	77	59	46	63	117	host	nrdE
gene-b2946	1014	1043	567	694	502	649	389	384	291	323	366	458	host	rsmE
gene-b2809	721	753	613	927	470	583	629	605	221	222	316	358	host	ygdI
gene-b1860	2932	3042	1877	1817	1909	2270	1312	1515	979	1123	760	1005	host	ruvB
gene-b2020	3271	3325	2182	2383	2360	2883	1089	1354	694	809	480	1063	host	hisD
gene-b3332	77	76	61	80	50	61	53	47	38	30	35	76	host	gspK
gene-b0783	3270	4243	2140	2836	1729	2792	993	1371	862	1316	1154	1500	host	moaC
gene-b1531	303	337	368	428	257	372	217	281	128	149	114	140	host	marA
gene-b2146	54	103	42	73	44	85	51	77	37	35	25	62	host	preT
gene-b1745	1801	3172	826	1399	723	1434	210	317	118	163	242	481	host	astB
gene-b0872	71	90	35	44	30	46	42	45	27	26	25	55	host	hcr
gene-b4406	1611	1686	883	1256	497	664	826	765	518	570	854	912	host	yaeP
gene-b4741	113	129	86	264	121	154	186	237	36	72	35	53	host	ymiC
gene-b4089	897	984	500	679	443	551	501	541	268	341	257	319	host	alsR
gene-b0612	67	57	54	117	47	61	105	85	32	33	32	73	host	citT
gene-b2452	42	56	14	43	21	28	31	29	20	8	11	54	host	eutH
gene-b4766	38	35	32	43	22	26	29	47	11	5	10	15	host	argL
gene-b2943	1227	1211	907	888	773	899	600	573	333	373	320	638	host	galP
gene-b0897	1389	1399	925	1133	631	666	444	403	218	214	331	391	host	ycaC
gene-b0404	486	527	296	366	316	340	235	296	146	139	139	177	host	acpH
gene-b0341	126	122	71	95	88	99	77	80	51	41	34	104	host	cynX
gene-b0613	52	62	30	65	24	20	51	48	27	23	24	40	host	citG
gene-b3408	161	86	152	102	62	20	42	29	19	13	18	18	host	feoA
gene-b2738	70	68	34	39	57	53	41	30	21	19	22	38	host	ygbL
gene-b0350	133	132	59	81	64	77	65	57	40	55	44	62	host	mhpD
gene-b2860	178	180	106	154	103	142	88	91	49	63	73	184	host	insD4
gene-b3511	2335	2608	1740	2243	1157	1404	723	680	282	356	622	1045	host	hdeD
gene-b2745	5498	5361	3660	3390	3525	4379	2662	2786	1755	1844	1445	1584	host	truD
gene-b3179	9210	9559	7880	9263	7675	9985	4419	5183	2055	2432	2943	3624	host	rlmE
gene-b1706	1783	1870	1556	1339	1298	1726	988	983	606	764	592	846	host	selO
gene-b0758	833	845	567	603	533	561	399	399	277	320	207	418	host	galT
gene-b1666	2319	1967	2661	3142	2257	2156	2411	2400	603	810	585	640	host	valW
gene-b2067	1205	1301	761	1096	612	838	642	605	271	325	309	450	host	dgcE
gene-b3257	270	267	340	355	374	420	246	271	90	76	40	89	host	yhdT
gene-b1518	33	36	20	45	25	29	10	29	7	19	11	16	host	lsrG
gene-b3591	2941	2670	1916	1750	1912	2176	1137	1187	830	872	834	1067	host	selA
gene-b2839	180	239	146	193	139	167	139	149	58	70	50	155	host	lysR
gene-b3715	482	565	245	291	221	227	376	337	175	165	149	204	host	yieH
gene-b2569	7209	6319	6112	5256	6532	8166	4074	4318	1824	1898	1439	2002	host	lepA
gene-b1738	369	497	374	576	275	393	332	378	148	161	142	179	host	chbB
gene-b3992	5597	7024	3789	3740	3742	4303	1307	1425	223	228	173	341	host	thiF
gene-b0971	9021	9500	10356	12387	16761	10889	7406	8206	1592	2693	1850	2253	host	serT
gene-b2196	324	347	210	258	217	261	202	174	124	110	59	185	host	ccmF
gene-b2969	454	482	473	750	450	468	743	589	165	200	148	239	host	yghE
gene-b4711	709	763	449	529	471	515	420	492	268	286	196	420	host	insH21
gene-b3963	4311	4774	2280	2672	2802	3459	3365	3685	1825	2234	1618	1791	host	fabR
gene-b3445	65	87	78	80	78	78	59	53	32	20	28	43	host	insB6
gene-b3386	5792	5570	3784	3726	3507	3990	2896	2795	1952	2171	1484	1874	host	rpe
gene-b1925	13	13	8	13	7	21	8	3	4	3	3	22	host	fliS
gene-b1616	43	44	37	63	35	45	48	39	24	23	21	47	host	uidB
gene-b2157	747	933	802	786	664	758	513	449	130	174	269	480	host	yeiE
gene-b0675	817	827	552	464	465	479	368	331	172	161	149	364	host	umpH
gene-b0808	365	382	251	361	219	254	155	196	111	119	127	240	host	ybiO
gene-T7p53	8	5	8	16	5	36	2136	3160	44639	53311	56116	87028	phage	gene-T7p53
gene-b2865	422	501	412	587	292	411	436	456	120	169	100	190	host	actS
gene-b4225	342	414	198	274	228	235	177	211	93	119	128	204	host	chpB
gene-b3716	115	120	70	103	60	74	103	110	40	40	36	48	host	cbrB
gene-b0491	855	892	521	575	470	522	425	452	232	319	285	324	host	fetB
gene-b4470	473	471	280	334	308	373	240	220	163	196	131	222	host	cyuA
gene-b0576	1973	1850	1854	1961	2281	2426	1638	1679	552	628	365	630	host	pheP
gene-b1185	709	702	644	820	606	619	719	685	283	304	169	316	host	dsbB
gene-b2195	220	236	140	199	158	189	143	142	57	72	48	73	host	ccmG
gene-b3627	1610	1607	1706	2345	1140	1977	1631	1867	316	343	330	331	host	waaO
gene-b2853	11	7	18	19	9	17	9	11	10	3	2	3	host	ygeI
gene-b1989	755	802	919	804	1127	620	540	779	309	470	1894	671	host	asnV
gene-b3642	529	428	333	335	343	416	331	336	281	280	187	173	host	pyrE
gene-b4123	116	102	121	103	105	107	120	115	60	51	46	137	host	dcuB
gene-b4273	221	196	118	171	123	178	110	106	60	70	70	168	host	insD6
gene-b2209	394	376	278	290	268	263	238	287	149	141	129	207	host	eco
gene-b2685	1425	1132	1216	1112	803	796	676	677	552	528	348	631	host	emrA
gene-b2339	12	15	10	22	4	14	7	8	10	2	1	8	host	yfcV
gene-b1633	625	630	540	634	581	739	585	732	158	201	105	171	host	nth
gene-b2166	13	15	7	18	6	10	10	7	13	10	4	22	host	psuK
gene-b3805	2577	2434	1406	1562	1346	1297	1185	1213	880	944	608	1177	host	hemC
gene-b1396	47	71	31	28	22	44	26	22	20	8	12	23	host	paaI
gene-b1664	5940	6966	3566	4866	3242	4529	2315	2471	1558	2045	2096	2867	host	ydhQ
gene-b2776	67	84	37	70	47	51	49	63	27	39	35	55	host	ygcE
gene-b4413	45	60	40	60	33	69	53	55	19	18	14	20	host	sokC
gene-b0914	3354	3150	3213	2886	3994	3947	2040	2268	772	951	641	1056	host	msbA
gene-b1023	143	168	102	153	123	166	112	131	40	38	50	79	host	pgaB
gene-b4715	42	41	32	47	25	25	48	31	16	16	15	40	host	ytiA
gene-b3145	209	256	204	248	160	189	165	167	92	91	78	121	host	yraK
gene-b3901	31	39	20	37	14	15	33	27	16	9	10	29	host	rhaM
gene-b1973	73	72	46	84	39	50	31	38	20	17	23	36	host	zinT
gene-b3734	93512	74529	69024	47604	75584	80219	50738	50542	26837	31728	16944	28187	host	atpA
gene-T7p45	531	274	563	548	289	2541	192429	277660	3142986	4172077	4060935	5641267	phage	gene-T7p45
gene-b2012	2619	1886	1664	1911	840	784	675	826	1435	1511	957	1090	host	tsuB
gene-b4747	18	8	18	24	15	11	22	28	8	6	7	4	host	yneP
gene-b1657	1200	1225	933	1039	987	1074	704	729	375	419	257	396	host	ydhP
gene-b2838	1264	909	721	611	786	776	382	417	364	399	290	433	host	lysA
gene-b1877	82	101	161	231	132	205	116	142	24	31	27	23	host	yecT
gene-b3024	3603	3810	2373	3558	2078	2887	1800	1944	794	852	1111	1104	host	ygiW
gene-b3701	10056	9644	10231	9631	11740	14530	4971	5513	1822	2007	1762	2186	host	dnaN
gene-b3547	95	69	52	83	26	32	40	33	39	22	23	85	host	yhjX
gene-b3465	1020	1028	732	850	811	966	495	569	214	259	221	312	host	rsmD
gene-b4665	1015	1390	1168	1226	1055	918	1179	889	315	470	544	501	host	ibsC
gene-b4746	52	74	37	46	17	17	24	31	6	5	21	21	host	yddY
gene-b2207	36	47	39	52	26	34	17	26	14	11	7	16	host	napD
gene-b0418	1656	1675	1056	1241	1158	1345	1041	1135	569	605	477	663	host	pgpA
gene-b0566	52	57	26	47	32	27	57	40	22	24	18	45	host	envY
gene-b2699	23025	19151	14526	14684	15706	17889	11799	11653	6411	7240	5777	7086	host	recA
gene-b1871	1828	1714	1485	1405	1450	1756	908	1017	346	436	248	488	host	cmoB
gene-b3819	813	745	871	1014	939	1119	512	537	226	225	160	237	host	rarD
gene-b0433	1687	1547	1465	1440	1662	1683	1279	1295	504	563	345	635	host	ampG
gene-b1190	7208	8792	3376	4205	2551	3490	1320	1861	1223	1773	1815	2424	host	dadX
gene-b2992	393	358	265	211	252	316	201	191	156	172	125	207	host	hybE
gene-T7p29	78	43	98	58	30	179	244151	314802	518311	624932	211589	336475	phage	gene-T7p29
gene-b3791	6128	6032	4162	3894	4507	5537	3166	3386	1468	1683	1335	1490	host	wecE
gene-b3569	280	252	275	350	191	245	185	214	68	80	85	126	host	xylR
gene-b1535	293	373	311	484	346	494	418	488	130	147	112	138	host	dgcZ
gene-b1817	1595	2230	1242	2094	1066	1941	1001	1706	671	1215	622	1524	host	manX
gene-b3657	99	80	42	71	37	62	45	46	55	28	36	80	host	yicJ
gene-b4557	1094	890	1367	2016	1403	1463	1400	1515	267	273	164	356	host	yidD
gene-b0847	2130	2220	2091	2313	2186	2596	1390	1473	504	620	461	690	host	ybjL
gene-b0868	983	1124	797	1031	686	820	703	660	275	284	244	351	host	ybjS
gene-b1024	267	440	404	512	361	550	201	284	69	67	73	161	host	pgaA
gene-b0637	3255	2933	3413	3658	3494	4435	2150	2405	902	883	623	765	host	rsfS
gene-b0970	1749	1936	1846	2355	1630	1685	1062	1224	474	618	375	1149	host	yccA
gene-b4202	3973	1973	4565	3137	3664	4472	3276	3059	790	879	514	1430	host	rpsR
gene-b4450	205	250	184	252	99	97	173	172	78	77	68	141	host	arcZ
gene-b4463	51	45	23	45	25	30	34	23	28	10	20	62	host	ygcU
gene-b2393	642	664	503	694	488	503	387	550	189	218	163	327	host	nupC
gene-b2922	1114	1116	946	1080	690	890	527	478	261	316	384	644	host	yggE
gene-b2050	74	100	63	70	62	75	45	46	36	39	44	66	host	wcaI
gene-b4397	1388	1537	897	992	747	1057	648	664	336	399	417	462	host	creA
gene-b3047	38	43	33	71	34	26	39	47	20	23	21	20	host	yqiH
gene-b1732	1174	1500	757	1133	644	816	296	357	220	231	344	910	host	katE
gene-b4059	4157	3624	2752	3568	3249	3522	2500	2508	1286	1374	1054	1838	host	ssb
gene-b3277	15436	12449	24333	38694	15612	19513	23906	23347	3893	5848	3904	4314	host	ileU
gene-b2038	2165	2073	2429	2676	2049	3203	2224	2376	442	506	400	438	host	rfbC
gene-b3976	48021	38565	54856	85310	45973	47886	47797	48581	8707	19808	9335	8083	host	thrU
gene-b2806	4694	4529	4164	4055	4713	5751	2812	3118	1089	1325	984	1061	host	rlmM
gene-b2006	111	128	111	233	72	104	216	218	48	55	44	56	host	yeeW
gene-b0656	1085	1155	686	890	671	718	612	734	424	451	300	639	host	insH3
gene-b3644	9244	9906	6354	6977	6462	7977	4645	4934	2951	3274	2520	2733	host	yicC
gene-b4797	171	178	136	142	108	139	102	100	74	51	56	66	host	yicU
gene-b0352	273	319	145	157	149	194	126	100	62	96	61	131	host	mhpE
gene-b3835	5188	4984	4503	3881	3546	4363	2819	2859	1341	1529	1245	1483	host	ubiB
gene-b2086	1218	1411	839	1038	659	855	385	468	226	211	370	464	host	yegS
gene-b0154	9943	10191	5746	5687	6006	7369	5262	5892	4616	5389	3472	4357	host	hemL
gene-b1735	260	261	179	224	165	215	146	155	57	87	84	100	host	chbR
gene-b3993	6217	8325	4225	4425	4032	4026	1311	1454	268	269	181	352	host	thiE
gene-b1603	23623	25415	11615	12355	9599	12497	5890	6451	4671	5991	5396	6518	host	pntA
gene-b1691	15	20	5	23	4	15	13	13	11	8	9	25	host	ydiN
gene-b0286	76	77	29	49	38	45	36	36	18	13	26	69	host	paoA
gene-b0527	120	116	141	177	141	174	104	96	36	45	26	56	host	ybcI
gene-b2208	45	38	34	53	27	28	39	27	22	16	19	29	host	napF
gene-b3989	298	305	492	691	315	440	489	536	152	158	104	122	host	yjaZ
gene-b2152	523	580	535	517	395	547	326	359	141	197	129	281	host	yeiB
gene-b2330	6450	6868	3768	3957	3643	4481	3090	3515	2697	3021	1923	2085	host	prmB
gene-b4354	28458	30738	17026	19110	17344	20367	9233	11943	6429	8474	6923	10296	host	btsT
gene-b3682	37	30	15	36	12	19	24	28	21	10	10	25	host	glvB
gene-b0894	263	298	248	297	225	303	121	156	89	88	94	162	host	dmsA
gene-b3201	4749	5006	3840	3780	3468	4445	2265	2486	1193	1435	1253	1598	host	lptB
gene-b1563	926	977	621	674	606	732	436	493	305	307	320	395	host	relE
gene-b4616	33	34	32	53	30	29	46	38	15	13	11	14	host	istR
gene-b1135	122	106	75	109	93	86	69	91	38	41	20	50	host	rluE
gene-b2650	1	1	0	7	1	4	5	2	2	1	2	6	host	ypjC
gene-b4088	85	100	80	100	48	55	78	76	37	19	21	73	host	alsB
gene-b1061	2362	2262	2263	3242	1183	1514	2443	2271	839	879	753	882	host	dinI
gene-b4095	86	100	49	56	42	53	70	56	36	24	20	113	host	phnM
gene-b1301	2548	2756	1263	1343	1449	1561	347	406	196	294	460	925	host	puuB
gene-b3890	71	89	45	90	40	63	68	59	23	28	28	202	host	yiiF
gene-b0431	15751	10048	11947	8234	11713	10411	9375	7851	3857	4194	2741	5418	host	cyoB
gene-T7p26	25	11	23	11	3	49	94873	154225	145032	175205	61890	64735	phage	gene-T7p26
gene-b0592	1567	251	1669	339	710	116	90	36	40	29	36	67	host	fepB
gene-b0122	427	539	486	810	384	487	423	471	87	127	112	151	host	yacC
gene-b3300	216607	148140	186629	133411	205946	239490	212995	223905	108790	130185	69888	117259	host	secY
gene-b0696	323	356	225	309	199	295	197	213	91	95	115	152	host	kdpC
gene-b3302	40841	28157	36384	26186	39170	45511	44410	46528	20344	22462	11780	19527	host	rpmD
gene-b0184	15487	14410	11296	11568	14352	17331	9862	10832	3606	3957	3420	3842	host	dnaE
gene-b1430	519	466	412	542	417	446	316	367	133	148	132	251	host	tehB
gene-b1702	15128	14436	8376	7963	7494	8071	5425	5203	6066	6199	6087	7144	host	ppsA
gene-b3383	341	589	387	575	428	678	307	435	128	151	120	186	host	yhfZ
gene-b3991	3910	4578	2330	2463	2975	2758	1064	1137	202	215	93	267	host	thiG
gene-b4611	2477	3429	1960	2092	2068	1826	2428	1645	712	970	999	919	host	sibE
gene-b1366	46	34	38	47	36	41	44	36	16	22	15	24	host	ydaY
gene-b0170	83505	71827	64743	52432	79202	91030	59928	64544	32784	38103	17639	18477	host	tsf
gene-b2315	6264	6074	4163	4235	4636	5937	3376	3498	1968	2127	1383	1646	host	folC
gene-b0162	205	248	152	206	157	191	164	166	91	94	84	147	host	cdaR
gene-b1815	184	219	128	173	91	124	130	118	64	68	74	123	host	pdeD
gene-b2667	92	83	53	88	36	50	50	67	33	25	27	43	host	ygaV
gene-b1969	140	186	119	129	79	124	94	122	44	58	60	93	host	hprR
gene-b2846	48	48	31	58	21	33	37	33	21	16	15	29	host	yqeH
gene-b4237	75	64	81	86	47	79	48	58	32	21	24	52	host	nrdG
gene-b2834	4522	5021	2557	2870	2074	2441	1249	1399	1142	1458	1486	2626	host	tas
gene-b1861	2120	2247	1382	1418	1452	1907	924	1226	671	797	602	667	host	ruvA
gene-b2261	7090	6613	4230	4146	5120	6403	3507	3917	1940	2119	1411	1643	host	menC
gene-b0320	77	66	24	62	54	53	52	42	36	26	28	84	host	yahF
gene-b3728	2793	2548	1120	1081	1093	1069	663	627	521	562	568	732	host	pstS
gene-b2984	23	41	29	23	14	28	24	24	12	14	6	40	host	yghR
gene-b4803	0	1	1	2	0	1	0	2	1	1	0	0	host	speFL
gene-b4835	13	13	9	16	7	4	10	10	2	4	8	8	host	sokE
gene-b1613	1677	1592	1051	1196	978	1015	807	872	388	498	382	707	host	manA
gene-b0959	250	293	180	259	147	196	176	171	79	69	86	147	host	sxy
gene-b3460	11277	17333	4347	7463	2783	4760	2125	2412	2292	3339	5392	7282	host	livJ
gene-b3583	92	100	50	56	47	71	66	45	35	25	35	100	host	sgbE
gene-b0066	1526	1466	944	1097	1005	1197	675	725	370	397	246	319	host	thiQ
gene-b1172	308	276	210	210	229	279	208	235	118	96	99	96	host	ymgG
gene-b2933	51	56	40	53	36	50	47	45	42	24	17	59	host	cmtA
gene-b4182	51	48	40	43	41	46	42	41	28	16	14	60	host	yjfJ
gene-b1384	289	537	153	363	182	337	153	294	72	92	67	81	host	feaR
gene-b0678	952	874	587	711	557	665	428	482	194	231	279	464	host	nagB
gene-b1694	36	33	18	31	16	22	18	20	12	15	12	34	host	ydiF
gene-b3208	1804	2021	1252	1580	973	1177	1017	1182	641	786	701	952	host	mtgA
gene-b0878	1591	1707	974	1194	770	1076	548	577	273	330	391	465	host	macA
gene-b3565	655	657	438	595	351	444	311	351	176	206	220	323	host	xylA
gene-b4734	50	42	16	54	21	32	20	16	17	10	18	25	host	yldA
gene-b1247	11171	12621	8623	10952	9679	13247	7294	8605	2206	2870	2466	5116	host	oppF
gene-b0364	16	15	8	20	13	16	15	18	9	3	3	14	host	yaiS
gene-b4056	1182	1392	645	787	511	589	459	495	303	353	409	533	host	yjbQ
gene-b1679	256	157	181	169	179	155	76	60	23	17	30	57	host	sufE
gene-b2427	215	309	100	148	72	111	69	103	84	134	115	156	host	murR
gene-b2603	453	483	499	737	394	440	660	614	167	183	131	226	host	yfiR
gene-b0835	1208	1003	1118	1022	1320	1922	748	820	191	235	144	252	host	rimO
gene-b2487	142	138	87	90	85	109	70	68	55	51	46	88	host	hyfG
gene-b3771	2558	2630	1445	1550	1627	1754	673	741	552	629	719	1376	host	ilvD
gene-b0994	130	167	74	115	84	80	69	85	44	43	40	81	host	torT
gene-b3567	127	125	96	172	79	100	140	115	54	54	52	86	host	xylG
gene-b0245	75	76	92	133	99	146	90	124	52	48	29	66	host	ykfI
gene-b1606	866	912	613	685	584	682	441	508	183	226	165	283	host	folM
gene-b1876	9851	9162	7022	6857	9142	10550	4713	5381	2482	2802	1700	2172	host	argS
gene-b0259	1084	1174	630	770	652	743	613	700	398	446	315	617	host	insH1
gene-b1335	164	154	99	145	80	107	102	123	53	53	28	82	host	ogt
gene-b0929	130850	143209	92801	108970	93533	132494	80586	108960	33898	45739	27496	29663	host	ompF
gene-b3084	959	924	1492	1654	1575	2020	1078	1052	416	402	259	402	host	rlmG
gene-b1056	551	641	417	541	417	524	356	395	172	202	160	209	host	yceI
gene-b1082	102	106	86	99	78	86	64	64	38	29	40	83	host	flgK
gene-b0726	10812	12812	7195	9357	7026	10014	7952	10509	5957	8740	4257	10390	host	sucA
gene-b4545	9	14	9	12	1	8	10	14	4	3	1	6	host	ypdJ
gene-b1913	6273	6181	3221	3446	3300	3530	3149	3203	1756	1974	1437	1810	host	uvrC
gene-b3037	3418	4184	2197	2726	2307	3270	4378	2006	965	1244	1023	1336	host	ygiB
gene-b1542	145	127	75	113	79	129	97	92	43	41	33	76	host	ydfI
gene-b1647	1780	1939	925	1058	828	1018	690	776	331	460	459	574	host	ydhF
gene-b1591	1120	1247	767	905	740	955	564	655	258	339	212	289	host	dmsD
gene-b1018	8467	1830	6720	2115	3755	825	377	100	101	55	190	82	host	efeO
gene-b0473	4627	5427	2889	3500	3382	4086	1785	1995	1706	1864	3254	4660	host	htpG
gene-b0391	681	637	586	758	432	517	349	348	133	204	204	426	host	ppnP
gene-b0602	40	28	17	27	18	22	25	20	25	17	21	32	host	ybdN
gene-b0979	582	545	381	487	427	420	278	280	118	104	115	179	host	appB
gene-b2789	28	21	9	29	16	15	25	21	25	6	8	72	host	gudP
gene-b3713	1817	1981	1136	1190	861	978	569	641	426	492	556	801	host	yieF
gene-b1623	294	369	276	316	278	289	215	203	104	125	100	165	host	add
gene-b0182	7798	6916	7407	7357	8291	9461	6185	6610	2102	2246	1679	1990	host	lpxB
gene-b2562	622	708	1039	1670	744	1159	1094	1159	233	263	182	159	host	yfhL
gene-b3678	94	89	64	77	49	62	41	74	48	31	28	106	host	yidJ
gene-b1699	113	118	46	69	55	79	59	56	46	31	45	79	host	ydiS
gene-b4265	124	145	66	114	67	60	75	85	39	46	41	110	host	idnT
gene-b2995	206	234	150	172	190	253	174	187	118	113	72	132	host	hybB
gene-b0654	1531	2005	1175	1645	634	911	689	864	349	499	372	706	host	gltJ
gene-b1004	4304	5467	1999	2468	1266	1749	504	522	410	487	1083	1571	host	wrbA
gene-b0640	1589	1583	1070	1053	1173	1454	894	941	486	492	421	594	host	holA
gene-b0103	1248	1324	974	1128	925	1105	818	870	346	381	359	416	host	coaE
gene-b0620	212	243	217	242	180	235	106	106	67	69	62	101	host	dpiA
gene-b3629	432	556	482	1475	227	726	823	898	73	60	106	62	host	waaS
gene-b1444	437	529	313	349	253	335	173	194	117	103	108	205	host	patD
gene-b2108	16	28	37	29	23	27	22	17	11	10	18	16	host	yehA
gene-b4184	13	17	20	31	14	16	12	16	8	8	8	15	host	yjfL
gene-b3641	1296	1110	1069	1052	1083	1191	713	765	419	469	305	505	host	slmA
gene-b0214	1362	1442	1053	1234	1073	1445	882	991	341	400	359	401	host	rnhA
gene-b1076	93	131	78	89	88	100	67	84	64	52	47	83	host	flgE
gene-b0086	4892	5064	3246	3268	3809	4543	2169	2587	1364	1677	1131	1677	host	murF
gene-b3432	4372	4411	2924	2883	1764	2202	881	1055	878	1067	1280	3295	host	glgB
gene-b2128	1018	1121	909	1696	732	947	1203	1064	223	246	251	375	host	yehW
gene-b0543	326	309	342	565	283	358	375	432	98	80	74	104	host	emrE
gene-b4262	3173	2938	2517	2664	2525	2980	1760	1947	830	906	685	1117	host	lptG
gene-b0695	1449	1549	954	1052	919	1155	635	665	404	457	423	620	host	kdpD
gene-b1740	1676	1911	1011	1341	828	1143	555	584	257	410	390	896	host	nadE
gene-b1978	909	1050	704	840	561	703	509	534	315	377	359	587	host	yeeJ
gene-b4314	41539	32633	28332	24296	28829	29486	25367	24340	15165	14833	11981	11374	host	fimA
gene-b3345	554	523	304	305	254	269	244	222	167	215	165	307	host	tusD
gene-b1768	1467	1577	1030	1133	1220	1353	835	985	381	456	299	393	host	pncA
gene-b1835	218	234	228	248	197	264	195	199	63	87	48	126	host	rsmF
gene-b3906	103	100	65	92	45	51	70	65	38	38	29	53	host	rhaR
gene-b2345	69	67	62	122	31	66	84	85	23	19	32	24	host	yfdF
gene-b0523	10527	10205	2214	2631	987	800	5705	6096	3656	3779	1919	2280	host	purE
gene-b2731	242	323	217	296	176	216	114	147	74	63	94	171	host	fhlA
gene-b1027	20	26	21	25	9	13	16	26	6	6	10	38	host	insE4
gene-b2187	560	529	681	825	578	482	548	596	143	146	98	199	host	yejL
gene-b4323	332	334	189	219	206	239	154	176	210	197	186	419	host	uxuB
gene-b4841	2685	3000	1676	1940	1058	1631	1267	1337	752	907	1012	1150	host	ascrp
gene-b1058	11	18	6	13	6	8	11	12	5	3	8	6	host	yceO
gene-b3726	1912	1768	917	956	931	1070	482	523	229	287	240	398	host	pstA
gene-b0348	63	66	34	36	57	53	45	36	27	29	17	59	host	mhpB
gene-b3633	1213	1217	881	1010	1001	979	866	939	396	458	281	548	host	waaA
gene-b3952	145	136	71	86	62	96	70	59	41	44	43	86	host	pflC
gene-b0113	723	495	766	877	820	979	733	674	267	223	141	228	host	pdhR
gene-b4064	12366	9830	5231	4024	3288	2515	6683	6174	4935	4657	2901	3189	host	ghxP
gene-b1380	1941	2166	1247	1540	1051	1332	736	895	475	630	573	779	host	ldhA
gene-b4267	25	29	18	29	14	18	37	25	23	9	11	55	host	idnD
gene-b3582	41	62	21	29	36	29	29	33	20	9	25	64	host	sgbU
gene-b1833	1033	1031	829	1021	721	872	622	612	240	280	251	370	host	letA
gene-b2041	7301	6934	7313	7185	5955	9221	4040	4614	1530	1750	1500	1574	host	rfbB
gene-b1293	624	595	423	405	356	366	295	298	113	139	123	213	host	sapB
gene-b3077	17	8	3	9	10	15	17	15	13	6	4	20	host	ebgC
gene-b0502	109	118	83	102	70	95	82	100	36	49	30	42	host	ylbG
gene-b0870	4391	4657	2406	2552	2008	2640	1293	1428	866	1075	1160	1474	host	ltaE
gene-b1797	74	71	43	65	36	40	32	41	24	28	35	27	host	yeaR
gene-b4216	279	240	245	310	269	326	177	214	71	85	67	150	host	ytfJ
gene-b3151	1465	1177	1643	1662	1949	1885	1823	1617	1249	1266	738	1021	host	yraQ
gene-b0051	5645	5500	4120	4223	4554	5532	3387	3860	1487	1700	1356	1670	host	rsmA
gene-b1813	371	474	353	578	249	331	393	428	97	132	105	149	host	nudL
gene-b1214	4850	5019	3991	4299	3877	4996	3022	3536	1402	1684	1327	1342	host	ychA
gene-b3011	293	269	150	165	137	160	126	117	96	98	102	168	host	yqhD
gene-b0893	11577	11327	6857	7462	6430	6433	3753	3777	2783	3461	2846	5261	host	serS
gene-b3064	2505	2516	2244	2713	2502	3256	1741	1950	797	1013	562	771	host	tsaD
gene-b1233	2794	3001	2384	3384	1937	2351	1973	2186	774	836	727	789	host	ychJ
gene-b1208	3275	3625	3000	3583	2793	3142	3195	3310	1211	1406	828	1359	host	ispE
gene-b1665	2354	1978	2673	3277	2322	2161	2553	2522	622	856	658	693	host	valV
gene-b3811	2434	2526	1526	1431	978	1091	780	821	564	580	582	1006	host	xerC
gene-b0513	133	170	111	125	140	138	104	109	44	25	28	87	host	ybbY
gene-b0536	406	520	575	1170	408	488	924	961	130	230	179	205	host	argU
gene-b4329	220	238	159	277	113	178	186	220	86	64	72	112	host	yjiG
gene-b4824	20	27	35	104	8	17	62	76	10	7	4	8	host	ytjE
gene-b2947	3526	4036	2230	2155	1944	2387	1212	1410	1068	1339	1254	1718	host	gshB
gene-b2063	791	940	521	688	596	754	559	592	272	319	263	443	host	yegH
gene-b4739	6	7	11	45	3	14	20	20	1	0	3	3	host	ymgL
gene-b2074	269	317	192	246	206	249	143	151	76	80	90	176	host	mdtA
gene-b4356	227	221	171	236	138	177	207	209	77	61	85	135	host	lgoT
gene-b1274	22420	23002	18641	20173	21622	26050	12724	14307	5517	6769	4562	6780	host	topA
gene-b1689	11	14	6	14	0	8	9	11	6	7	6	6	host	ydiL
gene-b2022	2952	3095	1873	1853	1890	2502	1092	1399	563	741	563	1022	host	hisB
gene-b0684	3051	2887	2600	2354	2131	2438	1657	1628	823	881	761	1235	host	fldA
gene-b1810	721	869	654	1010	460	648	436	438	132	188	248	247	host	yoaC
gene-b3353	1394	1369	1066	961	1065	1212	749	767	384	478	300	462	host	yheT
gene-b1091	27320	27518	22572	22478	28917	40101	16280	19684	6563	7497	5019	5404	host	fabH
gene-b3039	357	398	201	280	165	199	168	211	111	124	157	179	host	ygiD
gene-b4501	60	80	72	134	32	47	111	104	23	28	29	51	host	torI
