Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol
gene-PA2673	9	2	9	5	8	55	0	0	6	2	0	71	host	gene-PA2673
gene-PA4772	64	41	56	27	48	374	7	9	48	4	0	424	host	gene-PA4772
gene-PA0987	29	42	23	6	13	124	2	3	17	2	2	64	host	gene-PA0987
gene-PA3287	32	22	11	10	13	55	6	10	6	5	3	76	host	gene-PA3287
gene-PA2157	9	6	17	6	4	109	6	1	17	0	1	140	host	gene-PA2157
gene-PA1076	57	63	103	41	74	114	13	14	0	8	7	69	host	gene-PA1076
gene-PA0476	90	91	71	30	40	294	13	14	36	6	3	421	host	gene-PA0476
gene-PA2216	8	4	15	5	1	100	3	0	12	1	0	151	host	gene-PA2216
gene-PPLUZ19_gp28	0	0	8	94	183	19733	1114	2468	34292	64232	44341	127328	phage	gp28
gene-PA1415	45	28	72	40	24	122	6	7	20	0	3	163	host	gene-PA1415
gene-PA1811	48	46	54	22	37	318	7	5	49	13	8	144	host	gene-PA1811
gene-PA4250	1434	1962	1648	960	2194	1137	502	651	184	408	274	196	host	rpsN
gene-PA2363	187	103	16	78	110	91	30	28	15	9	9	141	host	gene-PA2363
gene-PA4026	64	56	97	37	41	199	4	9	20	5	3	117	host	gene-PA4026
gene-PA0966	291	303	81	233	375	222	52	61	16	20	28	94	host	ruvA
gene-PA3282	10	17	12	8	18	111	1	2	13	1	3	66	host	gene-PA3282
gene-PA3611	70	69	84	40	56	179	17	17	23	14	12	88	host	gene-PA3611
gene-PA3387	6	6	13	15	13	126	0	3	16	0	0	168	host	rhlG
gene-PA4562	54	48	59	39	62	246	8	15	40	12	5	219	host	gene-PA4562
gene-PA3982	286	188	189	191	286	328	38	42	32	17	5	143	host	gene-PA3982
gene-PA0328	259	255	146	99	193	340	20	18	42	13	6	640	host	gene-PA0328
gene-PA2567	52	76	142	49	85	256	17	22	37	9	12	247	host	gene-PA2567
gene-PA4290	314	157	59	77	142	235	11	15	33	33	11	256	host	gene-PA4290
gene-PA2256	8	5	8	2	4	93	1	0	10	1	1	87	host	pvcC
gene-PA2195	26	118	285	4	74	314	4	20	22	18	7	96	host	hcnC
gene-PA0152	21	13	28	10	10	138	0	2	12	1	1	341	host	pcaQ
gene-PA1718	548	352	43	448	306	73	126	91	5	17	24	54	host	pscE
gene-PA2499	1	3	2	0	1	29	0	0	1	0	0	48	host	gene-PA2499
gene-PA5286	208	340	87	131	263	134	62	114	30	52	49	92	host	gene-PA5286
gene-PA4157	50	35	16	17	37	106	9	8	18	7	6	193	host	gene-PA4157
gene-PA4782	7	6	5	0	6	111	1	4	8	0	0	141	host	gene-PA4782
gene-PA5342	65	54	201	33	41	109	4	2	12	10	8	152	host	gene-PA5342
gene-PA1188	68	40	27	20	23	140	4	2	11	2	3	196	host	gene-PA1188
gene-PA2536	84	87	58	119	143	210	47	65	14	40	25	117	host	gene-PA2536
gene-PA3151	228	612	347	325	786	619	67	104	52	27	9	273	host	hisF2
gene-PA4066	23	21	23	13	16	72	2	2	11	0	0	276	host	gene-PA4066
gene-PA0087	28	45	55	26	59	119	7	7	9	11	2	335	host	gene-PA0087
gene-PA0331	163	158	78	91	143	284	22	16	45	11	13	439	host	ilvA1
gene-PA0865	1258	1915	1131	890	1092	253	80	78	70	29	28	192	host	hpd
gene-PA2649	24	28	60	37	62	272	18	10	29	35	20	369	host	nuoN
gene-PA0158	236	210	173	112	180	772	40	44	70	39	22	791	host	gene-PA0158
gene-PA2215	8	13	32	7	12	163	0	1	11	1	1	118	host	gene-PA2215
gene-PA2852.1	36	34	56	7	22	450	13	14	56	9	2	75	host	gene-PA2852.1
gene-PA3385	250	308	127	125	150	132	45	57	21	27	21	74	host	amrZ
gene-PA0794	850	439	521	490	444	443	25	30	184	17	16	993	host	gene-PA0794
gene-PA4730	39	38	32	24	26	133	13	10	16	11	8	126	host	panC
gene-PA2904	10	17	10	7	12	92	4	3	12	1	2	168	host	cobI
gene-PA0827	15	16	33	6	9	180	4	6	26	10	4	149	host	gene-PA0827
gene-PA2592	32	65	84	18	70	161	5	32	24	20	1	69	host	gene-PA2592
gene-PA1087	282	227	139	236	287	257	38	30	22	7	20	167	host	flgL
gene-PA5326	33	5	21	27	19	243	4	3	37	0	4	328	host	gene-PA5326
gene-PA3305	54	48	35	23	44	201	6	6	19	5	2	298	host	gene-PA3305
gene-PA2321	24	14	13	42	87	90	12	11	14	8	4	103	host	gene-PA2321
gene-PA4022	455	345	255	986	886	372	121	62	171	14	32	546	host	gene-PA4022
gene-PA2351	9	9	16	2	6	69	1	1	14	0	1	100	host	gene-PA2351
gene-PA2441	152	98	45	118	159	107	11	12	16	3	8	162	host	gene-PA2441
gene-PA0688	88	81	75	105	179	360	38	58	31	42	23	200	host	gene-PA0688
gene-PA1572	404	219	90	170	223	151	31	35	21	21	15	172	host	gene-PA1572
gene-PA3147	350	594	249	442	889	549	91	148	48	47	27	185	host	wbpJ
gene-PA5135	40	27	28	18	26	123	3	4	22	1	1	157	host	gene-PA5135
gene-PA4456	208	272	61	205	301	138	83	98	14	57	30	51	host	gene-PA4456
gene-PA1288	582	530	326	762	684	271	102	64	38	39	37	235	host	gene-PA1288
gene-PA4568	1452	3260	1086	2592	4679	2569	690	1053	244	687	358	454	host	rplU
gene-PA0731	23	13	434	16	29	755	4	8	11769	4	4	198	host	gene-PA0731
gene-PA3016	28	23	12	8	15	61	3	1	3	1	2	50	host	gene-PA3016
gene-PA1500	16	17	28	13	22	157	10	16	26	4	4	315	host	gene-PA1500
gene-PA5144	1	2	4	3	2	22	0	0	1	0	0	47	host	gene-PA5144
gene-PA4404	4244	241	31	96	118	183	15	20	10	14	11	1392	host	gene-PA4404
gene-PA1866a	14	10	14	8	12	65	3	3	9	2	1	107	host	gene-PA1866a
gene-PA4881	10	8	33	5	6	179	2	1	19	0	0	179	host	gene-PA4881
gene-PA5261	414	362	380	132	179	165	33	31	35	12	8	267	host	algR
gene-PA3150	304	773	384	414	847	788	77	130	77	38	14	302	host	wbpG
gene-PA1089	236	157	40	151	162	112	21	15	13	6	3	103	host	gene-PA1089
gene-PA1292	36	42	29	26	38	175	6	11	19	5	4	206	host	gene-PA1292
gene-PA0300	794	846	507	1205	1244	530	199	151	50	37	44	283	host	spuD
gene-PA4307	160	170	112	139	142	369	63	64	1864	46	30	258	host	pctC
gene-PA0139	410	356	306	378	357	348	107	74	32	52	62	253	host	ahpC
gene-PA3872	6	2	21	2	2	646	0	2	19	1	0	198	host	narI
gene-PA3000	170	177	78	280	373	265	66	86	22	35	33	123	host	aroP1
gene-PA2729	32	21	38	26	39	138	2	5	25	7	4	192	host	gene-PA2729
gene-PA4273	882	1726	1318	2157	3500	1463	685	819	176	451	307	183	host	rplA
gene-PA4209	22	260	484	14	319	277	23	69	34	27	13	214	host	phzM
gene-PA2118	47	40	9	13	23	77	3	5	13	2	2	92	host	ada
gene-PA1633	36	27	29	17	28	255	1	6	15	2	5	382	host	kdpA
gene-PA0216	13	26760	43	12	12	208	7	1	22	3	0	333	host	gene-PA0216
gene-PA0826	5	15	109	5	1	239	1	3	21	2	0	123	host	gene-PA0826
gene-PA5411	26	21	49	7	27	326	2	5	30	7	5	345	host	gbcB
gene-PA2959	273	405	75	233	428	130	105	154	22	120	79	86	host	gene-PA2959
gene-PA0156	57	53	25	29	38	175	12	14	15	4	5	320	host	gene-PA0156
gene-PA2159	4	3	13	3	5	62	1	1	2	0	1	157	host	gene-PA2159
gene-PA0750	108	154	1776	73	96	170	23	34	15	11	17	358	host	ung
gene-PA1772	269	180	28	162	171	92	43	31	19	17	28	61	host	gene-PA1772
gene-PA5231	57	95	796	46	137	547	12	25	154	17	6	508	host	gene-PA5231
gene-PA3511	10	8	16	5	5	57	1	2	14	0	0	81	host	gene-PA3511
gene-PA0048	32	14	16	56	56	68	12	11	10	9	2	106	host	gene-PA0048
gene-PA4906	103	90	36	46	58	112	12	9	10	5	6	180	host	gene-PA4906
gene-PA0280	24	20	56	21	28	215	5	6	36	6	1	364	host	cysA
gene-PPLUZ19_gp35	0	0	10	216	340	43864	39	187	33626	55158	36426	144475	phage	gp35
gene-PA4817	1	0	25	1	0	117	1	0	15	0	1	110	host	gene-PA4817
gene-PA2035	504	310	29	149	139	105	16	10	13	3	9	139	host	gene-PA2035
gene-PA4922	464	728	941	605	776	753	138	184	38	79	76	113	host	azu
gene-PA1954	15	10	27	8	7	211	0	4	26	4	6	244	host	gene-PA1954
gene-PA3565	26	19	27	15	22	139	2	1	16	2	1	269	host	gene-PA3565
gene-PA4248	1126	1923	1483	2334	3655	2992	718	1021	213	570	351	271	host	rplF
gene-PA2126	1	3	78	6	2	91	0	0	2	1	0	92	host	gene-PA2126
gene-PA1705	214	33	9	36	10	25	7	7	4	0	4	33	host	pcrG
gene-PA1398	38	35	6	12	31	55	5	3	6	2	1	33	host	gene-PA1398
gene-PA5244	18	41	165	9	15	176	5	1	306	3	2	269	host	gene-PA5244
gene-PA3673	98	106	92	86	111	494	26	14	46	17	9	619	host	plsB
gene-PA0962	72	59	13367	68	52	256	9	7	2138	5	12	146	host	gene-PA0962
gene-PA2868	27	19	27	15	29	94	4	5	8	2	3	137	host	gene-PA2868
gene-PA2828	51	83	34	52	68	159	9	17	24	8	6	143	host	gene-PA2828
gene-PA2980	50	96	25	76	104	64	14	21	8	17	6	60	host	gene-PA2980
gene-PA0777	7	6	3014	5	7	74	0	3	497	2	0	143	host	gene-PA0777
gene-PPLUZ19_gp41	0	0	2	125	238	65055	12	118	15925	19679	13320	154664	phage	gp41
gene-PA2044	173	230	85	217	328	321	26	26	36	8	12	355	host	gene-PA2044
gene-PA3933	70	54	25093	139	193	368	36	30	58	7	11	3479	host	gene-PA3933
gene-PA0007	112	133	71	92	127	328	21	38	49	13	10	500	host	gene-PA0007
gene-PA4618	158	128	389	3196	48	245	17	18	15	5	5	225	host	gene-PA4618
gene-PA0554	136	160	31	79	130	115	18	17	9	9	9	60	host	gene-PA0554
gene-PA0475	21	15	12	8	7	92	1	2	15	1	1	208	host	gene-PA0475
gene-PA1175	14	9	13	3	8	73	2	0	3	1	0	73	host	napD
gene-PA1098	184	191	116	124	175	177	9	31	27	9	11	300	host	fleS
gene-PA2293	8	5	5	2	3	33	0	0	3	0	0	34	host	gene-PA2293
gene-PA4470	10144	7558	2233	3765	2932	374	434	180	35	75	149	262	host	fumC1
gene-PA4061	111	92	57	59	72	166	25	16	59	11	7	244	host	gene-PA4061
gene-PA0314	151	130	63	93	150	184	13	17	26	14	8	170	host	gene-PA0314
gene-PA1477	69	106	28	52	107	131	14	24	16	11	5	132	host	ccmC
gene-PA3869	9	14	25	2	8	115	1	2	12	0	1	59	host	gene-PA3869
gene-PA3435	90	79	26	55	88	136	18	14	15	12	10	222	host	gene-PA3435
gene-PA1527	1052	873	368	709	1070	677	128	136	57	60	49	408	host	gene-PA1527
gene-PA1397	62	41	17	22	29	85	7	4	10	5	0	144	host	gene-PA1397
gene-PA3465	120	84	83	67	104	213	20	15	29	6	8	368	host	gene-PA3465
gene-PA1867	1	2	7	0	2	43	0	1	8	0	0	44	host	xphA
gene-PA5249	40	48	24	22	29	127	5	5	27	4	1	118	host	gene-PA5249
gene-PA2717	47	30	20	18	20	123	6	5	13	1	2	220	host	cpo
gene-PA3658	133	120	126	139	198	575	25	23	64	14	9	449	host	glnD
gene-PA1853	59	72	17	36	44	142	9	20	7	10	2	138	host	gene-PA1853
gene-PA1287	85	104	47	61	65	95	14	6	4	5	3	73	host	gene-PA1287
gene-PA5022	138	79	1854	86	101	954	23	20	1303	14	9	817	host	gene-PA5022
gene-PA2407	129	170	48	171	223	78	17	28	9	6	9	126	host	gene-PA2407
gene-PA2795	51	52	44	37	80	162	11	16	49	9	4	191	host	gene-PA2795
gene-PA5547	38	40	42	16	28	189	3	4	23	4	4	111	host	gene-PA5547
gene-PA5304	75	61	3109	209	607	266	131	233	31	53	33	287	host	dadA
gene-PA4643	19	23	27	14	22	148	6	11	7	3	5	233	host	gene-PA4643
gene-PA4700	400	420	176	399	641	585	83	113	73	76	53	486	host	mrcB
gene-PA3250	79	63	28	55	48	192	9	7	20	5	5	196	host	gene-PA3250
gene-PA4889	26	61	22	24	82	66	6	4	17	0	2	85	host	gene-PA4889
gene-PA3632	7	20	25	18	49	91	9	7	6	5	2	64	host	gene-PA3632
gene-PA3002	174	179	117	161	194	414	47	56	48	29	24	450	host	mfd
gene-PA3412	31	24	11	6	14	71	1	4	2	5	3	106	host	gene-PA3412
gene-PA4366	215	253	81	278	369	209	104	104	32479	49	39	152	host	sodB
gene-PA2900	154	131	56	143	178	155	36	47	18	24	20	254	host	gene-PA2900
gene-PA5359	285	138	52	54	79	131	13	22	180	12	7	185	host	gene-PA5359
gene-PA5083	23	20	23	6	9	112	5	2	18	1	0	117	host	gene-PA5083
gene-PA1824	62	72	25	44	97	114	7	15	10	6	8	176	host	gene-PA1824
gene-PA4055	97	131	50	166	200	123	34	44	20	11	11	236	host	ribC
gene-PA5538	12	12	26	4	7	216	0	4	20	0	0	475	host	amiA
gene-PA2516	2	2	4	3	1	73	0	0	5	0	0	211	host	xylZ
gene-PA1470	39	19	6	12	15	110	2	9	9	3	1	232	host	gene-PA1470
gene-PA5512	102	87	77	45	72	317	10	9	58	8	3	485	host	mifS
gene-PA3246	25	15	17	17	30	119	4	9	17	5	4	124	host	rluA
gene-PA1007	57	76	31	78	116	170	16	16	21	10	1	264	host	gene-PA1007
gene-PA3434	72	60	46	36	66	201	6	14	20	11	4	145	host	gene-PA3434
gene-PA3216	13	7	10	2	8	78	1	2	6	1	0	95	host	gene-PA3216
gene-PA0834	34	36	48	50	58	211	14	16	420	17	2	183	host	gene-PA0834
gene-PA5055	23	16	24	6	21	93	4	4	6	9	2	175	host	gene-PA5055
gene-PA3019	215	232	127	199	349	288	62	88	39	48	30	192	host	gene-PA3019
gene-PA1647	37	25	44	13	22	223	5	6	28	2	1	307	host	gene-PA1647
gene-PA0393	59	53	25	46	61	131	10	10	9	5	1	163	host	proC
gene-PA4539	106	97	43	81	117	185	22	20	21	15	7	196	host	gene-PA4539
gene-PA4580	91	99	21	49	65	195	13	20	73	5	5	353	host	gene-PA4580
gene-PA0501	183	135	41	218	298	139	29	34	22	14	7	226	host	bioF
gene-PA4411	709	553	827	580	763	398	69	81	444	29	22	302	host	murC
gene-PA3360	10	6	8	4	11	79	1	0	14	0	2	156	host	gene-PA3360
gene-PA1154	17	13	23	5	12	150	1	2	13	1	1	93	host	gene-PA1154
gene-PA1320	7	15	8	9	8	89	4	5	9	3	6	51	host	cyoD
gene-PPLUZ19_gp32	0	0	17	1397	2248	111105	342	1220	58528	84885	68094	265972	phage	gp32
gene-PA2190	27	9	5	19	6	48	4	1	2	1	0	96	host	gene-PA2190
gene-PA4692	55	57	59	47	47	227	19	21	39	11	19	174	host	gene-PA4692
gene-PA2448	11	21	25	9	27	207	2	5	19	5	4	398	host	gene-PA2448
gene-PA5513	20	26	44	10	25	180	3	6	44	6	3	151	host	poxA
gene-PA1445	57	38	18	32	50	61	6	9	1	4	2	52	host	fliO
gene-PA2297	2	5	3	3	3	57	0	0	5	1	0	57	host	gene-PA2297
gene-PA3753	151	171	69	70	109	94	16	15	10	7	7	98	host	gene-PA3753
gene-PA2747	80	59	16	25	50	71	5	13	9	7	17	83	host	gene-PA2747
gene-PA5545	305	329	80	167	189	225	28	15	26	8	7	139	host	gene-PA5545
gene-PA2364	121	90	24	65	87	70	21	28	4	7	11	81	host	gene-PA2364
gene-PA0589	18	19	46	12	13	152	5	6	24	1	5	158	host	gene-PA0589
gene-PA1982	17	14	40	5	10	265	2	5	32	1	1	396	host	exaA
gene-PA2298	28	31	52	21	21	174	2	5	22	0	1	234	host	gene-PA2298
gene-PA4787	258	140	57	46	61	169	6	5	18	6	6	186	host	gene-PA4787
gene-PA3847	22	21	6	14	18	118	0	7	13	1	1	164	host	gene-PA3847
gene-PA3894	8	19	49	4	4	166	3	4	25	0	0	275	host	gene-PA3894
gene-PA0455	63	61	47	53	63	226	9	8	24	5	5	323	host	dbpA
gene-PA1124	153	139	41	60	100	204	8	11	25	3	10	182	host	dgt
gene-PA1212	8	3	34	2	6	185	0	0	22	2	1	264	host	gene-PA1212
gene-PA3646	586	844	275	568	941	394	107	145	31	65	61	228	host	lpxD
gene-PA4780	54	67	26	30	52	136	6	18	12	3	6	223	host	gene-PA4780
gene-PA2647	47	63	89	66	91	320	22	34	45	42	27	303	host	nuoL
gene-PA2460	43	112	98	98	261	200	23	21	13	8	6	99	host	gene-PA2460
gene-PA1939	243	492	385	138	409	382	36	60	48	29	22	179	host	gene-PA1939
gene-PA4706	352	362	47	246	357	74	18	20	13	8	3	205	host	gene-PA4706
gene-PA4466	76	76	44	91	137	85	14	17	10	7	8	43	host	gene-PA4466
gene-PA3530	224	144	19	4	14	54	1	3	8	2	0	33	host	gene-PA3530
gene-PA3585	11	20	16	6	8	113	4	5	11	3	1	282	host	glpM
gene-PA3023	103	76	21	45	75	83	10	13	11	3	2	92	host	gene-PA3023
gene-PA1762	59	92	35	73	78	102	7	10	13	5	2	26	host	gene-PA1762
gene-PA1269	13	20	27	6	13	114	0	3	19	1	3	118	host	gene-PA1269
gene-PA0821	49	107	408	29	71	281	9	11	87	14	6	136	host	gene-PA0821
gene-PA0436	72	78	53	32	68	167	6	12	14	6	3	167	host	gene-PA0436
gene-PA4416	352	336	174	233	407	315	29	51	12940	14	14	268	host	murF
gene-PA5563	124	157	72	116	154	195	28	48	18	40	19	131	host	soj
gene-PA0809	47	42	3030	29	46	461	14	21	12	12	6	284	host	gene-PA0809
gene-PA3559	154	65	26	166	166	216	32	20	22	1	6	331	host	gene-PA3559
gene-PA2576	12	19	25	6	13	120	0	1	14	3	1	174	host	gene-PA2576
gene-PA3466	238	206	161	104	157	233	22	39	30	10	5	288	host	gene-PA3466
gene-PA5282	7	7	48	3	8	200	1	1	27	1	0	214	host	gene-PA5282
gene-PA4140	11	6	7182	9	17	358	3	4	9055	1	1	534	host	gene-PA4140
gene-PA2767	4	8	15	6	12	172	2	3	19	2	1	163	host	gene-PA2767
gene-PA0070	811	1005	1171	669	1006	924	253	297	80	178	89	279	host	gene-PA0070
gene-PA0867	313	340	60	336	697	98	34	26	6	9	13	44	host	mliC
gene-PA2857	30	33	32	10	7	141	5	0	25	4	0	110	host	gene-PA2857
gene-PA3061	6	10	25	15	14	141	3	1	16	2	0	210	host	pelD
gene-PA4583	105	109	92	84	126	270	12	29	26	2	7	184	host	gene-PA4583
gene-PA4247	1248	2093	1659	2107	3776	3103	629	1022	224	520	334	225	host	rplR
gene-PA2243	3	9	5	8	5	68	4	3	9	0	0	135	host	pslM
gene-PA0039	620	641	195	435	768	313	222	311	29	157	106	61	host	gene-PA0039
gene-PA2506	5	2	1	5	5	30	1	0	2	0	0	15	host	gene-PA2506
gene-PA0968	772	1028	487	349	674	338	51	83	45	40	18	142	host	gene-PA0968
gene-PA0656	28	36	21	10	18	162	11	17	15	7	4	135	host	gene-PA0656
gene-PA0281	18	29	38	17	28	261	5	5	31	4	2	234	host	cysW
gene-PA2429	16	8	4	9	9	43	1	2	6	0	0	65	host	gene-PA2429
gene-PA5098	18	15	23	22	16	220	3	7	2148	2	2	524	host	hutH
gene-PA0469	112	98	52	45	37	181	10	11	24	5	6	185	host	gene-PA0469
gene-PA0086	89	92	120	99	156	103	14	35	21	19	14	147	host	gene-PA0086
gene-PA0654	74	121	85	90	134	324	45	62	31	53	23	160	host	speD
gene-PA1552.1	125	194	257	136	255	250	48	74	35	50	32	54	host	ccoQ1
gene-PA4784	14	17	37	33	71	148	9	15	12	6	3	162	host	gene-PA4784
gene-PA3402	34	28	25	28	32	120	10	8	16	4	4	267	host	gene-PA3402
gene-PA0108	69	53	65	29	39	274	8	6	20	1	3	162	host	coIII
gene-PA5550	59	71	40	39	59	195	31	45	33	25	15	126	host	glmR
gene-PA4957	72	75	54	91	134	168	18	18	25	11	9	291	host	psd
gene-PA5035	215	294	155	173	291	382	20	27	49	19	11	421	host	gltD
gene-PA0410	387	434	118	147	284	186	29	44	19	27	10	258	host	pilI
gene-PA5493	523	510	245	504	706	602	111	133	67	63	49	329	host	polA
gene-PA0526	3	6	13	2	2	83	1	0	5	1	1	156	host	gene-PA0526
gene-PA3066	41	20	13	17	44	90	4	8	5	3	2	164	host	gene-PA3066
gene-PA2488	3	5	17	2	4	74	4	0	15	1	0	98	host	gene-PA2488
gene-PA0311	12	12	21	8	19	71	4	3	7	3	0	204	host	gene-PA0311
gene-PA1440	156	119	62	167	209	141	43	54	11	22	18	115	host	gene-PA1440
gene-PA0812	57	44	31	39	76	186	21	34	27	9	7	184	host	gene-PA0812
gene-PA4945	355	698	196	520	1006	308	129	211	27	72	50	252	host	miaA
gene-PA0229	25	23	66	5	9	369	2	0	54	1	0	414	host	pcaT
gene-PA5491	246	350	80	206	416	152	153	197	25	100	46	127	host	gene-PA5491
gene-PA2736	55	115	44	27	57	100	6	10	8	5	3	71	host	gene-PA2736
gene-PA3569	475	528	117	291	453	107	24	13	10	7	4	122	host	mmsB
gene-PA2406	52	61	12	55	75	38	2	5	6	3	0	103	host	gene-PA2406
gene-PA3812	473	533	89	886	1182	175	91	91	12	45	22	60	host	iscA
gene-PA4731	11	22	10	10	22	105	5	12	16	8	3	68	host	panD
gene-PA0252	10	17	36	16	31	109	2	8	18	3	0	79	host	gene-PA0252
gene-PA2780	15	23	17	12	10	103	2	3	10	1	1	90	host	gene-PA2780
gene-PA0148	36	35	52	40	69	247	7	8	21	5	5	264	host	gene-PA0148
gene-PA0278	17	4	16	2	7	90	1	2	17	0	1	208	host	gene-PA0278
gene-PA1697	171	62	19	68	39	133	42	21	13	6	16	206	host	gene-PA1697
gene-PA3133	20	10	16	4	8	205	1	2	18	6	1	128	host	gene-PA3133
gene-PA2107	6	6	4	3	7	22	1	1	4	0	0	28	host	gene-PA2107
gene-PA3615	263	163	167	100	167	198	15	16	22	4	11	221	host	gene-PA3615
gene-PA2802	107	64	23	40	74	128	9	12	11	8	16	140	host	gene-PA2802
gene-PA3919	163	98	19430	31	37	4575	12	6	20585	5	4	212	host	gene-PA3919
gene-PA0781	12	7	9174	11	14	489	2	1	1155	1	2	1717	host	gene-PA0781
gene-PA5188	32	22	21	14	10	208	3	3	697	3	2	284	host	gene-PA5188
gene-PA1534	156	130	61	177	245	155	19	23	18	8	10	174	host	recR
gene-PA2062	15	10	13	0	6	76	1	0	8	1	0	128	host	gene-PA2062
gene-PA4939	381	468	171	526	842	366	141	149	35	99	58	224	host	gene-PA4939
gene-PA3728	412	626	621	332	711	864	65	129	90	85	37	972	host	gene-PA3728
gene-PA4164	39	24	16	30	29	54	4	10	6	3	1	178	host	gene-PA4164
gene-PA5079	199	117	51	26	61	48034	3	9	9	10	4	196	host	gene-PA5079
gene-PA1045	129	122	87	108	154	293	23	33	58	19	7	476	host	gene-PA1045
gene-PA4402	421	488	154	306	452	300	101	97	35	57	51	239	host	argJ
gene-PA0839	9	15	21	9	20	102	1	2	9	2	1	112	host	gene-PA0839
gene-PA0320	11	17	32	4	10	152	4	4	21	1	1	61	host	gene-PA0320
gene-PA0367	88	76	57	19	64	217	5	7	21	3	4	193	host	gene-PA0367
gene-PA1671	23	24	13	16	23	87	1	4	2	3	2	127	host	stk1
gene-PA4798	83	58	68	37	38	353	12	19	59	8	7	411	host	gene-PA4798
gene-PA5003	246	253	61	254	378	196	48	46	19	23	16	245	host	gene-PA5003
gene-PA2888	26	22	22	11	17	179	3	1	18	2	4	393	host	atuC
gene-PA2887	4	11	23	9	4	143	3	4	14	1	1	349	host	atuB
gene-PA2273	37	18	11	25	15	88	1	10	9	2	2	88	host	soxR
gene-PA1053	99	114	64	93	130	99	64	52	10	22	29	57	host	gene-PA1053
gene-PA4608	136	152	40	56	101	75	6	15	15	10	6	102	host	gene-PA4608
gene-PA3998	252	253	127	208	288	97	40	41	11	14	22	40	host	gene-PA3998
gene-PA4533	119	99	45	40	73	130	13	18	4	8	8	133	host	gene-PA4533
gene-PA5314	45	40	37	69	67	105	11	13	205	10	2	58	host	gene-PA5314
gene-PA2173	3	3	2	0	2	17	0	0	1	0	0	34	host	gene-PA2173
gene-PA0946	140	113	33	68	87	158	13	14	34	6	3	267	host	gene-PA0946
gene-PA2204	37	33	90	180	224	225	11	23	24	5	6	109	host	gene-PA2204
gene-PA1079	250	258	175	246	260	141	19	13	19	3	11	47	host	flgD
gene-PA3437	28	34	16	13	22	114	2	6	13	4	4	150	host	folM
gene-PA3985	72	64	19	38	53	84	9	3	55	5	5	136	host	gene-PA3985
gene-PA4255	1393	2166	1528	988	2072	1432	657	803	222	426	222	184	host	rpmC
gene-PA4124	11	14	2618	9	14	174	1	5	2202	3	1	3283	host	hpcB
gene-PA0690	306	285	12738	148	262	23858	66	70	11955	59	35	5044	host	gene-PA0690
gene-PA3394	4	2	5	2	5	55	3	2	14	0	0	90	host	nosF
gene-PA3853	92	85	23	49	111	154	14	13	11	4	8	150	host	gene-PA3853
gene-PA4047	57	71	37	67	100	179	17	32	13	12	5	184	host	ribA
gene-PA3945	59	53	55	37	55	137	8	8	16	3	3	134	host	gene-PA3945
gene-PA4832	19	8	23	6	6	154	1	1	13	0	1	292	host	gene-PA4832
gene-PA4347	23	31	31	12	20	1309	6	7	20	2	1	212	host	gene-PA4347
gene-PA3324	20	19	30	11	40	227	5	5	36	1	0	456	host	gene-PA3324
gene-PA2532	456	332	38	304	335	87	53	49	9	18	16	100	host	tpx
gene-PA1713	1976	1774	183	1794	1726	338	183	127	46	49	49	140	host	exsA
gene-PA1506	72	42	17	21	50	54	6	2	7	1	2	69	host	gene-PA1506
gene-PA3162	9185	16839	6310	14824	24401	12526	3683	5017	1055	2340	1502	1001	host	rpsA
gene-PA1245	1040	1234	163	450	721	215	160	177	20	53	27	259	host	gene-PA1245
gene-PA2761	75	60	47	30	40	227	6	19	26	6	3	110	host	gene-PA2761
gene-PA3754	71	100	48	26	59	175	7	5	17	3	1	97	host	gene-PA3754
gene-PA0248	37	36	24	17	18	156	3	5	23	0	3	117	host	gene-PA0248
gene-PA4978	59	78	116	49	118	246	2	13	32	3	3	350	host	gene-PA4978
gene-PA0704	39	24	31	24	39	146	5	7	993	4	3	1510	host	gene-PA0704
gene-PA3243	131	120	37	47	55	120	21	15	15	6	5	196	host	minC
gene-PA4524.1	1061	931	655	738	970	426	132	182	55	63	31	39	host	gene-PA4524.1
gene-PA2648	24	40	65	49	46	294	11	13	27	25	10	259	host	nuoM
gene-PA3965	34	40	14610	19	27	140	7	5	11	3	3	93	host	gene-PA3965
gene-PA0421	265	250	71	99	127	314	42	54	47	29	23	381	host	gene-PA0421
gene-PA1848	14	7	8	16	22	56	2	2	10	4	3	106	host	gene-PA1848
gene-PA4979	71	76	52	32	57	237	4	6	34	0	3	303	host	gene-PA4979
gene-PA1498	7	5	18	8	3	155	2	3	23	2	1	405	host	pykF
gene-PA0394	106	138	60	55	79	105	25	27	15	7	14	174	host	gene-PA0394
gene-PA1734	32	26	18	9	21	101	2	5	16	0	2	210	host	gene-PA1734
gene-PA2824	179	246	63	118	152	224	18	29	35	12	12	193	host	gene-PA2824
gene-PA4741	1784	4956	2667	1629	3576	4336	1046	1962	511	836	432	348	host	rpsO
gene-PA0706	74	142	60	65	160	167	26	38	43	22	9	76	host	cat
gene-PA3354	170	69	23	51	74	77	17	14	10	10	4	102	host	gene-PA3354
gene-PA3037	34	20	19	8	12	108	4	2	17	4	2	342	host	gene-PA3037
gene-PA0555	167	231	151	223	265	367	48	56	43	45	21	114	host	fda
gene-PA1086	262	226	166	376	367	450	57	32	32	15	20	495	host	flgK
